"","Isolate","numOTUs","mixed","contamFlag","kingdom","phylum","class","order","family","genus","species"
"268","160D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"269","161D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"270","165D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"271","168D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"272","171D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Vogesella",NA
"273","172D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Vogesella",NA
"274","175D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","gamIV","gamIV_A","Pseudo_A1"
"275","177D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chitinimonadaceae","Chitinimonas",NA
"276","179D3",4,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"277","18D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Chromobacterium",NA
"278","180D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","gamIV","gamIV_A","Pseudo_A1"
"279","181D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","gamIV","gamIV_A","Pseudo_A1"
"280","182D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"281","183,1D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"282","183D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"283","187D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"284","188D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"285","190D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"286","194,1D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"287","197D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"288","198D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","gamIV","gamIV_A","Pseudo_A1"
"289","199,1D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","gamIV","gamIV_A","Pseudo_A1"
"290","2DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"291","20DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"292","200D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","gamIV","gamIV_A","Pseudo_A1"
"293","201D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"294","202D3",4,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"295","203D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Niveispirillum",NA
"296","204D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"297","205D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"298","207D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"299","208D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"300","209D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"301","21,1D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"302","213D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Vogesella",NA
"303","214D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"304","217D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"305","229D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","gamIV","gamIV_A","Pseudo_A1"
"306","23,1DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"307","231D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"308","232D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"309","233D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"310","234D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera",NA
"311","235D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"312","236D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"313","237D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"314","238D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"315","239D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"316","24D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"317","24DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"318","245D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"319","25,1DF",1,FALSE,FALSE,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"320","26,1D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"321","3DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"322","31DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"323","32D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"324","32DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"325","34,1D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"326","34D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"327","35DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"328","36,1D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"329","37DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"330","38DF",4,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"331","39D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"332","4,1D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"333","4,1DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",NA
"334","40,1DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"335","40D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"336","40DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","alfII","alfII_A","Brev"
"337","41DF",5,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"338","42DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"339","43DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","alfII","alfII_A","Brev"
"340","44DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Phreatobacter",NA
"341","45,1DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"342","45,2DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"343","45DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured",NA
"344","46,1DF",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"345","46D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"346","46DF",6,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"347","48DF",4,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"348","49DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"349","50DF",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"350","51DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"351","52,1DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"352","52,2DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"353","52DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"354","53D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"355","53DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"356","54,1D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"357","56D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Vogesella",NA
"358","57,1DF",5,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"359","57D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"360","57DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","alfIV","alfIV_A","alfIV_A_unclassified"
"361","58,2D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"362","58,2DF",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"363","60,1DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"364","62,1D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"365","63D3",5,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"366","64D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"367","65,1D3",1,FALSE,FALSE,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","bacII","bacII_A","Flavo_A3"
"368","65D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"369","65DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"370","66D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"371","66DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"372","69D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"373","70DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"374","71DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"375","73DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"376","75DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"377","76D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"378","76DF",5,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"379","77D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"380","77DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"381","78DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","alfIV","alfIV_A","alfIV_A_unclassified"
"382","79,1DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"383","79DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"384","8,1D3",4,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"385","80D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"386","80DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"387","81D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"388","81DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"389","82DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",NA
"390","83D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Chromobacteriaceae","Vogesella",NA
"391","83DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"392","84DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"393","85DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"394","86DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"395","87DF",4,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"396","88D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"397","88DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"398","89D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"399","89DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"400","9,1DF",4,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"401","9,2DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"402","9D3",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","betI","betI_A","betI_A_unclassified"
"403","9DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"404","90D3",4,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"405","90DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"406","91DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"407","92D3",4,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"408","92DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"409","93D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"410","93DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"411","94D3",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"412","94DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"413","95DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",NA
"414","96DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"415","97DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_unclassified"
"416","98DF",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"417","99D3",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"418","99DF",3,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"419","10DF",1,FALSE,FALSE,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia",NA
"420","10DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"421","12DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"422","13DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured",NA
"423","16DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"424","17DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"425","18DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"426","19DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"427","2DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"428","20DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"429","21DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"430","22DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"431","23DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"432","24DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","alfIV","alfIV_A","alfIV_A_unclassified"
"433","25DF",1,FALSE,FALSE,"Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"434","26DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","alfII","alfII_A","Brev"
"435","27DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"436","28DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"437","29DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"438","30DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"439","30DF",2,TRUE,FALSE,"mixed","mixed","mixed","mixed","mixed","mixed","mixed"
"440","31DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"441","32DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","unclassified","unclassified","unclassified"
"442","33DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"443","5DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified",NA
"444","9DF",1,FALSE,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter",NA
