"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",632,"SPL1",2021-03-06 21:05:13
"C2",407,"SPL2",2021-03-06 21:05:13
"D2",62.4,"SPL3",2021-03-06 21:05:13
"E2",465,"SPL4",2021-03-06 21:05:13
"F2",468,"SPL5",2021-03-06 21:05:13
"G2",430,"SPL6",2021-03-06 21:05:13
"B3",610,"SPL7",2021-03-06 21:05:13
"C3",441,"SPL8",2021-03-06 21:05:13
"D3",64.9,"SPL9",2021-03-06 21:05:13
"E3",341,"SPL10",2021-03-06 21:05:13
"F3",491,"SPL11",2021-03-06 21:05:13
"G3",432,"SPL12",2021-03-06 21:05:13
"B4",600,"SPL13",2021-03-06 21:05:13
"C4",406,"SPL14",2021-03-06 21:05:13
"D4",64.4,"SPL15",2021-03-06 21:05:13
"E4",366,"SPL16",2021-03-06 21:05:13
"F4",476,"SPL17",2021-03-06 21:05:13
"G4",420,"SPL18",2021-03-06 21:05:13
"B5",463,"SPL19",2021-03-06 21:05:13
"C5",455,"SPL20",2021-03-06 21:05:13
"D5",504,"SPL21",2021-03-06 21:05:13
"E5",471,"SPL22",2021-03-06 21:05:13
"F5",566,"SPL23",2021-03-06 21:05:13
"G5",461,"SPL24",2021-03-06 21:05:13
"B6",434,"SPL25",2021-03-06 21:05:13
"C6",472,"SPL26",2021-03-06 21:05:13
"D6",494,"SPL27",2021-03-06 21:05:13
"E6",471,"SPL28",2021-03-06 21:05:13
"F6",546,"SPL29",2021-03-06 21:05:13
"G6",459,"SPL30",2021-03-06 21:05:13
"B7",438,"SPL31",2021-03-06 21:05:13
"C7",431,"SPL32",2021-03-06 21:05:13
"D7",504,"SPL33",2021-03-06 21:05:13
"E7",480,"SPL34",2021-03-06 21:05:13
"F7",569,"SPL35",2021-03-06 21:05:13
"G7",422,"SPL36",2021-03-06 21:05:13
"B8",538,"SPL37",2021-03-06 21:05:13
"C8",500,"SPL38",2021-03-06 21:05:13
"D8",589,"SPL39",2021-03-06 21:05:13
"E8",416,"SPL40",2021-03-06 21:05:13
"F8",298,"SPL41",2021-03-06 21:05:13
"G8",418,"SPL42",2021-03-06 21:05:13
"B9",491,"SPL43",2021-03-06 21:05:13
"C9",562,"SPL44",2021-03-06 21:05:13
"D9",567,"SPL45",2021-03-06 21:05:13
"E9",408,"SPL46",2021-03-06 21:05:13
"F9",312,"SPL47",2021-03-06 21:05:13
"G9",422,"SPL48",2021-03-06 21:05:13
"B10",447,"SPL49",2021-03-06 21:05:13
"C10",515,"SPL50",2021-03-06 21:05:13
"D10",555,"SPL51",2021-03-06 21:05:13
"E10",379,"SPL52",2021-03-06 21:05:13
"F10",299,"SPL53",2021-03-06 21:05:13
"G10",443,"SPL54",2021-03-06 21:05:13
"B11",484,"SPL55",2021-03-06 21:05:13
"C11",502,"SPL56",2021-03-06 21:05:13
"D11",446,"SPL57",2021-03-06 21:05:13
"E11",387,"SPL58",2021-03-06 21:05:13
"F11",1.56,"SPL59",2021-03-06 21:05:13
"G11",2.11,"SPL60",2021-03-06 21:05:13
