"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",1.44,"SPL1",2021-02-22 11:57:49
"C2",1.67,"SPL2",2021-02-22 11:57:49
"D2",526,"SPL3",2021-02-22 11:57:49
"E2",393,"SPL4",2021-02-22 11:57:49
"F2",505,"SPL5",2021-02-22 11:57:49
"G2",488,"SPL6",2021-02-22 11:57:49
"B3",801,"SPL7",2021-02-22 11:57:49
"C3",661,"SPL8",2021-02-22 11:57:49
"D3",652,"SPL9",2021-02-22 11:57:49
"E3",467,"SPL10",2021-02-22 11:57:49
"F3",622,"SPL11",2021-02-22 11:57:49
"G3",769,"SPL12",2021-02-22 11:57:49
"B4",783,"SPL13",2021-02-22 11:57:49
"C4",570,"SPL14",2021-02-22 11:57:49
"D4",699,"SPL15",2021-02-22 11:57:49
"E4",717,"SPL16",2021-02-22 11:57:49
"F4",947,"SPL17",2021-02-22 11:57:49
"G4",788,"SPL18",2021-02-22 11:57:49
"B5",753,"SPL19",2021-02-22 11:57:49
"C5",704,"SPL20",2021-02-22 11:57:49
"D5",709,"SPL21",2021-02-22 11:57:49
"E5",451,"SPL22",2021-02-22 11:57:49
"F5",623,"SPL23",2021-02-22 11:57:49
"G5",727,"SPL24",2021-02-22 11:57:49
"B6",164,"SPL25",2021-02-22 11:57:49
"C6",531,"SPL26",2021-02-22 11:57:49
"D6",660,"SPL27",2021-02-22 11:57:49
"E6",880,"SPL28",2021-02-22 11:57:49
"F6",564,"SPL29",2021-02-22 11:57:49
"G6",710,"SPL30",2021-02-22 11:57:49
"B7",90.8,"SPL31",2021-02-22 11:57:49
"C7",1081,"SPL32",2021-02-22 11:57:49
"D7",700,"SPL33",2021-02-22 11:57:49
"E7",892,"SPL34",2021-02-22 11:57:49
"F7",563,"SPL35",2021-02-22 11:57:49
"G7",453,"SPL36",2021-02-22 11:57:49
"B8",69.1,"SPL37",2021-02-22 11:57:49
"C8",582,"SPL38",2021-02-22 11:57:49
"D8",661,"SPL39",2021-02-22 11:57:49
"E8",789,"SPL40",2021-02-22 11:57:49
"F8",541,"SPL41",2021-02-22 11:57:49
"G8",692,"SPL42",2021-02-22 11:57:49
"B9",658,"SPL43",2021-02-22 11:57:49
"C9",674,"SPL44",2021-02-22 11:57:49
"D9",553,"SPL45",2021-02-22 11:57:49
"E9",885,"SPL46",2021-02-22 11:57:49
"F9",671,"SPL47",2021-02-22 11:57:49
"G9",620,"SPL48",2021-02-22 11:57:49
"B10",639,"SPL49",2021-02-22 11:57:49
"C10",651,"SPL50",2021-02-22 11:57:49
"D10",596,"SPL51",2021-02-22 11:57:49
"E10",804,"SPL52",2021-02-22 11:57:49
"F10",663,"SPL53",2021-02-22 11:57:49
"G10",526,"SPL54",2021-02-22 11:57:49
"B11",665,"SPL55",2021-02-22 11:57:49
"C11",650,"SPL56",2021-02-22 11:57:49
"D11",48.3,"SPL57",2021-02-22 11:57:49
"E11",831,"SPL58",2021-02-22 11:57:49
"F11",645,"SPL59",2021-02-22 11:57:49
"G11",550,"SPL60",2021-02-22 11:57:49
