"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",1.56,"SPL1",2021-02-20 20:35:39
"C2",1.44,"SPL2",2021-02-20 20:35:39
"D2",624,"SPL3",2021-02-20 20:35:39
"E2",594,"SPL4",2021-02-20 20:35:39
"F2",642,"SPL5",2021-02-20 20:35:39
"G2",605,"SPL6",2021-02-20 20:35:39
"B3",982,"SPL7",2021-02-20 20:35:39
"C3",690,"SPL8",2021-02-20 20:35:39
"D3",746,"SPL9",2021-02-20 20:35:39
"E3",669,"SPL10",2021-02-20 20:35:39
"F3",909,"SPL11",2021-02-20 20:35:39
"G3",953,"SPL12",2021-02-20 20:35:39
"B4",952,"SPL13",2021-02-20 20:35:39
"C4",675,"SPL14",2021-02-20 20:35:39
"D4",755,"SPL15",2021-02-20 20:35:39
"E4",941,"SPL16",2021-02-20 20:35:39
"F4",1097,"SPL17",2021-02-20 20:35:39
"G4",819,"SPL18",2021-02-20 20:35:39
"B5",915,"SPL19",2021-02-20 20:35:39
"C5",864,"SPL20",2021-02-20 20:35:39
"D5",831,"SPL21",2021-02-20 20:35:39
"E5",757,"SPL22",2021-02-20 20:35:39
"F5",926,"SPL23",2021-02-20 20:35:39
"G5",802,"SPL24",2021-02-20 20:35:39
"B6",189,"SPL25",2021-02-20 20:35:39
"C6",682,"SPL26",2021-02-20 20:35:39
"D6",878,"SPL27",2021-02-20 20:35:39
"E6",977,"SPL28",2021-02-20 20:35:39
"F6",760,"SPL29",2021-02-20 20:35:39
"G6",792,"SPL30",2021-02-20 20:35:39
"B7",145,"SPL31",2021-02-20 20:35:39
"C7",1405,"SPL32",2021-02-20 20:35:39
"D7",951,"SPL33",2021-02-20 20:35:39
"E7",1017,"SPL34",2021-02-20 20:35:39
"F7",755,"SPL35",2021-02-20 20:35:39
"G7",790,"SPL36",2021-02-20 20:35:39
"B8",131,"SPL37",2021-02-20 20:35:39
"C8",705,"SPL38",2021-02-20 20:35:39
"D8",874,"SPL39",2021-02-20 20:35:39
"E8",996,"SPL40",2021-02-20 20:35:39
"F8",709,"SPL41",2021-02-20 20:35:39
"G8",856,"SPL42",2021-02-20 20:35:39
"B9",897,"SPL43",2021-02-20 20:35:39
"C9",851,"SPL44",2021-02-20 20:35:39
"D9",527,"SPL45",2021-02-20 20:35:39
"E9",975,"SPL46",2021-02-20 20:35:39
"F9",886,"SPL47",2021-02-20 20:35:39
"G9",790,"SPL48",2021-02-20 20:35:39
"B10",860,"SPL49",2021-02-20 20:35:39
"C10",830,"SPL50",2021-02-20 20:35:39
"D10",765,"SPL51",2021-02-20 20:35:39
"E10",906,"SPL52",2021-02-20 20:35:39
"F10",847,"SPL53",2021-02-20 20:35:39
"G10",634,"SPL54",2021-02-20 20:35:39
"B11",862,"SPL55",2021-02-20 20:35:39
"C11",819,"SPL56",2021-02-20 20:35:39
"D11",88.1,"SPL57",2021-02-20 20:35:39
"E11",951,"SPL58",2021-02-20 20:35:39
"F11",781,"SPL59",2021-02-20 20:35:39
"G11",718,"SPL60",2021-02-20 20:35:39
