"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",2,"SPL1",2019-11-08 15:46:01
"C2",2,"SPL2",2019-11-08 15:46:01
"D2",2,"SPL3",2019-11-08 15:46:01
"E2",93,"SPL4",2019-11-08 15:46:01
"F2",94,"SPL5",2019-11-08 15:46:01
"G2",96,"SPL6",2019-11-08 15:46:01
"B3",2,"SPL7",2019-11-08 15:46:01
"C3",3,"SPL8",2019-11-08 15:46:01
"D3",2,"SPL9",2019-11-08 15:46:01
"E3",3,"SPL10",2019-11-08 15:46:01
"F3",2,"SPL11",2019-11-08 15:46:01
"G3",3,"SPL12",2019-11-08 15:46:01
"B4",3,"SPL13",2019-11-08 15:46:01
"C4",2,"SPL14",2019-11-08 15:46:01
"D4",3,"SPL15",2019-11-08 15:46:01
"E4",3,"SPL16",2019-11-08 15:46:01
"F4",3,"SPL17",2019-11-08 15:46:01
"G4",3,"SPL18",2019-11-08 15:46:01
"B5",2,"SPL19",2019-11-08 15:46:01
"C5",2,"SPL20",2019-11-08 15:46:01
"D5",2,"SPL21",2019-11-08 15:46:01
"E5",2,"SPL22",2019-11-08 15:46:01
"F5",3,"SPL23",2019-11-08 15:46:01
"G5",3,"SPL24",2019-11-08 15:46:01
"B6",2,"SPL25",2019-11-08 15:46:01
"C6",2,"SPL26",2019-11-08 15:46:01
"D6",3,"SPL27",2019-11-08 15:46:01
"E6",2,"SPL28",2019-11-08 15:46:01
"F6",2,"SPL29",2019-11-08 15:46:01
"G6",3,"SPL30",2019-11-08 15:46:01
"B7",2,"SPL31",2019-11-08 15:46:01
"C7",2,"SPL32",2019-11-08 15:46:01
"D7",2,"SPL33",2019-11-08 15:46:01
"E7",2,"SPL34",2019-11-08 15:46:01
"F7",3,"SPL35",2019-11-08 15:46:01
"G7",2,"SPL36",2019-11-08 15:46:01
"B8",3,"SPL37",2019-11-08 15:46:01
"C8",3,"SPL38",2019-11-08 15:46:01
"D8",3,"SPL39",2019-11-08 15:46:01
"E8",3,"SPL40",2019-11-08 15:46:01
"F8",2,"SPL41",2019-11-08 15:46:01
"G8",2,"SPL42",2019-11-08 15:46:01
"B9",1,"SPL43",2019-11-08 15:46:01
"C9",2,"SPL44",2019-11-08 15:46:01
"D9",3,"SPL45",2019-11-08 15:46:01
"E9",2,"SPL46",2019-11-08 15:46:01
"F9",3,"SPL47",2019-11-08 15:46:01
"G9",2,"SPL48",2019-11-08 15:46:01
"B10",2,"SPL49",2019-11-08 15:46:01
"C10",2,"SPL50",2019-11-08 15:46:01
"D10",3,"SPL51",2019-11-08 15:46:01
"E10",2,"SPL52",2019-11-08 15:46:01
"F10",3,"SPL53",2019-11-08 15:46:01
"G10",3,"SPL54",2019-11-08 15:46:01
"B11",3,"SPL55",2019-11-08 15:46:01
"C11",3,"SPL56",2019-11-08 15:46:01
"D11",2,"SPL57",2019-11-08 15:46:01
"E11",3,"SPL58",2019-11-08 15:46:01
"F11",2,"SPL59",2019-11-08 15:46:01
"G11",2,"SPL60",2019-11-08 15:46:01
