"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",471,"SPL1",2021-03-06 20:59:57
"C2",489,"SPL2",2021-03-06 20:59:57
"D2",397,"SPL3",2021-03-06 20:59:57
"E2",469,"SPL4",2021-03-06 20:59:57
"F2",417,"SPL5",2021-03-06 20:59:57
"G2",507,"SPL6",2021-03-06 20:59:57
"B3",458,"SPL7",2021-03-06 20:59:57
"C3",486,"SPL8",2021-03-06 20:59:57
"D3",381,"SPL9",2021-03-06 20:59:57
"E3",491,"SPL10",2021-03-06 20:59:57
"F3",452,"SPL11",2021-03-06 20:59:57
"G3",522,"SPL12",2021-03-06 20:59:57
"B4",463,"SPL13",2021-03-06 20:59:57
"C4",479,"SPL14",2021-03-06 20:59:57
"D4",405,"SPL15",2021-03-06 20:59:57
"E4",489,"SPL16",2021-03-06 20:59:57
"F4",440,"SPL17",2021-03-06 20:59:57
"G4",512,"SPL18",2021-03-06 20:59:57
"B5",483,"SPL19",2021-03-06 20:59:57
"C5",481,"SPL20",2021-03-06 20:59:57
"D5",388,"SPL21",2021-03-06 20:59:57
"E5",529,"SPL22",2021-03-06 20:59:57
"F5",411,"SPL23",2021-03-06 20:59:57
"G5",481,"SPL24",2021-03-06 20:59:57
"B6",486,"SPL25",2021-03-06 20:59:57
"C6",493,"SPL26",2021-03-06 20:59:57
"D6",388,"SPL27",2021-03-06 20:59:57
"E6",490,"SPL28",2021-03-06 20:59:57
"F6",426,"SPL29",2021-03-06 20:59:57
"G6",461,"SPL30",2021-03-06 20:59:57
"B7",484,"SPL31",2021-03-06 20:59:57
"C7",342,"SPL32",2021-03-06 20:59:57
"D7",421,"SPL33",2021-03-06 20:59:57
"E7",489,"SPL34",2021-03-06 20:59:57
"F7",420,"SPL35",2021-03-06 20:59:57
"G7",440,"SPL36",2021-03-06 20:59:57
"B8",422,"SPL37",2021-03-06 20:59:57
"C8",460,"SPL38",2021-03-06 20:59:57
"D8",472,"SPL39",2021-03-06 20:59:57
"E8",221,"SPL40",2021-03-06 20:59:57
"F8",177,"SPL41",2021-03-06 20:59:57
"G8",383,"SPL42",2021-03-06 20:59:57
"B9",421,"SPL43",2021-03-06 20:59:57
"C9",458,"SPL44",2021-03-06 20:59:57
"D9",452,"SPL45",2021-03-06 20:59:57
"E9",216,"SPL46",2021-03-06 20:59:57
"F9",142,"SPL47",2021-03-06 20:59:57
"G9",396,"SPL48",2021-03-06 20:59:57
"B10",420,"SPL49",2021-03-06 20:59:57
"C10",484,"SPL50",2021-03-06 20:59:57
"D10",413,"SPL51",2021-03-06 20:59:57
"E10",228,"SPL52",2021-03-06 20:59:57
"F10",150,"SPL53",2021-03-06 20:59:57
"G10",392,"SPL54",2021-03-06 20:59:57
"B11",352,"SPL55",2021-03-06 20:59:57
"C11",379,"SPL56",2021-03-06 20:59:57
"D11",380,"SPL57",2021-03-06 20:59:57
"E11",359,"SPL58",2021-03-06 20:59:57
"F11",1.67,"SPL59",2021-03-06 20:59:57
"G11",2,"SPL60",2021-03-06 20:59:57
