"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",1.44,"SPL1",2021-02-22 11:52:31
"C2",2,"SPL2",2021-02-22 11:52:31
"D2",350,"SPL3",2021-02-22 11:52:31
"E2",335,"SPL4",2021-02-22 11:52:31
"F2",368,"SPL5",2021-02-22 11:52:31
"G2",408,"SPL6",2021-02-22 11:52:31
"B3",586,"SPL7",2021-02-22 11:52:31
"C3",424,"SPL8",2021-02-22 11:52:31
"D3",580,"SPL9",2021-02-22 11:52:31
"E3",439,"SPL10",2021-02-22 11:52:31
"F3",372,"SPL11",2021-02-22 11:52:31
"G3",519,"SPL12",2021-02-22 11:52:31
"B4",538,"SPL13",2021-02-22 11:52:31
"C4",512,"SPL14",2021-02-22 11:52:31
"D4",599,"SPL15",2021-02-22 11:52:31
"E4",473,"SPL16",2021-02-22 11:52:31
"F4",404,"SPL17",2021-02-22 11:52:31
"G4",607,"SPL18",2021-02-22 11:52:31
"B5",649,"SPL19",2021-02-22 11:52:31
"C5",520,"SPL20",2021-02-22 11:52:31
"D5",688,"SPL21",2021-02-22 11:52:31
"E5",537,"SPL22",2021-02-22 11:52:31
"F5",477,"SPL23",2021-02-22 11:52:31
"G5",486,"SPL24",2021-02-22 11:52:31
"B6",546,"SPL25",2021-02-22 11:52:31
"C6",779,"SPL26",2021-02-22 11:52:31
"D6",607,"SPL27",2021-02-22 11:52:31
"E6",688,"SPL28",2021-02-22 11:52:31
"F6",772,"SPL29",2021-02-22 11:52:31
"G6",683,"SPL30",2021-02-22 11:52:31
"B7",613,"SPL31",2021-02-22 11:52:31
"C7",636,"SPL32",2021-02-22 11:52:31
"D7",607,"SPL33",2021-02-22 11:52:31
"E7",699,"SPL34",2021-02-22 11:52:31
"F7",670,"SPL35",2021-02-22 11:52:31
"G7",592,"SPL36",2021-02-22 11:52:31
"B8",537,"SPL37",2021-02-22 11:52:31
"C8",654,"SPL38",2021-02-22 11:52:31
"D8",602,"SPL39",2021-02-22 11:52:31
"E8",617,"SPL40",2021-02-22 11:52:31
"F8",713,"SPL41",2021-02-22 11:52:31
"G8",577,"SPL42",2021-02-22 11:52:31
"B9",538,"SPL43",2021-02-22 11:52:31
"C9",547,"SPL44",2021-02-22 11:52:31
"D9",333,"SPL45",2021-02-22 11:52:31
"E9",602,"SPL46",2021-02-22 11:52:31
"F9",579,"SPL47",2021-02-22 11:52:31
"G9",468,"SPL48",2021-02-22 11:52:31
"B10",533,"SPL49",2021-02-22 11:52:31
"C10",516,"SPL50",2021-02-22 11:52:31
"D10",393,"SPL51",2021-02-22 11:52:31
"E10",527,"SPL52",2021-02-22 11:52:31
"F10",545,"SPL53",2021-02-22 11:52:31
"G10",498,"SPL54",2021-02-22 11:52:31
"B11",541,"SPL55",2021-02-22 11:52:31
"C11",475,"SPL56",2021-02-22 11:52:31
"D11",182,"SPL57",2021-02-22 11:52:31
"E11",603,"SPL58",2021-02-22 11:52:31
"F11",536,"SPL59",2021-02-22 11:52:31
"G11",486,"SPL60",2021-02-22 11:52:31
