"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",400,"SPL1",2020-02-27 09:30:57
"C2",375,"SPL2",2020-02-27 09:30:57
"D2",435,"SPL3",2020-02-27 09:30:57
"E2",434,"SPL4",2020-02-27 09:30:57
"F2",419,"SPL5",2020-02-27 09:30:57
"G2",461,"SPL6",2020-02-27 09:30:57
"B3",425,"SPL7",2020-02-27 09:30:57
"C3",391,"SPL8",2020-02-27 09:30:57
"D3",374,"SPL9",2020-02-27 09:30:57
"E3",467,"SPL10",2020-02-27 09:30:57
"F3",491,"SPL11",2020-02-27 09:30:57
"G3",491,"SPL12",2020-02-27 09:30:57
"B4",522,"SPL13",2020-02-27 09:30:57
"C4",486,"SPL14",2020-02-27 09:30:57
"D4",503,"SPL15",2020-02-27 09:30:57
"E4",453,"SPL16",2020-02-27 09:30:57
"F4",472,"SPL17",2020-02-27 09:30:57
"G4",472,"SPL18",2020-02-27 09:30:57
"B5",451,"SPL19",2020-02-27 09:30:57
"C5",465,"SPL20",2020-02-27 09:30:57
"D5",465,"SPL21",2020-02-27 09:30:57
"E5",442,"SPL22",2020-02-27 09:30:57
"F5",435,"SPL23",2020-02-27 09:30:57
"G5",424,"SPL24",2020-02-27 09:30:57
"B6",522,"SPL25",2020-02-27 09:30:57
"C6",434,"SPL26",2020-02-27 09:30:57
"D6",492,"SPL27",2020-02-27 09:30:57
"E6",410,"SPL28",2020-02-27 09:30:57
"F6",405,"SPL29",2020-02-27 09:30:57
"G6",467,"SPL30",2020-02-27 09:30:57
"B7",487,"SPL31",2020-02-27 09:30:57
"C7",378,"SPL32",2020-02-27 09:30:57
"D7",414,"SPL33",2020-02-27 09:30:57
"E7",323,"SPL34",2020-02-27 09:30:57
"F7",390,"SPL35",2020-02-27 09:30:57
"G7",353,"SPL36",2020-02-27 09:30:57
"B8",444,"SPL37",2020-02-27 09:30:57
"C8",452,"SPL38",2020-02-27 09:30:57
"D8",477,"SPL39",2020-02-27 09:30:57
"E8",414,"SPL40",2020-02-27 09:30:57
"F8",400,"SPL41",2020-02-27 09:30:57
"G8",428,"SPL42",2020-02-27 09:30:57
"B9",357,"SPL43",2020-02-27 09:30:57
"C9",371,"SPL44",2020-02-27 09:30:57
"D9",445,"SPL45",2020-02-27 09:30:57
"E9",330,"SPL46",2020-02-27 09:30:57
"F9",358,"SPL47",2020-02-27 09:30:57
"G9",396,"SPL48",2020-02-27 09:30:57
"B10",467,"SPL49",2020-02-27 09:30:57
"C10",387,"SPL50",2020-02-27 09:30:57
"D10",376,"SPL51",2020-02-27 09:30:57
"E10",434,"SPL52",2020-02-27 09:30:57
"F10",379,"SPL53",2020-02-27 09:30:57
"G10",353,"SPL54",2020-02-27 09:30:57
"B11",6,"SPL55",2020-02-27 09:30:57
"C11",65,"SPL56",2020-02-27 09:30:57
"D11",162,"SPL57",2020-02-27 09:30:57
"E11",4,"SPL58",2020-02-27 09:30:57
"F11",1,"SPL59",2020-02-27 09:30:57
"G11",2,"SPL60",2020-02-27 09:30:57
