"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",46,"SPL1",2020-02-20 15:08:24
"C2",41,"SPL2",2020-02-20 15:08:24
"D2",44,"SPL3",2020-02-20 15:08:24
"E2",36,"SPL4",2020-02-20 15:08:24
"F2",32,"SPL5",2020-02-20 15:08:24
"G2",38,"SPL6",2020-02-20 15:08:24
"B3",36,"SPL7",2020-02-20 15:08:24
"C3",39,"SPL8",2020-02-20 15:08:24
"D3",31,"SPL9",2020-02-20 15:08:24
"E3",40,"SPL10",2020-02-20 15:08:24
"F3",48,"SPL11",2020-02-20 15:08:24
"G3",42,"SPL12",2020-02-20 15:08:24
"B4",47,"SPL13",2020-02-20 15:08:24
"C4",47,"SPL14",2020-02-20 15:08:24
"D4",44,"SPL15",2020-02-20 15:08:24
"E4",49,"SPL16",2020-02-20 15:08:24
"F4",42,"SPL17",2020-02-20 15:08:24
"G4",38,"SPL18",2020-02-20 15:08:24
"B5",41,"SPL19",2020-02-20 15:08:24
"C5",41,"SPL20",2020-02-20 15:08:24
"D5",43,"SPL21",2020-02-20 15:08:24
"E5",41,"SPL22",2020-02-20 15:08:24
"F5",43,"SPL23",2020-02-20 15:08:24
"G5",35,"SPL24",2020-02-20 15:08:24
"B6",43,"SPL25",2020-02-20 15:08:24
"C6",41,"SPL26",2020-02-20 15:08:24
"D6",38,"SPL27",2020-02-20 15:08:24
"E6",44,"SPL28",2020-02-20 15:08:24
"F6",45,"SPL29",2020-02-20 15:08:24
"G6",47,"SPL30",2020-02-20 15:08:24
"B7",41,"SPL31",2020-02-20 15:08:24
"C7",33,"SPL32",2020-02-20 15:08:24
"D7",38,"SPL33",2020-02-20 15:08:24
"E7",28,"SPL34",2020-02-20 15:08:24
"F7",27,"SPL35",2020-02-20 15:08:24
"G7",31,"SPL36",2020-02-20 15:08:24
"B8",46,"SPL37",2020-02-20 15:08:24
"C8",40,"SPL38",2020-02-20 15:08:24
"D8",41,"SPL39",2020-02-20 15:08:24
"E8",38,"SPL40",2020-02-20 15:08:24
"F8",34,"SPL41",2020-02-20 15:08:24
"G8",36,"SPL42",2020-02-20 15:08:24
"B9",29,"SPL43",2020-02-20 15:08:24
"C9",30,"SPL44",2020-02-20 15:08:24
"D9",34,"SPL45",2020-02-20 15:08:24
"E9",31,"SPL46",2020-02-20 15:08:24
"F9",34,"SPL47",2020-02-20 15:08:24
"G9",31,"SPL48",2020-02-20 15:08:24
"B10",53,"SPL49",2020-02-20 15:08:24
"C10",59,"SPL50",2020-02-20 15:08:24
"D10",56,"SPL51",2020-02-20 15:08:24
"E10",59,"SPL52",2020-02-20 15:08:24
"F10",55,"SPL53",2020-02-20 15:08:24
"G10",54,"SPL54",2020-02-20 15:08:24
"B11",28,"SPL55",2020-02-20 15:08:24
"C11",33,"SPL56",2020-02-20 15:08:24
"D11",34,"SPL57",2020-02-20 15:08:24
"E11",37,"SPL58",2020-02-20 15:08:24
"F11",1,"SPL59",2020-02-20 15:08:24
"G11",1,"SPL60",2020-02-20 15:08:24
