"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",69,"SPL1",2020-02-21 09:53:17
"C2",69,"SPL2",2020-02-21 09:53:17
"D2",72,"SPL3",2020-02-21 09:53:17
"E2",68,"SPL4",2020-02-21 09:53:17
"F2",66,"SPL5",2020-02-21 09:53:17
"G2",74,"SPL6",2020-02-21 09:53:17
"B3",64,"SPL7",2020-02-21 09:53:17
"C3",69,"SPL8",2020-02-21 09:53:17
"D3",50,"SPL9",2020-02-21 09:53:17
"E3",66,"SPL10",2020-02-21 09:53:17
"F3",71,"SPL11",2020-02-21 09:53:17
"G3",68,"SPL12",2020-02-21 09:53:17
"B4",77,"SPL13",2020-02-21 09:53:17
"C4",71,"SPL14",2020-02-21 09:53:17
"D4",66,"SPL15",2020-02-21 09:53:17
"E4",82,"SPL16",2020-02-21 09:53:17
"F4",68,"SPL17",2020-02-21 09:53:17
"G4",68,"SPL18",2020-02-21 09:53:17
"B5",69,"SPL19",2020-02-21 09:53:17
"C5",73,"SPL20",2020-02-21 09:53:17
"D5",76,"SPL21",2020-02-21 09:53:17
"E5",69,"SPL22",2020-02-21 09:53:17
"F5",61,"SPL23",2020-02-21 09:53:17
"G5",62,"SPL24",2020-02-21 09:53:17
"B6",64,"SPL25",2020-02-21 09:53:17
"C6",58,"SPL26",2020-02-21 09:53:17
"D6",59,"SPL27",2020-02-21 09:53:17
"E6",72,"SPL28",2020-02-21 09:53:17
"F6",68,"SPL29",2020-02-21 09:53:17
"G6",74,"SPL30",2020-02-21 09:53:17
"B7",64,"SPL31",2020-02-21 09:53:17
"C7",53,"SPL32",2020-02-21 09:53:17
"D7",59,"SPL33",2020-02-21 09:53:17
"E7",54,"SPL34",2020-02-21 09:53:17
"F7",48,"SPL35",2020-02-21 09:53:17
"G7",51,"SPL36",2020-02-21 09:53:17
"B8",75,"SPL37",2020-02-21 09:53:17
"C8",68,"SPL38",2020-02-21 09:53:17
"D8",66,"SPL39",2020-02-21 09:53:17
"E8",59,"SPL40",2020-02-21 09:53:17
"F8",51,"SPL41",2020-02-21 09:53:17
"G8",63,"SPL42",2020-02-21 09:53:17
"B9",56,"SPL43",2020-02-21 09:53:17
"C9",52,"SPL44",2020-02-21 09:53:17
"D9",69,"SPL45",2020-02-21 09:53:17
"E9",51,"SPL46",2020-02-21 09:53:17
"F9",56,"SPL47",2020-02-21 09:53:17
"G9",51,"SPL48",2020-02-21 09:53:17
"B10",82,"SPL49",2020-02-21 09:53:17
"C10",84,"SPL50",2020-02-21 09:53:17
"D10",87,"SPL51",2020-02-21 09:53:17
"E10",89,"SPL52",2020-02-21 09:53:17
"F10",89,"SPL53",2020-02-21 09:53:17
"G10",85,"SPL54",2020-02-21 09:53:17
"B11",32,"SPL55",2020-02-21 09:53:17
"C11",46,"SPL56",2020-02-21 09:53:17
"D11",54,"SPL57",2020-02-21 09:53:17
"E11",50,"SPL58",2020-02-21 09:53:17
"F11",1,"SPL59",2020-02-21 09:53:17
"G11",2,"SPL60",2020-02-21 09:53:17
