"Isolate","host_species","plate_no","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation","exact_isolate","asymptote","intercept","growthParam","growthrate","r2","std_error","outlier"
"217D3","selenastrum","22",0.00183231062225648,0.998167689377744,0.018311839409217,0.981688160590783,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_217D3_C8",334.117527232455,-4.23259421134571,0.0365268894827532,0.0356056858186037,0.95677576647302,0.00436935463228302,FALSE
"217D3","selenastrum","22",0.00183231062225648,0.998167689377744,0.018311839409217,0.981688160590783,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_217D3_C9",327.948897139012,-4.09226339961997,0.0326883640172764,0.0305411424937191,0.957369630265123,0.00322236706389701,FALSE
"224D3","selenastrum","22",0.00132811594359671,0.998671884056403,0.00387600808547676,0.996123991914523,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_224D3_G2",329.272791103116,-3.35899409914616,0.025562004871935,0.0370670721290822,0.980291595900531,0.00303442037114412,FALSE
"224D3","selenastrum","22",0.00132811594359671,0.998671884056403,0.00387600808547676,0.996123991914523,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_224D3_G3",364.943694996185,-3.3199034282024,0.0230074469405786,0.0377907700991613,0.979473020297244,0.00315857651713721,FALSE
"224D3","selenastrum","22",0.00132811594359671,0.998671884056403,0.00387600808547676,0.996123991914523,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_224D3_G4",350.809018110247,-3.70780144166704,0.0267709841877895,0.0335625203785116,0.963155356587669,0.00378994533674026,FALSE
"230D3","selenastrum","22",0.999370369887741,0.000629630112258889,0.998028808618581,0.00197119138141937,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_22_230D3_F10",123.037313838863,-3.1196743551767,0.0209902092702252,0.0219263928925913,0.977535492922633,0.00191906084180437,FALSE
"230D3","selenastrum","22",0.999370369887741,0.000629630112258889,0.998028808618581,0.00197119138141937,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_22_230D3_F8",149.748248331206,-2.98064545225929,0.0169352424814553,0.0228269421327439,0.94340272995335,0.00322802052890831,FALSE
"230D3","selenastrum","22",0.999370369887741,0.000629630112258889,0.998028808618581,0.00197119138141937,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_22_230D3_F9",121.251102908763,-2.81252770857578,0.0162600096577625,0.0222988234191405,0.982614430448083,0.0017124748954889,FALSE
"233D3","selenastrum","22",0.0125983924007771,0.987401607599223,6.60958194699145e-05,0.99993390418053,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_233D3_G5",306.607328222826,-3.78356244769672,0.0330709331071949,0.0373437549824554,0.968720693792967,0.00387424092776361,FALSE
"233D3","selenastrum","22",0.0125983924007771,0.987401607599223,6.60958194699145e-05,0.99993390418053,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_233D3_G6",312.246167434312,-3.4808351034754,0.0280341092545226,0.0373900330141723,0.976045922206973,0.0033818148230937,FALSE
"233D3","selenastrum","22",0.0125983924007771,0.987401607599223,6.60958194699145e-05,0.99993390418053,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_233D3_G7",303.067605696563,-3.47492178289586,0.0274036892422117,0.035841557752768,0.941843144679078,0.00514206327480886,FALSE
"236D3","selenastrum","22",0.0028848195520979,0.997115180447902,0.0435281700350328,0.956471829964967,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_236D3_B5",348.168225760117,-3.83170270673265,0.0303451824500814,0.0348723563223853,0.954257976998983,0.00440803922755402,FALSE
"236D3","selenastrum","22",0.0028848195520979,0.997115180447902,0.0435281700350328,0.956471829964967,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_236D3_B6",318.426571703586,-4.01287688848862,0.0333274844538482,0.029407207121077,0.947709625069321,0.00345379866203383,FALSE
"236D3","selenastrum","22",0.0028848195520979,0.997115180447902,0.0435281700350328,0.956471829964967,"Increased CC","Increased GR","Increased CC
Increased GR","Plate_22_236D3_B7",324.639123380071,-4.53087739368463,0.0373673021779688,0.0366638635843764,0.978258251308337,0.00315571719973802,FALSE
"237D3","selenastrum","22",0.283313224050425,0.716686775949575,8.1327853940256e-05,0.99991867214606,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_22_237D3_D10",251.749547374338,-5.29965470831283,0.0521538859616692,0.0386382182163165,0.988076562236465,0.0024505406400188,FALSE
"237D3","selenastrum","22",0.283313224050425,0.716686775949575,8.1327853940256e-05,0.99991867214606,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_22_237D3_D8",263.792370053837,-5.69384198520204,0.0575360437491311,0.0376921618945101,0.954478412774148,0.00475243366258826,FALSE
"237D3","selenastrum","22",0.283313224050425,0.716686775949575,8.1327853940256e-05,0.99991867214606,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_22_237D3_D9",258.823830208235,-4.95136623105498,0.0489468625170642,0.0376807379233982,0.978833232764415,0.00319912850848164,FALSE
"244D3","selenastrum","22",0.00647472148421535,0.993525278515785,0.818952681076571,0.181047318923429,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_22_244D3_B10",327.619749057958,-4.33102925023518,0.025633293643061,0.0230386452385865,0.983955125089821,0.00147098235541498,FALSE
"244D3","selenastrum","22",0.00647472148421535,0.993525278515785,0.818952681076571,0.181047318923429,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_22_244D3_B8",321.708361815649,-4.45096988463922,0.0284623842689865,0.0281754746579339,0.986531893132795,0.00190067702765795,FALSE
"244D3","selenastrum","22",0.00647472148421535,0.993525278515785,0.818952681076571,0.181047318923429,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_22_244D3_B9",324.197165850777,-4.54897698973642,0.0274080415551517,0.0252269041535832,0.995780790518663,0.000821046272259692,FALSE
"AC","selenastrum","22",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_22_AC_B11",248.272559489495,-6.05743057417822,0.0433111314992271,0.0281546437126408,0.98907543720375,0.00170834953135974,FALSE
"AC","selenastrum","22",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_22_AC_C11",288.657966985115,-4.86500760572522,0.0313596646264189,0.026447343552763,0.991756709361125,0.00139209592427687,FALSE
"AC","selenastrum","22",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_22_AC_D11",237.203023752976,-4.82402994068086,0.0366125140285579,0.0287809276925186,0.992842239504587,0.00122186507444041,FALSE
"AC","selenastrum","22",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_22_AC_E11",220.496946041748,-5.03242526815391,0.0375478594789878,0.0256617762326196,0.995961266552402,0.000730807646301031,FALSE
"123DF","selenastrum","23",0.195192806094009,0.804807193905991,0.772636611752619,0.227363388247381,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_123DF_E2",401.330555367971,-3.77548009814488,0.0184352329280559,0.0231878786987054,0.982098890390989,0.0015652848788755,FALSE
"123DF","selenastrum","23",0.195192806094009,0.804807193905991,0.772636611752619,0.227363388247381,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_123DF_E3",8909.8462800731,-6.73548954718003,0.0102834054748017,0.0196284870660488,0.976498123958046,0.00152255289534338,FALSE
"123DF","selenastrum","23",0.195192806094009,0.804807193905991,0.772636611752619,0.227363388247381,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_123DF_E4",147847.949316675,-9.43248009815987,0.0107029936887649,0.024939023710146,0.991928407946544,0.00129884778681826,TRUE
"124,3DF","selenastrum","23",0.825494767464066,0.174505232535934,0.348786471266849,0.651213528733151,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_124,3DF_B5",387.857280967011,-4.33891445643111,0.0227456119847779,0.0271522567540573,0.978013191122188,0.00235046640792613,FALSE
"124,3DF","selenastrum","23",0.825494767464066,0.174505232535934,0.348786471266849,0.651213528733151,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_124,3DF_B6",348.242151543746,-4.57763639777477,0.0249329689651873,0.0249763172180173,0.989369640658866,0.00149472898805658,FALSE
"124,3DF","selenastrum","23",0.825494767464066,0.174505232535934,0.348786471266849,0.651213528733151,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_124,3DF_B7",356.047616935441,-4.3875905726376,0.0238043449372066,0.021970416639174,0.990673970536997,0.00106583827641647,FALSE
"134DF","selenastrum","23",0.946152754421216,0.0538472455787835,0.775215384814484,0.224784615185516,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_134DF_E10",293.807904994736,-4.45454207048786,0.0271114079398705,0.0233336649136213,0.986527247928448,0.00136341032203709,FALSE
"134DF","selenastrum","23",0.946152754421216,0.0538472455787835,0.775215384814484,0.224784615185516,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_134DF_E8",337.875331399538,-4.51404784091723,0.0250592826060717,0.0224437736490702,0.988048678099928,0.00123419756622692,FALSE
"134DF","selenastrum","23",0.946152754421216,0.0538472455787835,0.775215384814484,0.224784615185516,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_134DF_E9",335.185535325795,-4.35560607467667,0.023471222979983,0.0245621345042516,0.98829867047035,0.00154304637046054,FALSE
"137DF","selenastrum","23",0.624261154544049,0.375738845455951,0.998515860647228,0.00148413935277235,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_23_137DF_C2",378.769216032029,-4.70081566398247,0.0214222333081647,0.0207978107622675,0.977951064719906,0.00156143128263481,FALSE
"137DF","selenastrum","23",0.624261154544049,0.375738845455951,0.998515860647228,0.00148413935277235,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_23_137DF_C3",441.401977918274,-4.5878898227194,0.0198125234967127,0.0197873878247283,0.967611289823131,0.00181010944036793,FALSE
"137DF","selenastrum","23",0.624261154544049,0.375738845455951,0.998515860647228,0.00148413935277235,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_23_137DF_C4",353.298767530724,-4.33361963355691,0.0211491362836432,0.0208745543884909,0.975629804065178,0.00164958310016319,FALSE
"148DF","selenastrum","23",0.00426578083417853,0.995734219165821,0.884594771153667,0.115405228846333,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_23_148DF_E5",659.84862616242,-4.14192010672624,0.0146600202159307,0.023930422608969,0.972238455388012,0.00233466813828681,FALSE
"148DF","selenastrum","23",0.00426578083417853,0.995734219165821,0.884594771153667,0.115405228846333,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_23_148DF_E6",672.708431563293,-4.09043320378725,0.0143058967970471,0.0203185422689322,0.974808625376481,0.00163316025637866,FALSE
"148DF","selenastrum","23",0.00426578083417853,0.995734219165821,0.884594771153667,0.115405228846333,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change","Plate_23_148DF_E7",820.932948415799,-4.29279647637061,0.0138302580529235,0.022496527888806,0.993239660779133,0.000927988761065888,FALSE
"149DF","selenastrum","23",0.771544405443363,0.228455594556637,0.955240540998754,0.0447594590012456,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_23_149DF_F10",267.738139074213,-3.56729402334288,0.0172298841314939,0.0224022367377521,0.998269602000795,0.000538492716799734,FALSE
"149DF","selenastrum","23",0.771544405443363,0.228455594556637,0.955240540998754,0.0447594590012456,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_23_149DF_F8",435.831282783805,-3.98010187194756,0.0139350906188687,0.0207184205504055,0.993813599687159,0.000943762156471384,FALSE
"149DF","selenastrum","23",0.771544405443363,0.228455594556637,0.955240540998754,0.0447594590012456,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_23_149DF_F9",364.546738483103,-4.0484069284014,0.0160373523292433,0.018441193235748,0.981183671887417,0.00127688358969564,FALSE
"202D3","selenastrum","23",0.944666521481579,0.0553334785184206,3.41613160290786e-06,0.999996583868397,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_202D3_B10",313.397425760607,-4.62306495862971,0.0337558282253745,0.0305818827802533,0.996575551193905,0.00103500826245307,FALSE
"202D3","selenastrum","23",0.944666521481579,0.0553334785184206,3.41613160290786e-06,0.999996583868397,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_202D3_B8",336.298082001563,-4.62752178991244,0.0339936881514767,0.0303643547771179,0.997500865542844,0.00087748883711945,FALSE
"202D3","selenastrum","23",0.944666521481579,0.0553334785184206,3.41613160290786e-06,0.999996583868397,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_202D3_B9",318.852437582302,-4.961585734333,0.0365478920870688,0.030435614088959,0.992423106048667,0.00153538966241599,FALSE
"207D3","selenastrum","23",0.803421290784579,0.196578709215421,0.000509139746640385,0.99949086025336,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_207D3_B2",382.532447320398,-3.33317782263209,0.0262746511611699,0.039989061634842,0.981765138129647,0.00314650206870068,FALSE
"207D3","selenastrum","23",0.803421290784579,0.196578709215421,0.000509139746640385,0.99949086025336,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_207D3_B3",365.212125403739,-3.60829002870889,0.0301892673343165,0.0383264834298235,0.977248745015473,0.00337628006197013,FALSE
"207D3","selenastrum","23",0.803421290784579,0.196578709215421,0.000509139746640385,0.99949086025336,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_207D3_B4",358.837555214897,-3.49670962007988,0.0286010171237532,0.0378761052004076,0.965761687702586,0.00411742668531447,FALSE
"211D3","selenastrum","23",0.898129205147064,0.101870794852936,0.738721667203124,0.261278332796876,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_211D3_G2",336.390162502029,-4.23527769560279,0.0237254407775024,0.0240965544980989,0.981313045933082,0.0016626101424588,FALSE
"211D3","selenastrum","23",0.898129205147064,0.101870794852936,0.738721667203124,0.261278332796876,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_211D3_G3",338.554992151794,-4.09132062490511,0.0221440267060564,0.0223956751935397,0.967661325192448,0.00204707418827267,FALSE
"211D3","selenastrum","23",0.898129205147064,0.101870794852936,0.738721667203124,0.261278332796876,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_211D3_G4",361.880075938645,-3.62224523877318,0.0182242767144757,0.0242083821105174,0.995658931688365,0.000799242892882125,FALSE
"214D3","selenastrum","23",0.961973077239026,0.0380269227609735,0.00122713864884909,0.998772861351151,"Decreased CC","Increased GR","Decreased CC
Increased GR","Plate_23_214D3_D10",300.796386771951,-4.26826983114444,0.0397386027547655,0.0377350735142966,0.986727550575489,0.00252674540979946,FALSE
"214D3","selenastrum","23",0.961973077239026,0.0380269227609735,0.00122713864884909,0.998772861351151,"Decreased CC","Increased GR","Decreased CC
Increased GR","Plate_23_214D3_D8",307.828446305841,-4.02585460444692,0.0356393280942031,0.0407289257256663,0.984644257731026,0.00293655445492307,FALSE
"214D3","selenastrum","23",0.961973077239026,0.0380269227609735,0.00122713864884909,0.998772861351151,"Decreased CC","Increased GR","Decreased CC
Increased GR","Plate_23_214D3_D9",311.410706181077,-4.81126354159535,0.0473143846002036,0.0398048951079999,0.982816250732673,0.00303877577529666,FALSE
"220D3","selenastrum","23",0.115185438471093,0.884814561528907,0.181894186451087,0.818105813548913,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_220D3_G10",469.32032123553,-3.69111417832028,0.0156937233902631,0.0257476256280987,0.989205631813483,0.00155285849433617,FALSE
"220D3","selenastrum","23",0.115185438471093,0.884814561528907,0.181894186451087,0.818105813548913,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_220D3_G8",438.412472215218,-3.65481810241371,0.0156342551444473,0.0232093885575155,0.98178651590671,0.00158059894405381,FALSE
"220D3","selenastrum","23",0.115185438471093,0.884814561528907,0.181894186451087,0.818105813548913,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_220D3_G9",483.085518853338,-3.71209513096396,0.0150191855808718,0.0271154117155927,0.980058515739987,0.00223310072433718,FALSE
"221D3","selenastrum","23",0.626141777297333,0.373858222702667,0.00796690568471113,0.992033094315289,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_221D3_G5",415.312540367063,-3.49418856557262,0.0167635631860713,0.0276498813686096,0.987309203188023,0.00180988298720405,FALSE
"221D3","selenastrum","23",0.626141777297333,0.373858222702667,0.00796690568471113,0.992033094315289,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_221D3_G6",394.534562365886,-3.41582884375015,0.0170092989988907,0.0290600856758716,0.97594989432046,0.00263378910516875,FALSE
"221D3","selenastrum","23",0.626141777297333,0.373858222702667,0.00796690568471113,0.992033094315289,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_221D3_G7",368.124868038461,-3.59701668456781,0.0181003632077526,0.0270723695094171,0.992832608590632,0.00115010851272441,FALSE
"223D3","selenastrum","23",0.820677072991196,0.179322927008804,0.00140305819522327,0.998596941804777,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_223D3_D5",369.034850520415,-3.53224602828293,0.0236315959532058,0.0337468715262497,0.985439493239369,0.00236835147488088,FALSE
"223D3","selenastrum","23",0.820677072991196,0.179322927008804,0.00140305819522327,0.998596941804777,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_223D3_D6",368.13836172931,-3.68461339634749,0.02449505205925,0.0329659244859742,0.966953818934678,0.00351853928762731,FALSE
"223D3","selenastrum","23",0.820677072991196,0.179322927008804,0.00140305819522327,0.998596941804777,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_223D3_D7",360.310935240192,-3.83127782049958,0.0264631786409416,0.0352442266038781,0.99173242725584,0.00185788621770183,FALSE
"226D3","selenastrum","23",0.906215498502951,0.0937845014970493,0.134432843013633,0.865567156986367,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_226D3_F2",320.50724287919,-3.48700251438511,0.0211561391379463,0.0239582601626684,0.973376624078922,0.00177199046438945,FALSE
"226D3","selenastrum","23",0.906215498502951,0.0937845014970493,0.134432843013633,0.865567156986367,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_226D3_F3",339.341210092905,-3.6832216196676,0.0227210847527677,0.0253260162194276,0.980727451015065,0.00177513872498128,FALSE
"226D3","selenastrum","23",0.906215498502951,0.0937845014970493,0.134432843013633,0.865567156986367,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_226D3_F4",366.739311824781,-3.50953163071443,0.0202144397790654,0.027615137235223,0.994788153194155,0.000999419292605638,FALSE
"232D3","selenastrum","23",0.896789485994346,0.103210514005654,0.0413356588313305,0.958664341168669,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_232D3_C10",339.811751378469,-4.0677255229575,0.0326533595639384,0.0367646299879064,0.987481511304987,0.00238990719260169,FALSE
"232D3","selenastrum","23",0.896789485994346,0.103210514005654,0.0413356588313305,0.958664341168669,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_232D3_C8",340.388163760002,-4.44029489002081,0.0345912149118284,0.0276241389363771,0.964634559515134,0.0026446419421583,FALSE
"232D3","selenastrum","23",0.896789485994346,0.103210514005654,0.0413356588313305,0.958664341168669,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_232D3_C9",358.1744248947,-4.01199944380806,0.0296167387415298,0.0341288644424364,0.982337750392988,0.00264212769307106,FALSE
"238D3","selenastrum","23",0.892099157468752,0.107900842531248,0.00530423620195969,0.99469576379804,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_238D3_F5",377.622351359111,-2.85678100780274,0.0192278576254568,0.0356792693456366,0.968539414900814,0.00371261634952593,FALSE
"238D3","selenastrum","23",0.892099157468752,0.107900842531248,0.00530423620195969,0.99469576379804,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_238D3_F6",323.013712066368,-3.62606784541585,0.0301663591614916,0.0403978362180412,0.981733388652717,0.00318148361017906,FALSE
"238D3","selenastrum","23",0.892099157468752,0.107900842531248,0.00530423620195969,0.99469576379804,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_238D3_F7",338.616195896735,-3.66585231567117,0.0306729648271535,0.036496163134922,0.958810216475536,0.00436731995600553,FALSE
"240D3","selenastrum","23",0.93921161398082,0.0607883860191803,1.45090965622101e-06,0.999998549090344,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_240D3_C5",323.133374744797,-4.38584932500611,0.0305939560116261,0.0291408757445836,0.990475327551377,0.00164985267579312,FALSE
"240D3","selenastrum","23",0.93921161398082,0.0607883860191803,1.45090965622101e-06,0.999998549090344,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_240D3_C6",333.864595261951,-4.77134212253359,0.033352475450916,0.0287726896807639,0.993982764901421,0.00111933357059938,FALSE
"240D3","selenastrum","23",0.93921161398082,0.0607883860191803,1.45090965622101e-06,0.999998549090344,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_23_240D3_C7",321.559754084328,-4.9285907968899,0.0364079920589407,0.0291743925139403,0.995417158540455,0.000989775458752435,FALSE
"246D3","selenastrum","23",0.998742539111076,0.00125746088892403,0.99428601547702,0.00571398452298024,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_23_246D3_D2",50.2990809057918,-2.54108481373961,0.017195694940526,0.0154183473687717,0.948212048672476,0.0020803616027269,FALSE
"246D3","selenastrum","23",0.998742539111076,0.00125746088892403,0.99428601547702,0.00571398452298024,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_23_246D3_D3",53.6695874485295,-3.01641347610092,0.0185827735958833,0.0140753321722975,0.983124674383287,0.00106468174600647,FALSE
"246D3","selenastrum","23",0.998742539111076,0.00125746088892403,0.99428601547702,0.00571398452298024,"Decreased CC","Decreased GR","Decreased CC
Decreased GR","Plate_23_246D3_D4",52.4877973565064,-2.50744801147382,0.0148237434865578,0.01138972149388,0.957545363726602,0.000979084922756117,FALSE
"AC","selenastrum","23",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_AC_B11",443.559560869224,-3.62780613117335,0.0169435842663361,0.0242491508750722,0.988762277721311,0.00129258687828256,FALSE
"AC","selenastrum","23",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_AC_C11",489.824762968934,-3.69708713593707,0.0164529801803962,0.0243273114445446,0.991960154116566,0.00109506744384387,FALSE
"AC","selenastrum","23",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_AC_D11",372.564520218663,-3.68791227237721,0.0187505044793002,0.0239488243077561,0.995300803632702,0.000735925438225679,FALSE
"AC","selenastrum","23",0.5,0.5,0.5,0.5,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_23_AC_E11",320.050083787979,-4.08983562292833,0.0233665000311123,0.0235692437920148,0.990620421381055,0.00114671020807336,FALSE
"131DF","selenastrum","24",0.18459423208676,0.81540576791324,0.995792843807348,0.00420715619265165,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_24_131DF_F2",1308.93003692073,-5.563594100199,0.00654445309578175,0.0156768398002357,0.9675301169817,0.00165808201556499,FALSE
"131DF","selenastrum","24",0.18459423208676,0.81540576791324,0.995792843807348,0.00420715619265165,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_24_131DF_F3",577.766270814823,-4.62323580752963,0.00530194543563997,0.0124808712709112,0.83532567206705,0.00319940568333417,FALSE
"131DF","selenastrum","24",0.18459423208676,0.81540576791324,0.995792843807348,0.00420715619265165,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR","Plate_24_131DF_F4",169.948764375784,-3.64315452810471,0.00494983220118537,0.0097357234576101,0.75109352230233,0.00323577781618501,FALSE
"132DF","selenastrum","24",0.0539410433976262,0.946058956602374,0.199859693920487,0.800140306079513,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_132DF_G5",422.458854448084,-3.04526671483489,0.017233479023854,0.0330502196833324,0.947012024294613,0.00451361633773993,FALSE
"132DF","selenastrum","24",0.0539410433976262,0.946058956602374,0.199859693920487,0.800140306079513,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_132DF_G6",471.969129299493,-3.50079726200955,0.0150929659467509,0.0232722925798839,0.993374981950056,0.000950267981751503,FALSE
"132DF","selenastrum","24",0.0539410433976262,0.946058956602374,0.199859693920487,0.800140306079513,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_132DF_G7",369.193557937333,-3.51917287243217,0.0180023391907982,0.0271843218225199,0.994319507312158,0.00118628188408171,FALSE
"140,1DF","selenastrum","24",0.307574535394379,0.692425464605621,0.0023894283060074,0.997610571693993,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_140,1DF_F5",350.79917930243,-3.45735516922963,0.0182493798797145,0.0286929942295834,0.985452552027173,0.00201275442776077,FALSE
"140,1DF","selenastrum","24",0.307574535394379,0.692425464605621,0.0023894283060074,0.997610571693993,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_140,1DF_F6",291.863120169808,-3.82391785929091,0.0241033944344153,0.0297341153373125,0.990444919044504,0.00168615081048149,FALSE
"140,1DF","selenastrum","24",0.307574535394379,0.692425464605621,0.0023894283060074,0.997610571693993,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_140,1DF_F7",355.91534773542,-3.38134167796639,0.0173259673448389,0.0306962442428334,0.997555604638525,0.00087728718086645,FALSE
"142,1DF","selenastrum","24",0.171853205096219,0.828146794903781,0.391846178834077,0.608153821165923,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_142,1DF_C5",378.599114941638,-4.43831703594982,0.0248593111175736,0.0281979580735034,0.984369548693388,0.00205146308659613,FALSE
"142,1DF","selenastrum","24",0.171853205096219,0.828146794903781,0.391846178834077,0.608153821165923,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_142,1DF_C6",1108.12828650194,-4.98195022424797,0.0126780041402854,0.0232936621143277,0.9741334995593,0.00219147612043113,FALSE
"142,1DF","selenastrum","24",0.171853205096219,0.828146794903781,0.391846178834077,0.608153821165923,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change","Plate_24_142,1DF_C7",341.118429813897,-4.19092800346308,0.0240823709524745,0.0244397372769394,0.981479632968985,0.0016786134012732,FALSE
"146DF","selenastrum","24",0.199239771969016,0.800760228030984,0.0266512396464594,0.973348760353541,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR","Plate_24_146DF_D2",363.16082737614,-3.56134196463536,0.0227325090982435,0.0276639422263532,0.979474191384497,0.00200233948896722,FALSE
