"otu","Isolate","count","totalReads","otuMatches","readType","contamFlag","numOTUs","mixed","host_species","plate_no","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation","meanCC","seCC","meanGR","seGR","Domain","Phylum","Class","Order","Family","Genus"
"Otu00017","9,1DF",92,303,62,"miseq",FALSE,2,TRUE,"chlorella","1",0.000696068978474347,0.999303931021526,0.0088341700966779,0.991165829903322,"Increased CC","Increased GR","Increased CC
Increased GR",358.002718563477,11.7888337764137,0.0612622066813631,0.00241316675490367,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00049","133D3",132,1000,21,"miseq",FALSE,2,TRUE,"scenedesmus","13",0.219400405238754,0.780599594761246,0.0756938984351809,0.924306101564819,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",550.18899136683,69.3894323843589,0.0246119172595009,0.00209960633708903,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00049","135D3",918,999,43,"miseq",FALSE,1,FALSE,"scenedesmus","13",0.478578554979299,0.521421445020701,0.0658097795178204,0.93419022048218,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",485.613821793903,33.2668550802733,0.0238728518387534,0.00163818644194117,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00086","179D3",550,774,69,"miseq",FALSE,1,FALSE,"monoraphidium","16",0.0432569092511211,0.956743090748879,0.972480018260446,0.0275199817395539,"Increased CC","Decreased GR","Increased CC
Decreased GR",1361.94012475106,250.647681369475,0.0103371623973284,0.00104018244426627,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00086","5D3",1,1,1,"sanger",FALSE,1,FALSE,"chlorella","3",0.999797722439407,0.000202277560592719,0.954820219086885,0.0451797809131153,"Decreased CC","Decreased GR","Decreased CC
Decreased GR",186.393536178231,4.04769976831324,0.0436983021823863,0.00388199740615534,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","107D3",142,291,76,"miseq",FALSE,2,TRUE,"scenedesmus","12",0.0820259583053015,0.917974041694698,0.0372280817012772,0.962771918298723,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",457.146203005242,21.3451096999401,0.0295764054461766,0.00209289524548539,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","108D3",173,967,78,"miseq",FALSE,3,TRUE,"scenedesmus","12",0.0840277017766219,0.915972298223378,0.00171683487660412,0.998283165123396,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",454.996362016985,10.7088385291568,0.0297016187393641,0.000868384770053048,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","110D3",463,895,86,"miseq",FALSE,2,TRUE,"scenedesmus","12",0.109486378295479,0.890513621704521,0.012625979163234,0.987374020836766,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",442.616959003212,18.48577652625,0.0301987343633859,0.00149085558188897,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","113D3",874,1000,30,"miseq",FALSE,1,FALSE,"scenedesmus","10",0.00232790761204705,0.997672092387953,0.00447972496431594,0.995520275035684,"Increased CC","Increased GR","Increased CC
Increased GR",260.306603256573,5.52255223910941,0.0382658559393815,0.000771980122080838,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","115D3",917,999,49,"miseq",FALSE,1,FALSE,"scenedesmus","10",0.000884228581809907,0.99911577141819,0.02646404058279,0.97353595941721,"Increased CC","Increased GR","Increased CC
Increased GR",274.946462679341,6.44053389323703,0.0358984796876289,0.00123725354144742,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","125D3",182,996,73,"miseq",FALSE,3,TRUE,"scenedesmus","12",0.440783234666032,0.559216765333968,0.0609008672989276,0.939099132701072,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",370.001363344302,21.8629257527496,0.0293070727380504,0.00257236579472896,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","150D3",485,999,52,"miseq",FALSE,3,TRUE,"scenedesmus","13",0.917673924225924,0.0823260757740755,0.0252576129943575,0.974742387005643,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",459.674885745721,9.5112781366208,0.0239388412389689,0.00104696398924317,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","152D3",881,995,72,"miseq",FALSE,1,FALSE,"scenedesmus","13",0.0248525144132645,0.975147485586735,0.0465882548718043,0.953411745128196,"Increased CC","Increased GR","Increased CC
Increased GR",554.382755882252,20.6873251407117,0.0212535040401182,0.000507086364147051,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","155D3",840,997,68,"miseq",FALSE,1,FALSE,"scenedesmus","14",0.911620320352614,0.0883796796473856,0.0351742282153112,0.964825771784689,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",604.776481654445,11.7417590159621,0.0305296479559605,0.00150804348206178,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","168D3",939,989,51,"miseq",FALSE,1,FALSE,"monoraphidium","19",0.0141537884687016,0.985846211531298,0.283434071111738,0.716565928888262,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",1086.087458967,86.5769661245495,0.0252497807462177,0.00993965561194303,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","197D3",228,989,40,"miseq",FALSE,2,TRUE,"monoraphidium","19",0.00726840495024574,0.992731595049754,0.921692999587052,0.0783070004129476,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",862.539960710162,41.0875352491745,0.0163810351201456,0.000409894497075999,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","203D3",20,79,44,"miseq",FALSE,1,FALSE,"selenastrum","25",0.47067478040615,0.52932521959385,0.190164207596226,0.809835792403774,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",434.753191541954,37.009140840469,0.027791552896622,0.00496577119098297,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","205D3",903,937,34,"miseq",FALSE,1,FALSE,"selenastrum","21",0.742278861408967,0.257721138591033,0.310493473088235,0.689506526911765,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",413.219816544299,11.9609903964861,0.0249779886219858,0.00229214454576479,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","209D3",824,978,27,"miseq",FALSE,2,TRUE,"selenastrum","22",0.0255917903168164,0.974408209683184,0.646536945247873,0.353463054752127,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",381.476123886544,7.53248700091272,0.0285537231478909,0.00257921769463935,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","213D3",16,94,79,"miseq",FALSE,1,FALSE,"selenastrum","21",0.0387787064597216,0.961221293540278,0.999875829263395,0.000124170736605195,"Increased CC","Decreased GR","Increased CC
Decreased GR",1065.2036977243,190.237296003145,0.0133067140721728,0.000661897172324892,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","214D3",957,997,41,"miseq",FALSE,1,FALSE,"selenastrum","23",0.905189267847579,0.0948107321524208,0.141990779227935,0.858009220772065,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",458.715382095687,69.2820216586122,0.0275833531082039,0.00708554170015517,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","217D3",190,261,51,"miseq",FALSE,1,FALSE,"selenastrum","22",0.00233928316801198,0.997660716831988,0.479527709174212,0.520472290825788,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",435.556679498262,10.6758724486122,0.0299972121751914,0.00100239978097748,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","231D3",955,997,42,"miseq",FALSE,1,FALSE,"selenastrum","24",0.635861665580531,0.364138334419469,0.104295091126513,0.895704908873487,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",389.116920035283,13.3826257825527,0.0435287113753957,0.00413541619430603,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","232D3",187,998,31,"miseq",FALSE,2,TRUE,"selenastrum","23",0.94002241779085,0.0599775822091497,0.00287427589136449,0.997125724108636,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",453.915036952025,13.1119236425072,0.026973510889811,0.00140444025518611,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","233D3",954,1000,47,"miseq",FALSE,1,FALSE,"selenastrum","22",0.00881347145083173,0.991186528549168,0.97423136847959,0.0257686315204103,"Increased CC","Decreased GR","Increased CC
Decreased GR",410.144140950206,3.78862977699558,0.0237971089834994,0.00107612833352575,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","236D3",88,821,52,"miseq",FALSE,2,TRUE,"selenastrum","22",0.00294872102449247,0.997051278975507,0.765260754260515,0.234739245739485,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",429.875495758076,12.21389667493,0.0278933623072348,0.00151934883388449,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","237D3",860,946,26,"miseq",FALSE,1,FALSE,"selenastrum","22",0.613194830832364,0.386805169167636,0.00297634030569209,0.997023659694308,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",320.487427052616,4.42471493665495,0.043214588655467,0.00200458459989289,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","238D3",965,999,35,"miseq",FALSE,1,FALSE,"selenastrum","23",0.735642119371011,0.264357880628989,0.363706294963734,0.636293705036266,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",542.114290646217,74.137851246718,0.0184771777019649,0.00252627538337923,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","2DF",207,286,79,"miseq",FALSE,1,FALSE,"chlorella","1",0.00116640244856889,0.998833597551431,0.000184992523537166,0.999815007476463,"Increased CC","Increased GR","Increased CC
Increased GR",380.814676094674,14.2206487983517,0.0741089022788868,0.0018838392745379,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","38DF",156,991,49,"miseq",FALSE,4,TRUE,"coelastrum","6",0.0202204436780826,0.979779556321917,0.891793990499553,0.108206009500447,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",591.40078774448,26.8997648151545,0.0298156455986272,0.00131327000173732,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","41DF",126,865,80,"miseq",FALSE,3,TRUE,"coelastrum","7",0.644002305139401,0.355997694860599,0.198737082280325,0.801262917719675,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",498.294005044096,7.98075840475247,0.0325507901970642,0.000659698083208429,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","48DF",134,983,59,"miseq",FALSE,2,TRUE,"coelastrum","6",0.0209078523697932,0.979092147630207,0.79258512718141,0.20741487281859,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",522.055629413618,8.70309659237412,0.0311237606106861,0.000877189667178862,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","50DF",125,915,71,"miseq",FALSE,4,TRUE,"coelastrum","6",0.025900251823911,0.974099748176089,0.709776190681218,0.290223809318782,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",532.220102847566,14.2518923617768,0.0311648860451687,0.00137590809758388,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","89D3",615,998,30,"miseq",FALSE,2,TRUE,"scenedesmus","12",0.233275640191677,0.766724359808323,0.00215333072230257,0.997846669277697,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",404.861908076103,11.7145125670774,0.0308371419627252,0.00100951725310908,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","93D3",787,1000,60,"miseq",FALSE,1,FALSE,"scenedesmus","12",0.217801987691874,0.782198012308126,0.000417093023685073,0.999582906976315,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",407.990639034741,8.06188648260403,0.0289266380452321,0.00024616048077451,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","107D3",1,1,1,"sanger",FALSE,1,FALSE,"scenedesmus","12",0.0820259583053015,0.917974041694698,0.0372280817012772,0.962771918298723,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",457.146203005242,21.3451096999401,0.0295764054461766,0.00209289524548539,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00005","84D3",1,1,1,"sanger",FALSE,1,FALSE,"coelastrum","8",0.911949295592176,0.0880507044078238,0.0306717355946928,0.969328264405307,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",468.213374454727,7.99166516668223,0.0316606397671747,0.000571942495019161,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonadaceae_unclassified"
"Otu00004","113,3DF",959,999,41,"miseq",FALSE,1,FALSE,"monoraphidium","19",0.0017594216362877,0.998240578363712,0.349962791070498,0.650037208929502,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",1222.55897966653,56.3080428128817,0.0229055627249714,0.00991688831529644,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","114DF",963,999,37,"miseq",FALSE,1,FALSE,"monoraphidium","19",0.200113597095459,0.799886402904541,0.9599140571774,0.0400859428226003,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",901.009225020329,245.221765288804,0.0145333796998338,0.00133303732555434,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","116D3",271,973,59,"miseq",FALSE,3,TRUE,"scenedesmus","12",0.219368234477132,0.780631765522868,0.000359136214094074,0.999640863785906,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",408.364761871374,15.3327864284923,0.0289122756286198,0.000544300122832327,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","118D3",846,981,55,"miseq",FALSE,1,FALSE,"scenedesmus","11",0.100516837695013,0.899483162304987,0.163837406517114,0.836162593482886,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",306.958235249992,19.3686032415486,0.0275811009090125,0.000782624641507102,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","120DF",970,998,29,"miseq",FALSE,1,FALSE,"monoraphidium","18",0.000156202200846581,0.999843797799153,0.986394054544756,0.0136059454552443,"Increased CC","Decreased GR","Increased CC
Decreased GR",989.472253229691,27.8431284861512,0.0122019255748877,0.000281095366744199,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","124,2DF",7,49,39,"miseq",FALSE,2,TRUE,"selenastrum","22",0.00192009551033438,0.998079904489666,0.781525364877831,0.218474635122169,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",473.893555323062,1.71360348988953,0.027962852443886,0.000913828327870274,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","124D3",233,384,30,"miseq",FALSE,2,TRUE,"scenedesmus","11",1.68514629418757e-06,0.999998314853706,0.000685317432358398,0.999314682567642,"Increased CC","Increased GR","Increased CC
Increased GR",360.42022260546,7.64478473636019,0.0336317517193929,0.00115526625793713,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","125D3",285,996,73,"miseq",FALSE,3,TRUE,"scenedesmus","12",0.440783234666032,0.559216765333968,0.0609008672989276,0.939099132701072,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",370.001363344302,21.8629257527496,0.0293070727380504,0.00257236579472896,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","126D3",503,988,48,"miseq",FALSE,2,TRUE,"scenedesmus","12",0.260185909039381,0.739814090960619,0.0525051755854114,0.947494824414589,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",410.509155154144,49.0192605691234,0.0255098690770426,0.00104028582143757,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","159,1D3",956,999,44,"miseq",FALSE,1,FALSE,"monoraphidium","16",0.132438272045605,0.867561727954395,0.880403697174914,0.119596302825086,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",898.419645093089,68.2602096177347,0.0124098754255112,0.000621975646171765,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","207D3",801,890,32,"miseq",FALSE,1,FALSE,"selenastrum","23",0.864704257493256,0.135295742506744,0.0455311990221344,0.954468800977866,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",512.684911259359,16.1546478839701,0.0213723192334063,0.00118894608603719,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","208D3",962,1000,39,"miseq",FALSE,1,FALSE,"selenastrum","24",0.277429343539111,0.722570656460889,0.536797683755115,0.463202316244885,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",473.362506739429,12.8004637654301,0.0270950954082235,0.00160934819925618,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","232D3",736,998,31,"miseq",FALSE,2,TRUE,"selenastrum","23",0.94002241779085,0.0599775822091497,0.00287427589136449,0.997125724108636,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",453.915036952025,13.1119236425072,0.026973510889811,0.00140444025518611,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","236D3",549,821,52,"miseq",FALSE,2,TRUE,"selenastrum","22",0.00294872102449247,0.997051278975507,0.765260754260515,0.234739245739485,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",429.875495758076,12.21389667493,0.0278933623072348,0.00151934883388449,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","37DF",51,122,21,"miseq",FALSE,2,TRUE,"coelastrum","6",0.214567632726598,0.785432367273402,0.0902915367628641,0.909708463237136,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",496.618226203279,10.6329666492867,0.0351455795341787,0.00156213384231406,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","50DF",92,915,71,"miseq",FALSE,4,TRUE,"coelastrum","6",0.025900251823911,0.974099748176089,0.709776190681218,0.290223809318782,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",532.220102847566,14.2518923617768,0.0311648860451687,0.00137590809758388,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","54,1D3",982,999,13,"miseq",FALSE,1,FALSE,"coelastrum","8",0.542299713895289,0.457700286104711,0.0958361284685719,0.904163871531428,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",482.56710970516,14.3048154142426,0.0295561492911495,0.00111588916238198,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","70DF",959,999,41,"miseq",FALSE,1,FALSE,"scenedesmus","14",0.487531658307483,0.512468341692517,0.0241507493294902,0.97584925067051,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",633.379356396039,27.3151420224261,0.0278247503170112,0.000645682552857973,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","71DF",982,1000,19,"miseq",FALSE,1,FALSE,"scenedesmus","14",0.571739748487918,0.428260251512082,0.00864898895708825,0.991351011042912,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",626.52162719364,26.8689936764348,0.0295661804284823,0.000763596910819439,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","73DF",980,1000,21,"miseq",FALSE,1,FALSE,"scenedesmus","14",0.978604272883266,0.0213957271167342,0.0344307889058349,0.965569211094165,"Decreased CC","Increased GR","Decreased CC
Increased GR",587.094682400215,7.98522900612803,0.0280318588322584,0.000805290913850971,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","80DF",961,999,39,"miseq",FALSE,1,FALSE,"scenedesmus","15",0.130150950074532,0.869849049925468,0.943850170197487,0.0561498298025128,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",632.934113717639,12.4235524775808,0.0266356425224017,0.000140861632832534,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","81DF",958,999,42,"miseq",FALSE,1,FALSE,"scenedesmus","15",0.124981642576451,0.875018357423549,0.941709763832359,0.0582902361676405,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",666.521252827922,13.06516876607,0.0269203369526852,0.000238923598689959,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","88DF",964,1000,35,"miseq",FALSE,1,FALSE,"scenedesmus","15",0.141254693989719,0.858745306010281,0.947555505115662,0.0524444948843383,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",564.979485701852,45.0840063075265,0.026083264371209,0.000884908815101555,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","8,1D3",65,378,75,"miseq",FALSE,2,TRUE,"chlorella","3",0.0232754296120934,0.976724570387907,0.170836762874253,0.829163237125746,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",295.362317351596,14.420944064883,0.0617375779521421,0.00591703052147767,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","90D3",366,990,74,"miseq",FALSE,3,TRUE,"scenedesmus","12",0.093155388600759,0.906844611399241,0.00135714075551302,0.998642859244487,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",450.495536832988,18.9369759419618,0.0292183208661402,0.000784435177925968,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","91DF",983,1000,18,"miseq",FALSE,1,FALSE,"scenedesmus","15",0.147048071682606,0.852951928317394,0.940146408753295,0.0598535912467053,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",530.152037264074,8.03537422874898,0.0271128604745055,0.00055523516912381,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","93DF",960,998,39,"miseq",FALSE,1,FALSE,"scenedesmus","15",0.160898302402114,0.839101697597886,0.934004937051687,0.0659950629483133,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",452.857417522497,24.9775265990246,0.0278725043641318,0.000394792224268539,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","97DF",984,999,16,"miseq",FALSE,1,FALSE,"monoraphidium","20",0.459817057635995,0.540182942364005,0.509941310135197,0.490058689864803,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",708.346082200273,72.0831829114102,0.0151090539818683,0.00242545894035013,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00004","169D3",1,1,1,"sanger",FALSE,1,FALSE,"monoraphidium","17",0.14300619715057,0.85699380284943,0.774312086995101,0.225687913004899,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",2077.61207974537,490.297745618053,0.00947423433942879,0.000686039375522395,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00016","106DF",925,946,22,"miseq",FALSE,1,FALSE,"monoraphidium","19",0.0273874489281904,0.97261255107181,0.555356603328401,0.444643396671599,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",727.47046968211,24.1293985308329,0.0182701088418232,0.000914153845506911,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00016","112,2DF",929,994,27,"miseq",FALSE,1,FALSE,"monoraphidium","19",0.0284605765341978,0.971539423465802,0.993731605372726,0.00626839462727416,"Increased CC","Decreased GR","Increased CC
Decreased GR",931.54931401083,79.656799736119,0.0133105972143414,0.000539049964118227,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
"Otu00016","124,1DF",974,1000,27,"miseq",FALSE,1,FALSE,"selenastrum","25",0.175714431940124,0.824285568059876,0.77716505791065,0.22283494208935,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",478.396043680088,38.7773924021458,0.0210079721174434,0.00119859647487421,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium"
