"otu","Isolate","count","totalReads","otuMatches","readType","contamFlag","numOTUs","mixed","host_species","plate_no","pCC_greater","pCC_less","pGR_greater","pGR_less","ccEffect","grEffect","annotation","meanCC","seCC","meanGR","seGR","Domain","Phylum","Class","Order","Family","Genus"
"Otu00002","218D3",1,1,1,"sanger",FALSE,1,FALSE,"selenastrum","25",0.00104417191153784,0.998955828088462,0.85075248961867,0.14924751038133,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",510.725700672058,11.3919110255453,0.0210983629593139,0.000585849708340059,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","219D3",1,1,1,"sanger",FALSE,1,FALSE,"selenastrum","24",0.0925215303791136,0.907478469620886,0.773222629395761,0.226777370604239,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",557.020948550636,12.015487003958,0.0199088798540082,0.000284277180981571,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","223D3",1,1,1,"sanger",FALSE,1,FALSE,"selenastrum","23",0.894929708848407,0.105070291151593,0.0274149984592183,0.972585001540782,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",495.14853752789,8.39085981336446,0.0218126550586753,0.000850039223898658,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","243D3",1,1,1,"sanger",FALSE,1,FALSE,"selenastrum","21",0.135366590192672,0.864633409807328,0.990478473397502,0.00952152660249831,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",448.799428051807,2.4219070620926,0.0191118181360443,0.000928240593973884,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","250D3",1,1,1,"sanger",FALSE,1,FALSE,"selenastrum","25",0.00534446576219892,0.994655534237801,0.939782008278141,0.060217991721859,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",478.195547967901,5.93735625367056,0.0206697498003905,0.000352865123047065,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","33D3",1,1,1,"sanger",FALSE,1,FALSE,"chlorella","4",0.041768501793034,0.958231498206966,0.0023663887684033,0.997633611231597,"Increased CC","Increased GR","Increased CC
Increased GR",441.904882888412,68.6199857893534,0.0950155195270407,0.00252961897111813,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","34D3",1,1,1,"sanger",FALSE,1,FALSE,"chlorella","4",4.08450535278148e-07,0.999999591549465,0.650727139111341,0.349272860888659,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",387.698458956842,3.65834286823701,0.0635263225947803,0.0032322284960896,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","35D3",1,1,1,"sanger",FALSE,1,FALSE,"chlorella","4",0.000358992531654712,0.999641007468345,0.985986942282,0.0140130577179996,"Increased CC","Decreased GR","Increased CC
Decreased GR",354.544942571067,7.854872830446,0.0575419392953928,0.00157535369937944,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","36D3",1,1,1,"sanger",FALSE,1,FALSE,"chlorella","5",0.996561403776459,0.00343859622354142,0.00459050212023922,0.995409497879761,"Decreased CC","Increased GR","Decreased CC
Increased GR",-6216.69023071751,536.037918131943,0.0975605957717398,0.00556891955132025,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","42D3",1,1,1,"sanger",FALSE,1,FALSE,"chlorella","5",6.18471303420604e-17,1,0.230055151750158,0.769944848249843,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",296.89341388116,1.78314638489031,0.0526719950217321,0.00266051077569172,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","44D3",1,1,1,"sanger",FALSE,1,FALSE,"chlorella","5",0.00392234781431493,0.996077652185685,0.18410682379493,0.81589317620507,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",480.322656517508,25.4949125773208,0.344315651260409,0.255226080406627,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","45D3",1,1,1,"sanger",FALSE,1,FALSE,"chlorella","5",0.00192711553186739,0.998072884468133,1.88268309490385e-08,0.999999981173169,"Increased CC","Increased GR","Increased CC
Increased GR",559.870891558017,23.7415153115917,0.0653986921792672,0.000868305714689365,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00002","6D3",1,1,1,"sanger",FALSE,1,FALSE,"chlorella","3",0.000219425112390979,0.999780574887609,0.999650169626217,0.000349830373782645,"Increased CC","Decreased GR","Increased CC
Decreased GR",355.554653678712,6.95183648671875,0.0353422841204508,0.00169393096939009,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00025","121D3",165,993,52,"miseq",FALSE,2,TRUE,"scenedesmus","12",0.255001329698445,0.744998670301555,0.0432021796659501,0.95679782033405,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",402.465447957403,24.6246224759344,0.029959227306268,0.00236049766596962,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00025","161D3",918,1000,71,"miseq",FALSE,1,FALSE,"monoraphidium","17",0.741140016137652,0.258859983862348,0.310443477706601,0.689556522293399,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",986.951417687589,123.663532048941,0.0113957423865578,0.00075698662831249,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00025","42D3",904,997,81,"miseq",FALSE,1,FALSE,"chlorella","5",6.18471303420604e-17,1,0.230055151750158,0.769944848249843,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",296.89341388116,1.78314638489031,0.0526719950217321,0.00266051077569172,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00025","62,1D3",801,978,109,"miseq",FALSE,1,FALSE,"coelastrum","7",0.0598044611653532,0.940195538834647,0.546689920047732,0.453310079952268,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",619.342347805979,46.1922093169527,0.0299018334850457,0.000598074717402704,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00025","92D3",469,999,74,"miseq",FALSE,3,TRUE,"scenedesmus","10",0.0206819459639606,0.979318054036039,0.942843089993674,0.0571569100063258,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",259.526167569819,14.903601778774,0.0280775928407223,0.000466255107080423,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00025","110D3",1,1,1,"sanger",FALSE,1,FALSE,"scenedesmus","12",0.109486378295479,0.890513621704521,0.012625979163234,0.987374020836766,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",442.616959003212,18.48577652625,0.0301987343633859,0.00149085558188897,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00025","240D3",1,1,1,"sanger",FALSE,1,FALSE,"selenastrum","23",0.958820945995941,0.0411790540040592,0.00242473123977571,0.997575268760224,"Decreased CC","Increased GR","Decreased CC
Increased GR",422.799326720892,7.45042855882332,0.0293738153578109,0.0017475678784798,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Otu00135","41DF",93,865,80,"miseq",FALSE,3,TRUE,"coelastrum","7",0.644002305139401,0.355997694860599,0.198737082280325,0.801262917719675,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",498.294005044096,7.98075840475247,0.0325507901970642,0.000659698083208429,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu00035","15DF",913,999,87,"miseq",FALSE,1,FALSE,"chlorella","2",0.0146852934493291,0.985314706550671,0.0599413364209785,0.940058663579022,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",348.331930774075,17.694194950074,0.0677816664398652,0.00382223017103153,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00035","38DF",177,991,49,"miseq",FALSE,4,TRUE,"coelastrum","6",0.0202204436780826,0.979779556321917,0.891793990499553,0.108206009500447,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",591.40078774448,26.8997648151545,0.0298156455986272,0.00131327000173732,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","102DF",946,999,54,"miseq",FALSE,1,FALSE,"monoraphidium","16",0.0793318625344562,0.920668137465544,0.974389438598417,0.0256105614015833,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",1492.39867113668,396.507092052947,0.0105290225815131,0.000908755847728278,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","121DF",202,843,23,"miseq",FALSE,3,TRUE,"monoraphidium","18",0.172997949533324,0.827002050466676,0.537340490082389,0.462659509917611,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",711.351463572961,210.143020802147,0.0203483255435672,0.00573352264095014,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","131D3",8,43,31,"miseq",FALSE,2,TRUE,"scenedesmus","11",0.0110449860871861,0.988955013912814,0.0044186904907721,0.995581309509228,"Increased CC","Increased GR","Increased CC
Increased GR",344.583292943596,13.7720539193656,0.0306444008426063,0.000574193237964722,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","148DF",948,999,51,"miseq",FALSE,1,FALSE,"selenastrum","23",0.0147841296059358,0.985215870394064,0.948762233220098,0.0512377667799023,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",1297.73520165728,154.714537151922,0.0138820319099553,0.000238655208399535,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","150D3",233,999,52,"miseq",FALSE,3,TRUE,"scenedesmus","13",0.917673924225924,0.0823260757740755,0.0252576129943575,0.974742387005643,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",459.674885745721,9.5112781366208,0.0239388412389689,0.00104696398924317,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","150DF",800,987,57,"miseq",FALSE,2,TRUE,"selenastrum","25",0.01637754738552,0.98362245261448,0.999997754339684,2.24566031580505e-06,"Increased CC","Decreased GR","Increased CC
Decreased GR",963.696536621983,101.96371815238,0.0144107869912647,0.000344786483752319,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","75DF",931,999,69,"miseq",FALSE,1,FALSE,"scenedesmus","14",0.983953780584698,0.0160462194153016,0.00236426447320727,0.997635735526793,"Decreased CC","Increased GR","Decreased CC
Increased GR",535.800150135081,22.694942787422,0.0309876531810296,7.44680071306168e-05,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","79,1DF",960,1000,41,"miseq",FALSE,1,FALSE,"scenedesmus","15",0.154911062950345,0.845088937049655,0.933124830158017,0.066875169841983,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",485.627652840395,20.7192592223118,0.0279755463453222,0.000383363517622805,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","87DF",257,976,57,"miseq",FALSE,4,TRUE,"scenedesmus","15",0.144233655313483,0.855766344686517,0.942145346100426,0.0578546538995743,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",546.955628331813,32.932173392821,0.0268393602064021,0.000785445461149933,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","99DF",838,998,34,"miseq",FALSE,1,FALSE,"monoraphidium","18",0.0688107355529099,0.93118926444709,0.278164323015372,0.721835676984628,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",691.11353053584,99.5823962979573,0.0312180281155119,0.0145692979725289,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","63DF",1,1,1,"sanger",FALSE,1,FALSE,"coelastrum","7",0.168990995624724,0.831009004375275,0.893674326208902,0.106325673791098,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",540.988900958558,26.6552619133853,0.0264954599370905,0.000690575706766249,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00011","74DF",1,1,1,"sanger",FALSE,1,FALSE,"scenedesmus","14",0.963556897161381,0.0364431028386186,0.0191437586599013,0.980856241340099,"Decreased CC","Increased GR","Decreased CC
Increased GR",595.553811860646,7.81503894920812,0.031150094370372,0.00129347490295865,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00628","247D3",1,1,1,"sanger",FALSE,1,FALSE,"selenastrum","24",0.207866220533542,0.792133779466458,0.801574632409319,0.198425367590681,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",498.33832880752,31.7891471604328,0.0186967467890998,0.000670510170113337,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00032","146DF",933,999,67,"miseq",FALSE,1,FALSE,"selenastrum","24",0.221758962688001,0.778241037311999,0.713759987537805,0.286240012462195,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",492.527106986775,27.5472340956392,0.0219494248320924,0.00245576542289164,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00032","20DF",855,999,84,"miseq",FALSE,1,FALSE,"chlorella","2",0.00980091549426074,0.990199084505739,0.184280553530697,0.815719446469303,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",500.854372003721,36.6986739005387,0.0746542452663682,0.0140844359389617,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"Otu00039","86D3",929,996,60,"miseq",FALSE,1,FALSE,"coelastrum","6",0.0238353215676047,0.976164678432395,0.429174013677153,0.570825986322847,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",555.217283961817,20.1772981896336,0.0323002743370446,0.00082551054778973,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas"
"Otu00039","123D3",1,1,1,"sanger",FALSE,1,FALSE,"scenedesmus","11",0.00273588307844053,0.997264116921559,0.00725254703819766,0.992747452961802,"Increased CC","Increased GR","Increased CC
Increased GR",374.909754643904,11.959345468278,0.0301815144010342,0.000600955583166537,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas"
"Otu00039","86D3",1,1,1,"sanger",FALSE,1,FALSE,"coelastrum","6",0.0238353215676047,0.976164678432395,0.429174013677153,0.570825986322847,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",555.217283961817,20.1772981896336,0.0323002743370446,0.00082551054778973,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas"
"Otu00047","128DF",420,992,51,"miseq",FALSE,2,TRUE,"selenastrum","21",0.208335125351519,0.791664874648481,0.955750348025732,0.0442496519742682,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",5297.74666729568,4795.45828563593,0.016436544733302,0.002488132538475,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu00047","143DF",216,998,51,"miseq",FALSE,2,TRUE,"selenastrum","25",0.0900413053106461,0.909958694689354,0.981894183262823,0.0181058167371767,"No Significant CC Change","Decreased GR","No Significant CC Change
Decreased GR",3546.48488796087,1537.94642425664,0.0130895447322,0.00216821873640864,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu00051","108D3",369,967,78,"miseq",FALSE,3,TRUE,"scenedesmus","12",0.0840277017766219,0.915972298223378,0.00171683487660412,0.998283165123396,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",454.996362016985,10.7088385291568,0.0297016187393641,0.000868384770053048,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu00051","80D3",681,950,95,"miseq",FALSE,1,FALSE,"coelastrum","6",0.0676344456861999,0.9323655543138,0.581824337278493,0.418175662721507,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",556.982911508008,31.9294211405476,0.0311233161538354,0.00415603889137204,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu00051","77D3",1,1,1,"sanger",FALSE,1,FALSE,"coelastrum","8",0.0849697643766235,0.915030235623376,0.0179505359362999,0.9820494640637,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",512.544483196283,13.9682480065833,0.0364050159794943,0.00266392670920562,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu00051","82D3",1,1,1,"sanger",FALSE,1,FALSE,"coelastrum","7",0.96814177018763,0.0318582298123696,0.315515500699555,0.684484499300445,"Decreased CC","No Significant GR Change","Decreased CC
No Significant GR Change",457.586410894433,6.77250860141392,0.0314866616051437,0.000677582226175992,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu00066","124,4DF",954,998,45,"miseq",FALSE,1,FALSE,"selenastrum","22",0.0702527073295236,0.929747292670476,0.910603075495843,0.0893969245041573,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",362.932857407927,7.28667866069996,0.0261427638615693,0.00120736697363566,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu00113","226D3",1,1,1,"sanger",FALSE,1,FALSE,"selenastrum","23",0.874229009578708,0.125770990421292,0.403692377888441,0.596307622111559,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",507.820928513242,12.0320919155486,0.0177812499075767,0.000528118999645991,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Aquabacterium"
"Otu00061","88D3",846,992,36,"miseq",FALSE,1,FALSE,"scenedesmus","10",0.000664003436469368,0.999335996563531,0.401815579330643,0.598184420669357,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",283.866214302577,7.93847413799524,0.0315838837730798,0.000810615060857445,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00061","92D3",141,999,74,"miseq",FALSE,3,TRUE,"scenedesmus","10",0.0206819459639606,0.979318054036039,0.942843089993674,0.0571569100063258,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",259.526167569819,14.903601778774,0.0280775928407223,0.000466255107080423,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00090","131,1D3",159,184,21,"miseq",FALSE,1,FALSE,"scenedesmus","12",0.0427720584890483,0.957227941510952,0.157542997250755,0.842457002749245,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",491.46897161299,28.2364315369436,0.0247557577322042,0.00143159519876383,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00090","147DF",18,124,50,"miseq",FALSE,2,TRUE,"selenastrum","24",0.480392413754202,0.519607586245798,0.795182252124173,0.204817747875827,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",424.328934783646,23.0341685497911,0.0189769028087886,0.00082587858394833,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00090","31DF",222,280,32,"miseq",FALSE,1,FALSE,"chlorella","2",0.0362832021741443,0.963716797825856,0.999995770201741,4.22979825885061e-06,"Increased CC","Decreased GR","Increased CC
Decreased GR",526.100587770445,73.9125371939901,0.0199832175560967,0.00136728803704984,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00090","43DF",4,32,29,"miseq",FALSE,1,FALSE,"coelastrum","7",0.265035203258795,0.734964796741205,0.431968139584494,0.568031860415506,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",520.009088673878,11.5055425531011,0.0307608243214542,0.00198711758152615,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00013","103DF",711,973,16,"miseq",FALSE,2,TRUE,"monoraphidium","17",0.874604049590384,0.125395950409616,0.0371088767799381,0.962891123220062,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",705.450240629091,102.560561631566,0.0194252625161049,0.00286733192539437,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00013","180D3",974,990,16,"miseq",FALSE,1,FALSE,"monoraphidium","20",0.174456579848679,0.825543420151321,0.944644969208523,0.0553550307914773,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",1741.8757236852,859.551489712955,0.0106063023370187,0.00175607357250038,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00013","181D3",991,999,8,"miseq",FALSE,1,FALSE,"monoraphidium","17",0.906488389695589,0.0935116103044113,0.0266380087265843,0.973361991273416,"No Significant CC Change","Increased GR","No Significant CC Change
Increased GR",591.280700406003,55.2852219622104,0.0148762354633384,0.00114178534272723,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00013","182D3",754,939,38,"miseq",FALSE,2,TRUE,"monoraphidium","17",0.877348333223386,0.122651666776614,0.0872416525669133,0.912758347433087,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",699.757200266071,16.0729236448402,0.0128053984438466,0.000313788149969203,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00013","198D3",925,996,18,"miseq",FALSE,1,FALSE,"monoraphidium","17",0.701797271864524,0.298202728135476,0.219563573287992,0.780436426712008,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",1051.00840249204,64.5444413354463,0.0117784030437574,0.00052272233839404,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00013","200D3",987,998,12,"miseq",FALSE,1,FALSE,"monoraphidium","19",0.0010695314613827,0.998930468538617,0.992744787248434,0.00725521275156644,"Increased CC","Decreased GR","Increased CC
Decreased GR",995.611295099007,37.7069431936381,0.0132475816066041,0.000336145609734873,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00013","201D3",682,937,45,"miseq",FALSE,2,TRUE,"monoraphidium","16",0.0973199128569864,0.902680087143014,0.900631703663993,0.0993682963360066,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",942.348951653536,13.7953439849283,0.0123447184959246,6.58150128168467e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00013","76D3",594,971,19,"miseq",FALSE,2,TRUE,"coelastrum","7",0.0889127690721421,0.911087230927858,0.344831343940256,0.655168656059744,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",556.03461878081,24.9279663264373,0.0338332196862276,0.00768539415181921,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00053","118DF",859,993,33,"miseq",FALSE,1,FALSE,"monoraphidium","16",0.0800321845944628,0.919967815405537,0.929309113648669,0.0706908863513308,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",988.065599088842,97.2618079774539,0.0119166920722072,0.000610525714762428,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00053","87DF",172,976,57,"miseq",FALSE,4,TRUE,"scenedesmus","15",0.144233655313483,0.855766344686517,0.942145346100426,0.0578546538995743,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",546.955628331813,32.932173392821,0.0268393602064021,0.000785445461149933,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00017","133D3",827,1000,21,"miseq",FALSE,2,TRUE,"scenedesmus","13",0.219400405238754,0.780599594761246,0.0756938984351809,0.924306101564819,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",550.18899136683,69.3894323843589,0.0246119172595009,0.00209960633708903,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00017","136D3",886,992,34,"miseq",FALSE,1,FALSE,"scenedesmus","14",0.958739208389964,0.0412607916100355,0.000173979497538371,0.999826020502462,"Decreased CC","Increased GR","Decreased CC
Increased GR",552.964872376475,27.1429670937244,0.032026429340113,0.000386761994522372,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00017","175D3",935,997,47,"miseq",FALSE,1,FALSE,"monoraphidium","18",0.000308647325091796,0.999691352674908,0.944034663129552,0.0559653368704484,"Increased CC","No Significant GR Change","Increased CC
No Significant GR Change",694.166581334961,20.0528087180738,0.0161224320365895,0.000548091092989777,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00017","235D3",566,633,35,"miseq",FALSE,1,FALSE,"selenastrum","24",0.127426763185549,0.872573236814451,0.636622262130964,0.363377737869036,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",532.714171094648,16.1623292842122,0.0244016858678555,0.00108445479463366,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00017","239D3",885,909,25,"miseq",FALSE,1,FALSE,"selenastrum","24",0.125394229892553,0.874605770107447,0.797015529428545,0.202984470571455,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",533.598440411226,3.6442564421975,0.018904772005403,0.000490322688958398,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00017","37DF",23,122,21,"miseq",FALSE,2,TRUE,"coelastrum","6",0.214567632726598,0.785432367273402,0.0902915367628641,0.909708463237136,"No Significant CC Change","No Significant GR Change","No Significant CC Change
No Significant GR Change",496.618226203279,10.6329666492867,0.0351455795341787,0.00156213384231406,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
