"otu","Isolate","count","totalReads","otuMatches","numOTUs","mixed","Domain","Phylum","Class","Order","Family","Genus"
"Otu16278","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu05888","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu22773","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00324","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00324","P1D0sepR2,022um",6,937,213,213,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00324","P3D0sepR2,022um",3,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00324","P3D0sepR3,022um",5,944,164,164,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu07745","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu10546","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00336","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00336","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00336","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu19248","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu16998","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu25165","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu17830","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu13681","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu10654","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00394","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00394","P3D0sepR3,022um",2,944,164,164,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00143","P2D0sepR2,022um",19,941,218,218,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00143","P2D0sepR3,022um",31,957,182,182,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu14388","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu22913","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu04731","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00134","P2D0sepR2,022um",4,941,218,218,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00134","P2D0sepR3,022um",11,957,182,182,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu10252","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu00263","P1D0sepR1,022um",5,936,257,257,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00263","P1D0sepR2,022um",2,937,213,213,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00263","P3D0sepR1,022um",6,923,126,126,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu00263","P3D0sepR2,022um",4,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacteriaceae_unclassified"
"Otu05831","P3D0sepR1,022um",1,923,126,126,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu21136","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu18329","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetales_unclassified","Actinomycetales_unclassified"
"Otu04208","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00146","P1D0sepR1,022um",18,936,257,257,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00146","P1D0sepR2,022um",11,937,213,213,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00146","P2D0sepR2,022um",20,941,218,218,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00146","P2D0sepR3,022um",33,957,182,182,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00146","P3D0sepR1,022um",10,923,126,126,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00146","P3D0sepR2,022um",9,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00146","P3D0sepR3,022um",11,944,164,164,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu27190","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu08150","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu15475","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu14693","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu24895","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu12542","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00636","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiales_unclassified","Acidimicrobiales_unclassified"
"Otu00636","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiales_unclassified","Acidimicrobiales_unclassified"
"Otu00439","P2D0sepR3,022um",4,957,182,182,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu00459","P1D0sepR1,022um",3,936,257,257,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00459","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00305","P1D0sepR2,022um",3,937,213,213,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00305","P3D0sepR1,022um",4,923,126,126,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00305","P3D0sepR2,022um",2,942,200,200,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu00305","P3D0sepR3,022um",5,944,164,164,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu15137","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Actinobacteria","Actinobacteria","Actinobacteria_unclassified","Actinobacteria_unclassified","Actinobacteria_unclassified"
"Otu15381","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu11652","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu10686","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu17265","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu14144","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"Otu18399","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"Otu13996","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu20430","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu13449","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu07644","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu16034","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae_unclassified"
"Otu08970","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu13692","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu12711","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Vogesella"
"Otu00366","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00366","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00366","P3D0sepR1,022um",5,923,126,126,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00366","P3D0sepR2,022um",6,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00366","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu10296","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu20357","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu04122","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu04206","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu00110","P1D0sepR1,022um",31,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu00110","P1D0sepR2,022um",20,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu00110","P3D0sepR1,022um",20,923,126,126,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu00110","P3D0sepR2,022um",24,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu00110","P3D0sepR3,022um",25,944,164,164,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu01596","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu25459","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu17625","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu09795","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu26869","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu05555","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu19655","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu14404","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu24365","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu00583","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu20358","P3D0sepR1,022um",1,923,126,126,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu05468","P3D0sepR1,022um",1,923,126,126,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu24395","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu03281","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu00335","P2D0sepR3,022um",12,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu18234","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu00156","P2D0sepR2,022um",16,941,218,218,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu12687","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu26113","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Chromobacterium"
"Otu26218","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Bacteroidetes","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified","Bacteroidetes_unclassified"
"Otu20925","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu17469","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00991","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu20047","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu12590","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu15332","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu20494","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu21947","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu00088","P1D0sepR1,022um",5,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu00088","P1D0sepR2,022um",5,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu00088","P2D0sepR2,022um",15,941,218,218,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu00088","P2D0sepR3,022um",7,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu00088","P3D0sepR1,022um",5,923,126,126,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu00088","P3D0sepR2,022um",10,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu00088","P3D0sepR3,022um",7,944,164,164,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu20137","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu00541","P2D0sepR3,022um",7,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu24148","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"Otu12702","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu16155","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu19674","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalobacteraceae_unclassified"
"Otu16514","P2D0sepR3,022um",1,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu02970","P2D0sepR2,022um",1,941,218,218,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu07093","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu20952","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu18456","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
"Otu10300","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu05557","P1D0sepR2,022um",1,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu07769","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00080","P1D0sepR1,022um",30,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00080","P1D0sepR2,022um",22,937,213,213,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00080","P2D0sepR2,022um",33,941,218,218,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00080","P2D0sepR3,022um",35,957,182,182,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00080","P3D0sepR1,022um",34,923,126,126,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00080","P3D0sepR2,022um",39,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu00080","P3D0sepR3,022um",34,944,164,164,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu09010","P3D0sepR3,022um",1,944,164,164,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu05634","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu14960","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu07555","P1D0sepR1,022um",1,936,257,257,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu22170","P3D0sepR2,022um",1,942,200,200,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified","Betaproteobacteria_unclassified"
"Otu05775","P3D0sepR1,022um",1,923,126,126,TRUE,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_unclassified","Burkholderiales_unclassified"
