"Well","host_species","plate_no","Day_isolated","Isolate","exact_isolate","read_day","read_time","read_timeHours","ChlA_100","day_mean","day_sd","Outlier"
"E6","scenedesmus","13","D3","129D3","Plate_13_129D3_E6","10",2020-02-20 14:43:27,238.986388888889,482,496.666666666667,29.8384539367128,FALSE
"F6","scenedesmus","13","D3","129D3","Plate_13_129D3_F6","10",2020-02-20 14:43:27,238.986388888889,477,496.666666666667,29.8384539367128,FALSE
"G6","scenedesmus","13","D3","129D3","Plate_13_129D3_G6","10",2020-02-20 14:43:27,238.986388888889,531,496.666666666667,29.8384539367128,FALSE
"B7","scenedesmus","13","D3","153D3","Plate_13_153D3_B7","10",2020-02-20 14:43:27,238.986388888889,416,990.666666666667,524.001272263087,FALSE
"C7","scenedesmus","13","D3","153D3","Plate_13_153D3_C7","10",2020-02-20 14:43:27,238.986388888889,1442,990.666666666667,524.001272263087,FALSE
"D7","scenedesmus","13","D3","153D3","Plate_13_153D3_D7","10",2020-02-20 14:43:27,238.986388888889,1114,990.666666666667,524.001272263087,FALSE
"E7","scenedesmus","13","D3","146D3","Plate_13_146D3_E7","10",2020-02-20 14:43:27,238.986388888889,1470,710,658.186143883324,FALSE
"F7","scenedesmus","13","D3","146D3","Plate_13_146D3_F7","10",2020-02-20 14:43:27,238.986388888889,333,710,658.186143883324,FALSE
"G7","scenedesmus","13","D3","146D3","Plate_13_146D3_G7","10",2020-02-20 14:43:27,238.986388888889,327,710,658.186143883324,FALSE
"B8","scenedesmus","13","D3","147D3","Plate_13_147D3_B8","10",2020-02-20 14:43:27,238.986388888889,548,407,122.967475374588,FALSE
"C8","scenedesmus","13","D3","147D3","Plate_13_147D3_C8","10",2020-02-20 14:43:27,238.986388888889,351,407,122.967475374588,FALSE
"D8","scenedesmus","13","D3","147D3","Plate_13_147D3_D8","10",2020-02-20 14:43:27,238.986388888889,322,407,122.967475374588,FALSE
"E8","scenedesmus","13","Ctrl","AC","Plate_13_AC_E8","10",2020-02-20 14:43:27,238.986388888889,381,351.428571428571,17.1158517448703,FALSE
"F8","scenedesmus","13","Ctrl","AC","Plate_13_AC_F8","10",2020-02-20 14:43:27,238.986388888889,339,351.428571428571,17.1158517448703,FALSE
"G8","scenedesmus","13","Ctrl","AC","Plate_13_AC_G8","10",2020-02-20 14:43:27,238.986388888889,349,351.428571428571,17.1158517448703,FALSE
"B9","scenedesmus","13","D3","149D3","Plate_13_149D3_B9","10",2020-02-20 14:43:27,238.986388888889,530,874.333333333333,586.041238594464,FALSE
"C9","scenedesmus","13","D3","149D3","Plate_13_149D3_C9","10",2020-02-20 14:43:27,238.986388888889,1551,874.333333333333,586.041238594464,FALSE
"D9","scenedesmus","13","D3","149D3","Plate_13_149D3_D9","10",2020-02-20 14:43:27,238.986388888889,542,874.333333333333,586.041238594464,FALSE
"E9","scenedesmus","13","D3","150D3","Plate_13_150D3_E9","10",2020-02-20 14:43:27,238.986388888889,421,422.666666666667,23.5442845152137,FALSE
"F9","scenedesmus","13","D3","150D3","Plate_13_150D3_F9","10",2020-02-20 14:43:27,238.986388888889,447,422.666666666667,23.5442845152137,FALSE
"G9","scenedesmus","13","D3","150D3","Plate_13_150D3_G9","10",2020-02-20 14:43:27,238.986388888889,400,422.666666666667,23.5442845152137,FALSE
"B10","scenedesmus","13","D3","151D3","Plate_13_151D3_B10","10",2020-02-20 14:43:27,238.986388888889,399,416,18.0831413200251,FALSE
"C10","scenedesmus","13","D3","151D3","Plate_13_151D3_C10","10",2020-02-20 14:43:27,238.986388888889,414,416,18.0831413200251,FALSE
"D10","scenedesmus","13","D3","151D3","Plate_13_151D3_D10","10",2020-02-20 14:43:27,238.986388888889,435,416,18.0831413200251,FALSE
"E10","scenedesmus","13","D3","152D3","Plate_13_152D3_E10","10",2020-02-20 14:43:27,238.986388888889,433,453.333333333333,21.594752448994,FALSE
"F10","scenedesmus","13","D3","152D3","Plate_13_152D3_F10","10",2020-02-20 14:43:27,238.986388888889,451,453.333333333333,21.594752448994,FALSE
"G10","scenedesmus","13","D3","152D3","Plate_13_152D3_G10","10",2020-02-20 14:43:27,238.986388888889,476,453.333333333333,21.594752448994,FALSE
"B11","scenedesmus","13","Ctrl","AC","Plate_13_AC_B11","10",2020-02-20 14:43:27,238.986388888889,344,351.428571428571,17.1158517448703,FALSE
"C11","scenedesmus","13","Ctrl","AC","Plate_13_AC_C11","10",2020-02-20 14:43:27,238.986388888889,354,351.428571428571,17.1158517448703,FALSE
"D11","scenedesmus","13","Ctrl","AC","Plate_13_AC_D11","10",2020-02-20 14:43:27,238.986388888889,329,351.428571428571,17.1158517448703,FALSE
"E11","scenedesmus","13","Ctrl","AC","Plate_13_AC_E11","10",2020-02-20 14:43:27,238.986388888889,364,351.428571428571,17.1158517448703,FALSE
"F11","scenedesmus","13","Ctrl","MC","Plate_13_MC_F11","10",2020-02-20 14:43:27,238.986388888889,0,1,1.4142135623731,FALSE
"G11","scenedesmus","13","Ctrl","MC","Plate_13_MC_G11","10",2020-02-20 14:43:27,238.986388888889,2,1,1.4142135623731,FALSE
"B2","scenedesmus","13","D3","133D3","Plate_13_133D3_B2","11",2020-02-21 10:04:54,258.343888888889,540,459.333333333333,72.665902136651,FALSE
"C2","scenedesmus","13","D3","133D3","Plate_13_133D3_C2","11",2020-02-21 10:04:54,258.343888888889,399,459.333333333333,72.665902136651,FALSE
"D2","scenedesmus","13","D3","133D3","Plate_13_133D3_D2","11",2020-02-21 10:04:54,258.343888888889,439,459.333333333333,72.665902136651,FALSE
"E2","scenedesmus","13","D3","134D3","Plate_13_134D3_E2","11",2020-02-21 10:04:54,258.343888888889,497,458.333333333333,34.2101349505279,FALSE
"F2","scenedesmus","13","D3","134D3","Plate_13_134D3_F2","11",2020-02-21 10:04:54,258.343888888889,446,458.333333333333,34.2101349505279,FALSE
"G2","scenedesmus","13","D3","134D3","Plate_13_134D3_G2","11",2020-02-21 10:04:54,258.343888888889,432,458.333333333333,34.2101349505279,FALSE
"B3","scenedesmus","13","D3","135D3","Plate_13_135D3_B3","11",2020-02-21 10:04:54,258.343888888889,382,413.666666666667,33.6501609703926,FALSE
"C3","scenedesmus","13","D3","135D3","Plate_13_135D3_C3","11",2020-02-21 10:04:54,258.343888888889,410,413.666666666667,33.6501609703926,FALSE
"D3","scenedesmus","13","D3","135D3","Plate_13_135D3_D3","11",2020-02-21 10:04:54,258.343888888889,449,413.666666666667,33.6501609703926,FALSE
"E3","scenedesmus","13","D3","127,1D3","Plate_13_127,1D3_E3","11",2020-02-21 10:04:54,258.343888888889,355,367.666666666667,12.0554275466834,FALSE
"F3","scenedesmus","13","D3","127,1D3","Plate_13_127,1D3_F3","11",2020-02-21 10:04:54,258.343888888889,379,367.666666666667,12.0554275466834,FALSE
"G3","scenedesmus","13","D3","127,1D3","Plate_13_127,1D3_G3","11",2020-02-21 10:04:54,258.343888888889,369,367.666666666667,12.0554275466834,FALSE
"B4","scenedesmus","13","D3","137D3","Plate_13_137D3_B4","11",2020-02-21 10:04:54,258.343888888889,331,375.666666666667,39.5010548382361,FALSE
"C4","scenedesmus","13","D3","137D3","Plate_13_137D3_C4","11",2020-02-21 10:04:54,258.343888888889,390,375.666666666667,39.5010548382361,FALSE
"D4","scenedesmus","13","D3","137D3","Plate_13_137D3_D4","11",2020-02-21 10:04:54,258.343888888889,406,375.666666666667,39.5010548382361,FALSE
"E4","scenedesmus","13","D3","139D3","Plate_13_139D3_E4","11",2020-02-21 10:04:54,258.343888888889,338,358.666666666667,18.0092568789868,FALSE
"F4","scenedesmus","13","D3","139D3","Plate_13_139D3_F4","11",2020-02-21 10:04:54,258.343888888889,371,358.666666666667,18.0092568789868,FALSE
"G4","scenedesmus","13","D3","139D3","Plate_13_139D3_G4","11",2020-02-21 10:04:54,258.343888888889,367,358.666666666667,18.0092568789868,FALSE
"B5","scenedesmus","13","D3","141D3","Plate_13_141D3_B5","11",2020-02-21 10:04:54,258.343888888889,335,337.333333333333,9.71253485622231,FALSE
"C5","scenedesmus","13","D3","141D3","Plate_13_141D3_C5","11",2020-02-21 10:04:54,258.343888888889,348,337.333333333333,9.71253485622231,FALSE
"D5","scenedesmus","13","D3","141D3","Plate_13_141D3_D5","11",2020-02-21 10:04:54,258.343888888889,329,337.333333333333,9.71253485622231,FALSE
"E5","scenedesmus","13","D3","142D3","Plate_13_142D3_E5","11",2020-02-21 10:04:54,258.343888888889,313,338.666666666667,40.2036482589992,FALSE
"F5","scenedesmus","13","D3","142D3","Plate_13_142D3_F5","11",2020-02-21 10:04:54,258.343888888889,318,338.666666666667,40.2036482589992,FALSE
"G5","scenedesmus","13","D3","142D3","Plate_13_142D3_G5","11",2020-02-21 10:04:54,258.343888888889,385,338.666666666667,40.2036482589992,FALSE
"B6","scenedesmus","13","D3","143D3","Plate_13_143D3_B6","11",2020-02-21 10:04:54,258.343888888889,376,697,602.470746177771,FALSE
"C6","scenedesmus","13","D3","143D3","Plate_13_143D3_C6","11",2020-02-21 10:04:54,258.343888888889,323,697,602.470746177771,FALSE
"D6","scenedesmus","13","D3","143D3","Plate_13_143D3_D6","11",2020-02-21 10:04:54,258.343888888889,1392,697,602.470746177771,FALSE
"E6","scenedesmus","13","D3","129D3","Plate_13_129D3_E6","11",2020-02-21 10:04:54,258.343888888889,532,515,26.0576284415908,FALSE
"F6","scenedesmus","13","D3","129D3","Plate_13_129D3_F6","11",2020-02-21 10:04:54,258.343888888889,485,515,26.0576284415908,FALSE
"G6","scenedesmus","13","D3","129D3","Plate_13_129D3_G6","11",2020-02-21 10:04:54,258.343888888889,528,515,26.0576284415908,FALSE
"B7","scenedesmus","13","D3","153D3","Plate_13_153D3_B7","11",2020-02-21 10:04:54,258.343888888889,447,1066.33333333333,563.568392773524,FALSE
"C7","scenedesmus","13","D3","153D3","Plate_13_153D3_C7","11",2020-02-21 10:04:54,258.343888888889,1549,1066.33333333333,563.568392773524,FALSE
"D7","scenedesmus","13","D3","153D3","Plate_13_153D3_D7","11",2020-02-21 10:04:54,258.343888888889,1203,1066.33333333333,563.568392773524,FALSE
"E7","scenedesmus","13","D3","146D3","Plate_13_146D3_E7","11",2020-02-21 10:04:54,258.343888888889,1606,787.666666666667,708.711742059727,FALSE
"F7","scenedesmus","13","D3","146D3","Plate_13_146D3_F7","11",2020-02-21 10:04:54,258.343888888889,383,787.666666666667,708.711742059727,FALSE
"G7","scenedesmus","13","D3","146D3","Plate_13_146D3_G7","11",2020-02-21 10:04:54,258.343888888889,374,787.666666666667,708.711742059727,FALSE
"B8","scenedesmus","13","D3","147D3","Plate_13_147D3_B8","11",2020-02-21 10:04:54,258.343888888889,514,423.666666666667,79.0716974228664,FALSE
"C8","scenedesmus","13","D3","147D3","Plate_13_147D3_C8","11",2020-02-21 10:04:54,258.343888888889,390,423.666666666667,79.0716974228664,FALSE
"D8","scenedesmus","13","D3","147D3","Plate_13_147D3_D8","11",2020-02-21 10:04:54,258.343888888889,367,423.666666666667,79.0716974228664,FALSE
"E8","scenedesmus","13","Ctrl","AC","Plate_13_AC_E8","11",2020-02-21 10:04:54,258.343888888889,425,399.714285714286,16.630436812406,FALSE
"F8","scenedesmus","13","Ctrl","AC","Plate_13_AC_F8","11",2020-02-21 10:04:54,258.343888888889,384,399.714285714286,16.630436812406,FALSE
"G8","scenedesmus","13","Ctrl","AC","Plate_13_AC_G8","11",2020-02-21 10:04:54,258.343888888889,410,399.714285714286,16.630436812406,FALSE
"B9","scenedesmus","13","D3","149D3","Plate_13_149D3_B9","11",2020-02-21 10:04:54,258.343888888889,548,868.333333333333,569.619463618768,FALSE
"C9","scenedesmus","13","D3","149D3","Plate_13_149D3_C9","11",2020-02-21 10:04:54,258.343888888889,1526,868.333333333333,569.619463618768,FALSE
"D9","scenedesmus","13","D3","149D3","Plate_13_149D3_D9","11",2020-02-21 10:04:54,258.343888888889,531,868.333333333333,569.619463618768,FALSE
"E9","scenedesmus","13","D3","150D3","Plate_13_150D3_E9","11",2020-02-21 10:04:54,258.343888888889,401,415.666666666667,17.4737898961082,FALSE
"F9","scenedesmus","13","D3","150D3","Plate_13_150D3_F9","11",2020-02-21 10:04:54,258.343888888889,411,415.666666666667,17.4737898961082,FALSE
"G9","scenedesmus","13","D3","150D3","Plate_13_150D3_G9","11",2020-02-21 10:04:54,258.343888888889,435,415.666666666667,17.4737898961082,FALSE
"B10","scenedesmus","13","D3","151D3","Plate_13_151D3_B10","11",2020-02-21 10:04:54,258.343888888889,454,425.666666666667,39.929103838345,FALSE
"C10","scenedesmus","13","D3","151D3","Plate_13_151D3_C10","11",2020-02-21 10:04:54,258.343888888889,380,425.666666666667,39.929103838345,FALSE
"D10","scenedesmus","13","D3","151D3","Plate_13_151D3_D10","11",2020-02-21 10:04:54,258.343888888889,443,425.666666666667,39.929103838345,FALSE
"E10","scenedesmus","13","D3","152D3","Plate_13_152D3_E10","11",2020-02-21 10:04:54,258.343888888889,447,461.666666666667,27.1538824725551,FALSE
"F10","scenedesmus","13","D3","152D3","Plate_13_152D3_F10","11",2020-02-21 10:04:54,258.343888888889,445,461.666666666667,27.1538824725551,FALSE
"G10","scenedesmus","13","D3","152D3","Plate_13_152D3_G10","11",2020-02-21 10:04:54,258.343888888889,493,461.666666666667,27.1538824725551,FALSE
"B11","scenedesmus","13","Ctrl","AC","Plate_13_AC_B11","11",2020-02-21 10:04:54,258.343888888889,378,399.714285714286,16.630436812406,FALSE
"C11","scenedesmus","13","Ctrl","AC","Plate_13_AC_C11","11",2020-02-21 10:04:54,258.343888888889,407,399.714285714286,16.630436812406,FALSE
"D11","scenedesmus","13","Ctrl","AC","Plate_13_AC_D11","11",2020-02-21 10:04:54,258.343888888889,389,399.714285714286,16.630436812406,FALSE
"E11","scenedesmus","13","Ctrl","AC","Plate_13_AC_E11","11",2020-02-21 10:04:54,258.343888888889,405,399.714285714286,16.630436812406,FALSE
"F11","scenedesmus","13","Ctrl","MC","Plate_13_MC_F11","11",2020-02-21 10:04:54,258.343888888889,1,1,0,FALSE
"G11","scenedesmus","13","Ctrl","MC","Plate_13_MC_G11","11",2020-02-21 10:04:54,258.343888888889,1,1,0,FALSE
"B2","scenedesmus","13","D3","133D3","Plate_13_133D3_B2","3",2020-02-13 10:09:07,66.4141666666667,28,29,1.73205080756888,FALSE
"C2","scenedesmus","13","D3","133D3","Plate_13_133D3_C2","3",2020-02-13 10:09:07,66.4141666666667,31,29,1.73205080756888,FALSE
"D2","scenedesmus","13","D3","133D3","Plate_13_133D3_D2","3",2020-02-13 10:09:07,66.4141666666667,28,29,1.73205080756888,FALSE
"E2","scenedesmus","13","D3","134D3","Plate_13_134D3_E2","3",2020-02-13 10:09:07,66.4141666666667,26,25.3333333333333,0.577350269189626,FALSE
"F2","scenedesmus","13","D3","134D3","Plate_13_134D3_F2","3",2020-02-13 10:09:07,66.4141666666667,25,25.3333333333333,0.577350269189626,FALSE
"G2","scenedesmus","13","D3","134D3","Plate_13_134D3_G2","3",2020-02-13 10:09:07,66.4141666666667,25,25.3333333333333,0.577350269189626,FALSE
"B3","scenedesmus","13","D3","135D3","Plate_13_135D3_B3","3",2020-02-13 10:09:07,66.4141666666667,25,24.6666666666667,0.577350269189626,FALSE
"C3","scenedesmus","13","D3","135D3","Plate_13_135D3_C3","3",2020-02-13 10:09:07,66.4141666666667,25,24.6666666666667,0.577350269189626,FALSE
"D3","scenedesmus","13","D3","135D3","Plate_13_135D3_D3","3",2020-02-13 10:09:07,66.4141666666667,24,24.6666666666667,0.577350269189626,FALSE
"E3","scenedesmus","13","D3","127,1D3","Plate_13_127,1D3_E3","3",2020-02-13 10:09:07,66.4141666666667,20,19,1.73205080756888,FALSE
"F3","scenedesmus","13","D3","127,1D3","Plate_13_127,1D3_F3","3",2020-02-13 10:09:07,66.4141666666667,17,19,1.73205080756888,FALSE
"G3","scenedesmus","13","D3","127,1D3","Plate_13_127,1D3_G3","3",2020-02-13 10:09:07,66.4141666666667,20,19,1.73205080756888,FALSE
"B4","scenedesmus","13","D3","137D3","Plate_13_137D3_B4","3",2020-02-13 10:09:07,66.4141666666667,20,20.3333333333333,0.577350269189626,FALSE
"C4","scenedesmus","13","D3","137D3","Plate_13_137D3_C4","3",2020-02-13 10:09:07,66.4141666666667,21,20.3333333333333,0.577350269189626,FALSE
"D4","scenedesmus","13","D3","137D3","Plate_13_137D3_D4","3",2020-02-13 10:09:07,66.4141666666667,20,20.3333333333333,0.577350269189626,FALSE
"E4","scenedesmus","13","D3","139D3","Plate_13_139D3_E4","3",2020-02-13 10:09:07,66.4141666666667,20,20.6666666666667,1.15470053837925,FALSE
"F4","scenedesmus","13","D3","139D3","Plate_13_139D3_F4","3",2020-02-13 10:09:07,66.4141666666667,22,20.6666666666667,1.15470053837925,FALSE
"G4","scenedesmus","13","D3","139D3","Plate_13_139D3_G4","3",2020-02-13 10:09:07,66.4141666666667,20,20.6666666666667,1.15470053837925,FALSE
"B5","scenedesmus","13","D3","141D3","Plate_13_141D3_B5","3",2020-02-13 10:09:07,66.4141666666667,17,19.6666666666667,2.3094010767585,FALSE
"C5","scenedesmus","13","D3","141D3","Plate_13_141D3_C5","3",2020-02-13 10:09:07,66.4141666666667,21,19.6666666666667,2.3094010767585,FALSE
"D5","scenedesmus","13","D3","141D3","Plate_13_141D3_D5","3",2020-02-13 10:09:07,66.4141666666667,21,19.6666666666667,2.3094010767585,FALSE
"E5","scenedesmus","13","D3","142D3","Plate_13_142D3_E5","3",2020-02-13 10:09:07,66.4141666666667,19,20,1.73205080756888,FALSE
"F5","scenedesmus","13","D3","142D3","Plate_13_142D3_F5","3",2020-02-13 10:09:07,66.4141666666667,19,20,1.73205080756888,FALSE
"G5","scenedesmus","13","D3","142D3","Plate_13_142D3_G5","3",2020-02-13 10:09:07,66.4141666666667,22,20,1.73205080756888,FALSE
"B6","scenedesmus","13","D3","143D3","Plate_13_143D3_B6","3",2020-02-13 10:09:07,66.4141666666667,21,21,2,FALSE
"C6","scenedesmus","13","D3","143D3","Plate_13_143D3_C6","3",2020-02-13 10:09:07,66.4141666666667,23,21,2,FALSE
"D6","scenedesmus","13","D3","143D3","Plate_13_143D3_D6","3",2020-02-13 10:09:07,66.4141666666667,19,21,2,FALSE
"E6","scenedesmus","13","D3","129D3","Plate_13_129D3_E6","3",2020-02-13 10:09:07,66.4141666666667,33,33.3333333333333,2.51661147842358,FALSE
"F6","scenedesmus","13","D3","129D3","Plate_13_129D3_F6","3",2020-02-13 10:09:07,66.4141666666667,31,33.3333333333333,2.51661147842358,FALSE
"G6","scenedesmus","13","D3","129D3","Plate_13_129D3_G6","3",2020-02-13 10:09:07,66.4141666666667,36,33.3333333333333,2.51661147842358,FALSE
"B7","scenedesmus","13","D3","153D3","Plate_13_153D3_B7","3",2020-02-13 10:09:07,66.4141666666667,24,25.3333333333333,1.52752523165195,FALSE
"C7","scenedesmus","13","D3","153D3","Plate_13_153D3_C7","3",2020-02-13 10:09:07,66.4141666666667,27,25.3333333333333,1.52752523165195,FALSE
"D7","scenedesmus","13","D3","153D3","Plate_13_153D3_D7","3",2020-02-13 10:09:07,66.4141666666667,25,25.3333333333333,1.52752523165195,FALSE
"E7","scenedesmus","13","D3","146D3","Plate_13_146D3_E7","3",2020-02-13 10:09:07,66.4141666666667,22,20.6666666666667,1.52752523165195,FALSE
"F7","scenedesmus","13","D3","146D3","Plate_13_146D3_F7","3",2020-02-13 10:09:07,66.4141666666667,21,20.6666666666667,1.52752523165195,FALSE
"G7","scenedesmus","13","D3","146D3","Plate_13_146D3_G7","3",2020-02-13 10:09:07,66.4141666666667,19,20.6666666666667,1.52752523165195,FALSE
"B8","scenedesmus","13","D3","147D3","Plate_13_147D3_B8","3",2020-02-13 10:09:07,66.4141666666667,23,22.3333333333333,1.15470053837925,FALSE
"C8","scenedesmus","13","D3","147D3","Plate_13_147D3_C8","3",2020-02-13 10:09:07,66.4141666666667,21,22.3333333333333,1.15470053837925,FALSE
"D8","scenedesmus","13","D3","147D3","Plate_13_147D3_D8","3",2020-02-13 10:09:07,66.4141666666667,23,22.3333333333333,1.15470053837925,FALSE
"E8","scenedesmus","13","Ctrl","AC","Plate_13_AC_E8","3",2020-02-13 10:09:07,66.4141666666667,20,21,1.4142135623731,FALSE
"F8","scenedesmus","13","Ctrl","AC","Plate_13_AC_F8","3",2020-02-13 10:09:07,66.4141666666667,20,21,1.4142135623731,FALSE
"G8","scenedesmus","13","Ctrl","AC","Plate_13_AC_G8","3",2020-02-13 10:09:07,66.4141666666667,20,21,1.4142135623731,FALSE
"B9","scenedesmus","13","D3","149D3","Plate_13_149D3_B9","3",2020-02-13 10:09:07,66.4141666666667,37,35.6666666666667,3.21455025366432,FALSE
"C9","scenedesmus","13","D3","149D3","Plate_13_149D3_C9","3",2020-02-13 10:09:07,66.4141666666667,32,35.6666666666667,3.21455025366432,FALSE
"D9","scenedesmus","13","D3","149D3","Plate_13_149D3_D9","3",2020-02-13 10:09:07,66.4141666666667,38,35.6666666666667,3.21455025366432,FALSE
"E9","scenedesmus","13","D3","150D3","Plate_13_150D3_E9","3",2020-02-13 10:09:07,66.4141666666667,28,27,1.73205080756888,FALSE
"F9","scenedesmus","13","D3","150D3","Plate_13_150D3_F9","3",2020-02-13 10:09:07,66.4141666666667,25,27,1.73205080756888,FALSE
"G9","scenedesmus","13","D3","150D3","Plate_13_150D3_G9","3",2020-02-13 10:09:07,66.4141666666667,28,27,1.73205080756888,FALSE
"B10","scenedesmus","13","D3","151D3","Plate_13_151D3_B10","3",2020-02-13 10:09:07,66.4141666666667,25,22.6666666666667,2.08166599946613,FALSE
"C10","scenedesmus","13","D3","151D3","Plate_13_151D3_C10","3",2020-02-13 10:09:07,66.4141666666667,21,22.6666666666667,2.08166599946613,FALSE
"D10","scenedesmus","13","D3","151D3","Plate_13_151D3_D10","3",2020-02-13 10:09:07,66.4141666666667,22,22.6666666666667,2.08166599946613,FALSE
"E10","scenedesmus","13","D3","152D3","Plate_13_152D3_E10","3",2020-02-13 10:09:07,66.4141666666667,24,26,1.73205080756888,FALSE
"F10","scenedesmus","13","D3","152D3","Plate_13_152D3_F10","3",2020-02-13 10:09:07,66.4141666666667,27,26,1.73205080756888,FALSE
"G10","scenedesmus","13","D3","152D3","Plate_13_152D3_G10","3",2020-02-13 10:09:07,66.4141666666667,27,26,1.73205080756888,FALSE
"B11","scenedesmus","13","Ctrl","AC","Plate_13_AC_B11","3",2020-02-13 10:09:07,66.4141666666667,21,21,1.4142135623731,FALSE
"C11","scenedesmus","13","Ctrl","AC","Plate_13_AC_C11","3",2020-02-13 10:09:07,66.4141666666667,24,21,1.4142135623731,TRUE
"D11","scenedesmus","13","Ctrl","AC","Plate_13_AC_D11","3",2020-02-13 10:09:07,66.4141666666667,21,21,1.4142135623731,FALSE
"E11","scenedesmus","13","Ctrl","AC","Plate_13_AC_E11","3",2020-02-13 10:09:07,66.4141666666667,21,21,1.4142135623731,FALSE
"F11","scenedesmus","13","Ctrl","MC","Plate_13_MC_F11","3",2020-02-13 10:09:07,66.4141666666667,2,1.5,0.707106781186548,FALSE
"G11","scenedesmus","13","Ctrl","MC","Plate_13_MC_G11","3",2020-02-13 10:09:07,66.4141666666667,1,1.5,0.707106781186548,FALSE
"B2","scenedesmus","13","D3","133D3","Plate_13_133D3_B2","4",2020-02-14 11:18:36,91.5722222222222,75,76.3333333333333,2.3094010767585,FALSE
"C2","scenedesmus","13","D3","133D3","Plate_13_133D3_C2","4",2020-02-14 11:18:36,91.5722222222222,79,76.3333333333333,2.3094010767585,FALSE
"D2","scenedesmus","13","D3","133D3","Plate_13_133D3_D2","4",2020-02-14 11:18:36,91.5722222222222,75,76.3333333333333,2.3094010767585,FALSE
"E2","scenedesmus","13","D3","134D3","Plate_13_134D3_E2","4",2020-02-14 11:18:36,91.5722222222222,70,70.6666666666667,1.15470053837925,FALSE
"F2","scenedesmus","13","D3","134D3","Plate_13_134D3_F2","4",2020-02-14 11:18:36,91.5722222222222,70,70.6666666666667,1.15470053837925,FALSE
"G2","scenedesmus","13","D3","134D3","Plate_13_134D3_G2","4",2020-02-14 11:18:36,91.5722222222222,72,70.6666666666667,1.15470053837925,FALSE
"B3","scenedesmus","13","D3","135D3","Plate_13_135D3_B3","4",2020-02-14 11:18:36,91.5722222222222,62,65.3333333333333,4.16333199893227,FALSE
"C3","scenedesmus","13","D3","135D3","Plate_13_135D3_C3","4",2020-02-14 11:18:36,91.5722222222222,64,65.3333333333333,4.16333199893227,FALSE
"D3","scenedesmus","13","D3","135D3","Plate_13_135D3_D3","4",2020-02-14 11:18:36,91.5722222222222,70,65.3333333333333,4.16333199893227,FALSE
"E3","scenedesmus","13","D3","127,1D3","Plate_13_127,1D3_E3","4",2020-02-14 11:18:36,91.5722222222222,57,60.6666666666667,3.51188458428425,FALSE
"F3","scenedesmus","13","D3","127,1D3","Plate_13_127,1D3_F3","4",2020-02-14 11:18:36,91.5722222222222,61,60.6666666666667,3.51188458428425,FALSE
"G3","scenedesmus","13","D3","127,1D3","Plate_13_127,1D3_G3","4",2020-02-14 11:18:36,91.5722222222222,64,60.6666666666667,3.51188458428425,FALSE
"B4","scenedesmus","13","D3","137D3","Plate_13_137D3_B4","4",2020-02-14 11:18:36,91.5722222222222,59,56.6666666666667,3.21455025366432,FALSE
"C4","scenedesmus","13","D3","137D3","Plate_13_137D3_C4","4",2020-02-14 11:18:36,91.5722222222222,53,56.6666666666667,3.21455025366432,FALSE
"D4","scenedesmus","13","D3","137D3","Plate_13_137D3_D4","4",2020-02-14 11:18:36,91.5722222222222,58,56.6666666666667,3.21455025366432,FALSE
"E4","scenedesmus","13","D3","139D3","Plate_13_139D3_E4","4",2020-02-14 11:18:36,91.5722222222222,58,61.6666666666667,3.51188458428425,FALSE
"F4","scenedesmus","13","D3","139D3","Plate_13_139D3_F4","4",2020-02-14 11:18:36,91.5722222222222,62,61.6666666666667,3.51188458428425,FALSE
"G4","scenedesmus","13","D3","139D3","Plate_13_139D3_G4","4",2020-02-14 11:18:36,91.5722222222222,65,61.6666666666667,3.51188458428425,FALSE
"B5","scenedesmus","13","D3","141D3","Plate_13_141D3_B5","4",2020-02-14 11:18:36,91.5722222222222,59,59.3333333333333,1.52752523165195,FALSE
"C5","scenedesmus","13","D3","141D3","Plate_13_141D3_C5","4",2020-02-14 11:18:36,91.5722222222222,61,59.3333333333333,1.52752523165195,FALSE
"D5","scenedesmus","13","D3","141D3","Plate_13_141D3_D5","4",2020-02-14 11:18:36,91.5722222222222,58,59.3333333333333,1.52752523165195,FALSE
"E5","scenedesmus","13","D3","142D3","Plate_13_142D3_E5","4",2020-02-14 11:18:36,91.5722222222222,63,64,4.58257569495584,FALSE
"F5","scenedesmus","13","D3","142D3","Plate_13_142D3_F5","4",2020-02-14 11:18:36,91.5722222222222,60,64,4.58257569495584,FALSE
"G5","scenedesmus","13","D3","142D3","Plate_13_142D3_G5","4",2020-02-14 11:18:36,91.5722222222222,69,64,4.58257569495584,FALSE
"B6","scenedesmus","13","D3","143D3","Plate_13_143D3_B6","4",2020-02-14 11:18:36,91.5722222222222,56,60.6666666666667,4.16333199893227,FALSE
"C6","scenedesmus","13","D3","143D3","Plate_13_143D3_C6","4",2020-02-14 11:18:36,91.5722222222222,64,60.6666666666667,4.16333199893227,FALSE
"D6","scenedesmus","13","D3","143D3","Plate_13_143D3_D6","4",2020-02-14 11:18:36,91.5722222222222,62,60.6666666666667,4.16333199893227,FALSE
"E6","scenedesmus","13","D3","129D3","Plate_13_129D3_E6","4",2020-02-14 11:18:36,91.5722222222222,88,92.3333333333333,9.29157324317757,FALSE
"F6","scenedesmus","13","D3","129D3","Plate_13_129D3_F6","4",2020-02-14 11:18:36,91.5722222222222,86,92.3333333333333,9.29157324317757,FALSE
