"Well","host_species","plate_no","Day_isolated","Isolate","exact_isolate","read_day","read_time","read_timeHours","ChlA_100","day_mean","day_sd","Outlier"
"B5","selenastrum","23","D31","124,3DF","Plate_23_124,3DF_B5","11",2021-03-05 12:02:07,258.184444444444,416,397,17.3493515728975,FALSE
"C5","selenastrum","23","D3","240D3","Plate_23_240D3_C5","11",2021-03-05 12:02:07,258.184444444444,389,406.666666666667,15.3079500042734,FALSE
"D5","selenastrum","23","D3","223D3","Plate_23_223D3_D5","11",2021-03-05 12:02:07,258.184444444444,442,432,17.3205080756888,FALSE
"E5","selenastrum","23","D31","148DF","Plate_23_148DF_E5","11",2021-03-05 12:02:07,258.184444444444,319,312.333333333333,5.85946527708232,FALSE
"F5","selenastrum","23","D3","238D3","Plate_23_238D3_F5","11",2021-03-05 12:02:07,258.184444444444,395,394,18.5202591774521,FALSE
"G5","selenastrum","23","D3","221D3","Plate_23_221D3_G5","11",2021-03-05 12:02:07,258.184444444444,338,334.666666666667,6.65832811847939,FALSE
"B6","selenastrum","23","D31","124,3DF","Plate_23_124,3DF_B6","11",2021-03-05 12:02:07,258.184444444444,382,397,17.3493515728975,FALSE
"C6","selenastrum","23","D3","240D3","Plate_23_240D3_C6","11",2021-03-05 12:02:07,258.184444444444,416,406.666666666667,15.3079500042734,FALSE
"D6","selenastrum","23","D3","223D3","Plate_23_223D3_D6","11",2021-03-05 12:02:07,258.184444444444,442,432,17.3205080756888,FALSE
"E6","selenastrum","23","D31","148DF","Plate_23_148DF_E6","11",2021-03-05 12:02:07,258.184444444444,310,312.333333333333,5.85946527708232,FALSE
"F6","selenastrum","23","D3","238D3","Plate_23_238D3_F6","11",2021-03-05 12:02:07,258.184444444444,375,394,18.5202591774521,FALSE
"G6","selenastrum","23","D3","221D3","Plate_23_221D3_G6","11",2021-03-05 12:02:07,258.184444444444,327,334.666666666667,6.65832811847939,FALSE
"B7","selenastrum","23","D31","124,3DF","Plate_23_124,3DF_B7","11",2021-03-05 12:02:07,258.184444444444,393,397,17.3493515728975,FALSE
"C7","selenastrum","23","D3","240D3","Plate_23_240D3_C7","11",2021-03-05 12:02:07,258.184444444444,415,406.666666666667,15.3079500042734,FALSE
"D7","selenastrum","23","D3","223D3","Plate_23_223D3_D7","11",2021-03-05 12:02:07,258.184444444444,412,432,17.3205080756888,FALSE
"E7","selenastrum","23","D31","148DF","Plate_23_148DF_E7","11",2021-03-05 12:02:07,258.184444444444,308,312.333333333333,5.85946527708232,FALSE
"F7","selenastrum","23","D3","238D3","Plate_23_238D3_F7","11",2021-03-05 12:02:07,258.184444444444,412,394,18.5202591774521,FALSE
"G7","selenastrum","23","D3","221D3","Plate_23_221D3_G7","11",2021-03-05 12:02:07,258.184444444444,339,334.666666666667,6.65832811847939,FALSE
"B8","selenastrum","23","D3","202D3","Plate_23_202D3_B8","11",2021-03-05 12:02:07,258.184444444444,418,417,4.58257569495584,FALSE
"C8","selenastrum","23","D3","232D3","Plate_23_232D3_C8","11",2021-03-05 12:02:07,258.184444444444,444,423.333333333333,19.2180470738661,FALSE
"D8","selenastrum","23","D3","214D3","Plate_23_214D3_D8","11",2021-03-05 12:02:07,258.184444444444,356,347.666666666667,7.23417813807024,FALSE
"E8","selenastrum","23","D31","134DF","Plate_23_134DF_E8","11",2021-03-05 12:02:07,258.184444444444,389,366,24.0624188310319,FALSE
"F8","selenastrum","23","D31","149DF","Plate_23_149DF_F8","11",2021-03-05 12:02:07,258.184444444444,222,228,9.53939201416946,FALSE
"G8","selenastrum","23","D3","220D3","Plate_23_220D3_G8","11",2021-03-05 12:02:07,258.184444444444,329,339,10.5356537528527,FALSE
"B9","selenastrum","23","D3","202D3","Plate_23_202D3_B9","11",2021-03-05 12:02:07,258.184444444444,412,417,4.58257569495584,FALSE
"C9","selenastrum","23","D3","232D3","Plate_23_232D3_C9","11",2021-03-05 12:02:07,258.184444444444,406,423.333333333333,19.2180470738661,FALSE
"D9","selenastrum","23","D3","214D3","Plate_23_214D3_D9","11",2021-03-05 12:02:07,258.184444444444,343,347.666666666667,7.23417813807024,FALSE
"E9","selenastrum","23","D31","134DF","Plate_23_134DF_E9","11",2021-03-05 12:02:07,258.184444444444,368,366,24.0624188310319,FALSE
"F9","selenastrum","23","D31","149DF","Plate_23_149DF_F9","11",2021-03-05 12:02:07,258.184444444444,239,228,9.53939201416946,FALSE
"G9","selenastrum","23","D3","220D3","Plate_23_220D3_G9","11",2021-03-05 12:02:07,258.184444444444,338,339,10.5356537528527,FALSE
"B10","selenastrum","23","D3","202D3","Plate_23_202D3_B10","11",2021-03-05 12:02:07,258.184444444444,421,417,4.58257569495584,FALSE
"C10","selenastrum","23","D3","232D3","Plate_23_232D3_C10","11",2021-03-05 12:02:07,258.184444444444,420,423.333333333333,19.2180470738661,FALSE
"D10","selenastrum","23","D3","214D3","Plate_23_214D3_D10","11",2021-03-05 12:02:07,258.184444444444,344,347.666666666667,7.23417813807024,FALSE
"E10","selenastrum","23","D31","134DF","Plate_23_134DF_E10","11",2021-03-05 12:02:07,258.184444444444,341,366,24.0624188310319,FALSE
"F10","selenastrum","23","D31","149DF","Plate_23_149DF_F10","11",2021-03-05 12:02:07,258.184444444444,223,228,9.53939201416946,FALSE
"G10","selenastrum","23","D3","220D3","Plate_23_220D3_G10","11",2021-03-05 12:02:07,258.184444444444,350,339,10.5356537528527,FALSE
"B11","selenastrum","23","Ctrl","AC","Plate_23_AC_B11","11",2021-03-05 12:02:07,258.184444444444,369,372.5,25.8779185149553,FALSE
"C11","selenastrum","23","Ctrl","AC","Plate_23_AC_C11","11",2021-03-05 12:02:07,258.184444444444,385,372.5,25.8779185149553,FALSE
"D11","selenastrum","23","Ctrl","AC","Plate_23_AC_D11","11",2021-03-05 12:02:07,258.184444444444,338,372.5,25.8779185149553,FALSE
"E11","selenastrum","23","Ctrl","AC","Plate_23_AC_E11","11",2021-03-05 12:02:07,258.184444444444,398,372.5,25.8779185149553,FALSE
"F11","selenastrum","23","Ctrl","MC","Plate_23_MC_F11","11",2021-03-05 12:02:07,258.184444444444,1.44,1.555,0.162634559672906,FALSE
"G11","selenastrum","23","Ctrl","MC","Plate_23_MC_G11","11",2021-03-05 12:02:07,258.184444444444,1.67,1.555,0.162634559672906,FALSE
"B2","selenastrum","23","D3","207D3","Plate_23_207D3_B2","12",2021-03-06 21:05:13,291.236111111111,632,614,16.3707055437449,FALSE
"C2","selenastrum","23","D31","137DF","Plate_23_137DF_C2","12",2021-03-06 21:05:13,291.236111111111,407,418,19.9248588451713,FALSE
"D2","selenastrum","23","D3","246D3","Plate_23_246D3_D2","12",2021-03-06 21:05:13,291.236111111111,62.4,63.9,1.3228756555323,FALSE
"E2","selenastrum","23","D31","123DF","Plate_23_123DF_E2","12",2021-03-06 21:05:13,291.236111111111,465,390.666666666667,65.5769268366041,FALSE
"F2","selenastrum","23","D3","226D3","Plate_23_226D3_F2","12",2021-03-06 21:05:13,291.236111111111,468,478.333333333333,11.6761865920913,FALSE
"G2","selenastrum","23","D3","211D3","Plate_23_211D3_G2","12",2021-03-06 21:05:13,291.236111111111,430,427.333333333333,6.42910050732864,FALSE
"B3","selenastrum","23","D3","207D3","Plate_23_207D3_B3","12",2021-03-06 21:05:13,291.236111111111,610,614,16.3707055437449,FALSE
"C3","selenastrum","23","D31","137DF","Plate_23_137DF_C3","12",2021-03-06 21:05:13,291.236111111111,441,418,19.9248588451713,FALSE
"D3","selenastrum","23","D3","246D3","Plate_23_246D3_D3","12",2021-03-06 21:05:13,291.236111111111,64.9,63.9,1.3228756555323,FALSE
"E3","selenastrum","23","D31","123DF","Plate_23_123DF_E3","12",2021-03-06 21:05:13,291.236111111111,341,390.666666666667,65.5769268366041,FALSE
"F3","selenastrum","23","D3","226D3","Plate_23_226D3_F3","12",2021-03-06 21:05:13,291.236111111111,491,478.333333333333,11.6761865920913,FALSE
"G3","selenastrum","23","D3","211D3","Plate_23_211D3_G3","12",2021-03-06 21:05:13,291.236111111111,432,427.333333333333,6.42910050732864,FALSE
"B4","selenastrum","23","D3","207D3","Plate_23_207D3_B4","12",2021-03-06 21:05:13,291.236111111111,600,614,16.3707055437449,FALSE
"C4","selenastrum","23","D31","137DF","Plate_23_137DF_C4","12",2021-03-06 21:05:13,291.236111111111,406,418,19.9248588451713,FALSE
"D4","selenastrum","23","D3","246D3","Plate_23_246D3_D4","12",2021-03-06 21:05:13,291.236111111111,64.4,63.9,1.3228756555323,FALSE
"E4","selenastrum","23","D31","123DF","Plate_23_123DF_E4","12",2021-03-06 21:05:13,291.236111111111,366,390.666666666667,65.5769268366041,FALSE
"F4","selenastrum","23","D3","226D3","Plate_23_226D3_F4","12",2021-03-06 21:05:13,291.236111111111,476,478.333333333333,11.6761865920913,FALSE
"G4","selenastrum","23","D3","211D3","Plate_23_211D3_G4","12",2021-03-06 21:05:13,291.236111111111,420,427.333333333333,6.42910050732864,FALSE
"B5","selenastrum","23","D31","124,3DF","Plate_23_124,3DF_B5","12",2021-03-06 21:05:13,291.236111111111,463,445,15.7162336455017,FALSE
"C5","selenastrum","23","D3","240D3","Plate_23_240D3_C5","12",2021-03-06 21:05:13,291.236111111111,455,452.666666666667,20.5993527406405,FALSE
"D5","selenastrum","23","D3","223D3","Plate_23_223D3_D5","12",2021-03-06 21:05:13,291.236111111111,504,500.666666666667,5.77350269189626,FALSE
"E5","selenastrum","23","D31","148DF","Plate_23_148DF_E5","12",2021-03-06 21:05:13,291.236111111111,471,474,5.19615242270663,FALSE
"F5","selenastrum","23","D3","238D3","Plate_23_238D3_F5","12",2021-03-06 21:05:13,291.236111111111,566,560.333333333333,12.5033328890074,FALSE
"G5","selenastrum","23","D3","221D3","Plate_23_221D3_G5","12",2021-03-06 21:05:13,291.236111111111,461,447.333333333333,21.9620885467055,FALSE
"B6","selenastrum","23","D31","124,3DF","Plate_23_124,3DF_B6","12",2021-03-06 21:05:13,291.236111111111,434,445,15.7162336455017,FALSE
"C6","selenastrum","23","D3","240D3","Plate_23_240D3_C6","12",2021-03-06 21:05:13,291.236111111111,472,452.666666666667,20.5993527406405,FALSE
"D6","selenastrum","23","D3","223D3","Plate_23_223D3_D6","12",2021-03-06 21:05:13,291.236111111111,494,500.666666666667,5.77350269189626,FALSE
"E6","selenastrum","23","D31","148DF","Plate_23_148DF_E6","12",2021-03-06 21:05:13,291.236111111111,471,474,5.19615242270663,FALSE
"F6","selenastrum","23","D3","238D3","Plate_23_238D3_F6","12",2021-03-06 21:05:13,291.236111111111,546,560.333333333333,12.5033328890074,FALSE
"G6","selenastrum","23","D3","221D3","Plate_23_221D3_G6","12",2021-03-06 21:05:13,291.236111111111,459,447.333333333333,21.9620885467055,FALSE
"B7","selenastrum","23","D31","124,3DF","Plate_23_124,3DF_B7","12",2021-03-06 21:05:13,291.236111111111,438,445,15.7162336455017,FALSE
"C7","selenastrum","23","D3","240D3","Plate_23_240D3_C7","12",2021-03-06 21:05:13,291.236111111111,431,452.666666666667,20.5993527406405,FALSE
"D7","selenastrum","23","D3","223D3","Plate_23_223D3_D7","12",2021-03-06 21:05:13,291.236111111111,504,500.666666666667,5.77350269189626,FALSE
"E7","selenastrum","23","D31","148DF","Plate_23_148DF_E7","12",2021-03-06 21:05:13,291.236111111111,480,474,5.19615242270663,FALSE
"F7","selenastrum","23","D3","238D3","Plate_23_238D3_F7","12",2021-03-06 21:05:13,291.236111111111,569,560.333333333333,12.5033328890074,FALSE
"G7","selenastrum","23","D3","221D3","Plate_23_221D3_G7","12",2021-03-06 21:05:13,291.236111111111,422,447.333333333333,21.9620885467055,FALSE
"B8","selenastrum","23","D3","202D3","Plate_23_202D3_B8","12",2021-03-06 21:05:13,291.236111111111,538,492,45.508241011931,FALSE
"C8","selenastrum","23","D3","232D3","Plate_23_232D3_C8","12",2021-03-06 21:05:13,291.236111111111,500,525.666666666667,32.3470761172217,FALSE
"D8","selenastrum","23","D3","214D3","Plate_23_214D3_D8","12",2021-03-06 21:05:13,291.236111111111,589,570.333333333333,17.2433562085034,FALSE
"E8","selenastrum","23","D31","134DF","Plate_23_134DF_E8","12",2021-03-06 21:05:13,291.236111111111,416,401,19.4679223339318,FALSE
"F8","selenastrum","23","D31","149DF","Plate_23_149DF_F8","12",2021-03-06 21:05:13,291.236111111111,298,303,7.81024967590665,FALSE
"G8","selenastrum","23","D3","220D3","Plate_23_220D3_G8","12",2021-03-06 21:05:13,291.236111111111,418,427.666666666667,13.4288247189891,FALSE
"B9","selenastrum","23","D3","202D3","Plate_23_202D3_B9","12",2021-03-06 21:05:13,291.236111111111,491,492,45.508241011931,FALSE
"C9","selenastrum","23","D3","232D3","Plate_23_232D3_C9","12",2021-03-06 21:05:13,291.236111111111,562,525.666666666667,32.3470761172217,FALSE
"D9","selenastrum","23","D3","214D3","Plate_23_214D3_D9","12",2021-03-06 21:05:13,291.236111111111,567,570.333333333333,17.2433562085034,FALSE
"E9","selenastrum","23","D31","134DF","Plate_23_134DF_E9","12",2021-03-06 21:05:13,291.236111111111,408,401,19.4679223339318,FALSE
"F9","selenastrum","23","D31","149DF","Plate_23_149DF_F9","12",2021-03-06 21:05:13,291.236111111111,312,303,7.81024967590665,FALSE
"G9","selenastrum","23","D3","220D3","Plate_23_220D3_G9","12",2021-03-06 21:05:13,291.236111111111,422,427.666666666667,13.4288247189891,FALSE
"B10","selenastrum","23","D3","202D3","Plate_23_202D3_B10","12",2021-03-06 21:05:13,291.236111111111,447,492,45.508241011931,FALSE
"C10","selenastrum","23","D3","232D3","Plate_23_232D3_C10","12",2021-03-06 21:05:13,291.236111111111,515,525.666666666667,32.3470761172217,FALSE
"D10","selenastrum","23","D3","214D3","Plate_23_214D3_D10","12",2021-03-06 21:05:13,291.236111111111,555,570.333333333333,17.2433562085034,FALSE
"E10","selenastrum","23","D31","134DF","Plate_23_134DF_E10","12",2021-03-06 21:05:13,291.236111111111,379,401,19.4679223339318,FALSE
"F10","selenastrum","23","D31","149DF","Plate_23_149DF_F10","12",2021-03-06 21:05:13,291.236111111111,299,303,7.81024967590665,FALSE
"G10","selenastrum","23","D3","220D3","Plate_23_220D3_G10","12",2021-03-06 21:05:13,291.236111111111,443,427.666666666667,13.4288247189891,FALSE
"B11","selenastrum","23","Ctrl","AC","Plate_23_AC_B11","12",2021-03-06 21:05:13,291.236111111111,484,454.75,50.8420757509631,FALSE
"C11","selenastrum","23","Ctrl","AC","Plate_23_AC_C11","12",2021-03-06 21:05:13,291.236111111111,502,454.75,50.8420757509631,FALSE
"D11","selenastrum","23","Ctrl","AC","Plate_23_AC_D11","12",2021-03-06 21:05:13,291.236111111111,446,454.75,50.8420757509631,FALSE
"E11","selenastrum","23","Ctrl","AC","Plate_23_AC_E11","12",2021-03-06 21:05:13,291.236111111111,387,454.75,50.8420757509631,FALSE
"F11","selenastrum","23","Ctrl","MC","Plate_23_MC_F11","12",2021-03-06 21:05:13,291.236111111111,1.56,1.835,0.388908729652601,FALSE
"G11","selenastrum","23","Ctrl","MC","Plate_23_MC_G11","12",2021-03-06 21:05:13,291.236111111111,2.11,1.835,0.388908729652601,FALSE
"B2","selenastrum","23","D3","207D3","Plate_23_207D3_B2","2",2021-02-24 14:34:04,44.7169444444444,18,16.9666666666667,1.45716619962629,FALSE
"C2","selenastrum","23","D31","137DF","Plate_23_137DF_C2","2",2021-02-24 14:34:04,44.7169444444444,8.11,8.51666666666667,0.801519390491168,FALSE
"D2","selenastrum","23","D3","246D3","Plate_23_246D3_D2","2",2021-02-24 14:34:04,44.7169444444444,8.89,7.59333333333333,1.15612859723014,FALSE
"E2","selenastrum","23","D31","123DF","Plate_23_123DF_E2","2",2021-02-24 14:34:04,44.7169444444444,9.78,9.92333333333333,0.162583311976763,FALSE
"F2","selenastrum","23","D3","226D3","Plate_23_226D3_F2","2",2021-02-24 14:34:04,44.7169444444444,8.56,10.32,1.5274815874504,FALSE
"G2","selenastrum","23","D3","211D3","Plate_23_211D3_G2","2",2021-02-24 14:34:04,44.7169444444444,8.78,10.16,1.3155987230155,FALSE
"B3","selenastrum","23","D3","207D3","Plate_23_207D3_B3","2",2021-02-24 14:34:04,44.7169444444444,17.6,16.9666666666667,1.45716619962629,FALSE
"C3","selenastrum","23","D31","137DF","Plate_23_137DF_C3","2",2021-02-24 14:34:04,44.7169444444444,8,8.51666666666667,0.801519390491168,FALSE
"D3","selenastrum","23","D3","246D3","Plate_23_246D3_D3","2",2021-02-24 14:34:04,44.7169444444444,6.67,7.59333333333333,1.15612859723014,FALSE
"E3","selenastrum","23","D31","123DF","Plate_23_123DF_E3","2",2021-02-24 14:34:04,44.7169444444444,10.1,9.92333333333333,0.162583311976763,FALSE
"F3","selenastrum","23","D3","226D3","Plate_23_226D3_F3","2",2021-02-24 14:34:04,44.7169444444444,11.3,10.32,1.5274815874504,FALSE
"G3","selenastrum","23","D3","211D3","Plate_23_211D3_G3","2",2021-02-24 14:34:04,44.7169444444444,11.4,10.16,1.3155987230155,FALSE
"B4","selenastrum","23","D3","207D3","Plate_23_207D3_B4","2",2021-02-24 14:34:04,44.7169444444444,15.3,16.9666666666667,1.45716619962629,FALSE
"C4","selenastrum","23","D31","137DF","Plate_23_137DF_C4","2",2021-02-24 14:34:04,44.7169444444444,9.44,8.51666666666667,0.801519390491168,FALSE
"D4","selenastrum","23","D3","246D3","Plate_23_246D3_D4","2",2021-02-24 14:34:04,44.7169444444444,7.22,7.59333333333333,1.15612859723014,FALSE
"E4","selenastrum","23","D31","123DF","Plate_23_123DF_E4","2",2021-02-24 14:34:04,44.7169444444444,9.89,9.92333333333333,0.162583311976763,FALSE
"F4","selenastrum","23","D3","226D3","Plate_23_226D3_F4","2",2021-02-24 14:34:04,44.7169444444444,11.1,10.32,1.5274815874504,FALSE
"G4","selenastrum","23","D3","211D3","Plate_23_211D3_G4","2",2021-02-24 14:34:04,44.7169444444444,10.3,10.16,1.3155987230155,FALSE
"B5","selenastrum","23","D31","124,3DF","Plate_23_124,3DF_B5","2",2021-02-24 14:34:04,44.7169444444444,12.9,12.3,0.600000000000001,FALSE
"C5","selenastrum","23","D3","240D3","Plate_23_240D3_C5","2",2021-02-24 14:34:04,44.7169444444444,10.4,10.9666666666667,1.15902257671425,FALSE
"D5","selenastrum","23","D3","223D3","Plate_23_223D3_D5","2",2021-02-24 14:34:04,44.7169444444444,12,12.0333333333333,0.650640709864771,FALSE
"E5","selenastrum","23","D31","148DF","Plate_23_148DF_E5","2",2021-02-24 14:34:04,44.7169444444444,8.22,8.81333333333333,0.525483903971695,FALSE
"F5","selenastrum","23","D3","238D3","Plate_23_238D3_F5","2",2021-02-24 14:34:04,44.7169444444444,14.1,13.1,0.866025403784439,FALSE
"G5","selenastrum","23","D3","221D3","Plate_23_221D3_G5","2",2021-02-24 14:34:04,44.7169444444444,12.3,10.4333333333333,1.66295920976232,FALSE
"B6","selenastrum","23","D31","124,3DF","Plate_23_124,3DF_B6","2",2021-02-24 14:34:04,44.7169444444444,11.7,12.3,0.600000000000001,FALSE
"C6","selenastrum","23","D3","240D3","Plate_23_240D3_C6","2",2021-02-24 14:34:04,44.7169444444444,10.2,10.9666666666667,1.15902257671425,FALSE
"D6","selenastrum","23","D3","223D3","Plate_23_223D3_D6","2",2021-02-24 14:34:04,44.7169444444444,12.7,12.0333333333333,0.650640709864771,FALSE
"E6","selenastrum","23","D31","148DF","Plate_23_148DF_E6","2",2021-02-24 14:34:04,44.7169444444444,9.22,8.81333333333333,0.525483903971695,FALSE
"F6","selenastrum","23","D3","238D3","Plate_23_238D3_F6","2",2021-02-24 14:34:04,44.7169444444444,12.6,13.1,0.866025403784439,FALSE
"G6","selenastrum","23","D3","221D3","Plate_23_221D3_G6","2",2021-02-24 14:34:04,44.7169444444444,9.11,10.4333333333333,1.66295920976232,FALSE
"B7","selenastrum","23","D31","124,3DF","Plate_23_124,3DF_B7","2",2021-02-24 14:34:04,44.7169444444444,12.3,12.3,0.600000000000001,FALSE
"C7","selenastrum","23","D3","240D3","Plate_23_240D3_C7","2",2021-02-24 14:34:04,44.7169444444444,12.3,10.9666666666667,1.15902257671425,FALSE
"D7","selenastrum","23","D3","223D3","Plate_23_223D3_D7","2",2021-02-24 14:34:04,44.7169444444444,11.4,12.0333333333333,0.650640709864771,FALSE
"E7","selenastrum","23","D31","148DF","Plate_23_148DF_E7","2",2021-02-24 14:34:04,44.7169444444444,9,8.81333333333333,0.525483903971695,FALSE
"F7","selenastrum","23","D3","238D3","Plate_23_238D3_F7","2",2021-02-24 14:34:04,44.7169444444444,12.6,13.1,0.866025403784439,FALSE
"G7","selenastrum","23","D3","221D3","Plate_23_221D3_G7","2",2021-02-24 14:34:04,44.7169444444444,9.89,10.4333333333333,1.66295920976232,FALSE
"B8","selenastrum","23","D3","202D3","Plate_23_202D3_B8","2",2021-02-24 14:34:04,44.7169444444444,11,10.0733333333333,0.820325138791524,FALSE
"C8","selenastrum","23","D3","232D3","Plate_23_232D3_C8","2",2021-02-24 14:34:04,44.7169444444444,11.6,12.3,0.818535277187245,FALSE
"D8","selenastrum","23","D3","214D3","Plate_23_214D3_D8","2",2021-02-24 14:34:04,44.7169444444444,10.9,13.0333333333333,2.01328918273887,FALSE
"E8","selenastrum","23","D31","134DF","Plate_23_134DF_E8","2",2021-02-24 14:34:04,44.7169444444444,11.6,10.9666666666667,0.55075705472861,FALSE
"F8","selenastrum","23","D31","149DF","Plate_23_149DF_F8","2",2021-02-24 14:34:04,44.7169444444444,11.4,11.0333333333333,0.814452781524708,FALSE
"G8","selenastrum","23","D3","220D3","Plate_23_220D3_G8","2",2021-02-24 14:34:04,44.7169444444444,9.33,10.81,1.29046503245923,FALSE
"B9","selenastrum","23","D3","202D3","Plate_23_202D3_B9","2",2021-02-24 14:34:04,44.7169444444444,9.44,10.0733333333333,0.820325138791524,FALSE
"C9","selenastrum","23","D3","232D3","Plate_23_232D3_C9","2",2021-02-24 14:34:04,44.7169444444444,12.1,12.3,0.818535277187245,FALSE
"D9","selenastrum","23","D3","214D3","Plate_23_214D3_D9","2",2021-02-24 14:34:04,44.7169444444444,13.3,13.0333333333333,2.01328918273887,FALSE
"E9","selenastrum","23","D31","134DF","Plate_23_134DF_E9","2",2021-02-24 14:34:04,44.7169444444444,10.6,10.9666666666667,0.55075705472861,FALSE
"F9","selenastrum","23","D31","149DF","Plate_23_149DF_F9","2",2021-02-24 14:34:04,44.7169444444444,10.1,11.0333333333333,0.814452781524708,FALSE
"G9","selenastrum","23","D3","220D3","Plate_23_220D3_G9","2",2021-02-24 14:34:04,44.7169444444444,11.7,10.81,1.29046503245923,FALSE
"B10","selenastrum","23","D3","202D3","Plate_23_202D3_B10","2",2021-02-24 14:34:04,44.7169444444444,9.78,10.0733333333333,0.820325138791524,FALSE
"C10","selenastrum","23","D3","232D3","Plate_23_232D3_C10","2",2021-02-24 14:34:04,44.7169444444444,13.2,12.3,0.818535277187245,FALSE
"D10","selenastrum","23","D3","214D3","Plate_23_214D3_D10","2",2021-02-24 14:34:04,44.7169444444444,14.9,13.0333333333333,2.01328918273887,FALSE
"E10","selenastrum","23","D31","134DF","Plate_23_134DF_E10","2",2021-02-24 14:34:04,44.7169444444444,10.7,10.9666666666667,0.55075705472861,FALSE
"F10","selenastrum","23","D31","149DF","Plate_23_149DF_F10","2",2021-02-24 14:34:04,44.7169444444444,11.6,11.0333333333333,0.814452781524708,FALSE
"G10","selenastrum","23","D3","220D3","Plate_23_220D3_G10","2",2021-02-24 14:34:04,44.7169444444444,11.4,10.81,1.29046503245923,FALSE
"B11","selenastrum","23","Ctrl","AC","Plate_23_AC_B11","2",2021-02-24 14:34:04,44.7169444444444,8.89,8.915,0.345108678534748,FALSE
"C11","selenastrum","23","Ctrl","AC","Plate_23_AC_C11","2",2021-02-24 14:34:04,44.7169444444444,9.11,8.915,0.345108678534748,FALSE
"D11","selenastrum","23","Ctrl","AC","Plate_23_AC_D11","2",2021-02-24 14:34:04,44.7169444444444,9.22,8.915,0.345108678534748,FALSE
"E11","selenastrum","23","Ctrl","AC","Plate_23_AC_E11","2",2021-02-24 14:34:04,44.7169444444444,8.44,8.915,0.345108678534748,FALSE
"F11","selenastrum","23","Ctrl","MC","Plate_23_MC_F11","2",2021-02-24 14:34:04,44.7169444444444,1.33,1.885,0.784888527117068,FALSE
"G11","selenastrum","23","Ctrl","MC","Plate_23_MC_G11","2",2021-02-24 14:34:04,44.7169444444444,2.44,1.885,0.784888527117068,FALSE
"B2","selenastrum","23","D3","207D3","Plate_23_207D3_B2","3",2021-02-25 12:28:06,66.6175,34.4,34.9666666666667,0.814452781524707,FALSE
"C2","selenastrum","23","D31","137DF","Plate_23_137DF_C2","3",2021-02-25 12:28:06,66.6175,13,13.7666666666667,1.0785793124909,FALSE
"D2","selenastrum","23","D3","246D3","Plate_23_246D3_D2","3",2021-02-25 12:28:06,66.6175,9.44,8.48,1.21790804250567,FALSE
"E2","selenastrum","23","D31","123DF","Plate_23_123DF_E2","3",2021-02-25 12:28:06,66.6175,15,14.8333333333333,0.66583281184794,FALSE
"F2","selenastrum","23","D3","226D3","Plate_23_226D3_F2","3",2021-02-25 12:28:06,66.6175,18.6,18.6666666666667,1.50111069989303,FALSE
"G2","selenastrum","23","D3","211D3","Plate_23_211D3_G2","3",2021-02-25 12:28:06,66.6175,14.9,15.4333333333333,0.838649708360607,FALSE
"B3","selenastrum","23","D3","207D3","Plate_23_207D3_B3","3",2021-02-25 12:28:06,66.6175,35.9,34.9666666666667,0.814452781524707,FALSE
"C3","selenastrum","23","D31","137DF","Plate_23_137DF_C3","3",2021-02-25 12:28:06,66.6175,13.3,13.7666666666667,1.0785793124909,FALSE
"D3","selenastrum","23","D3","246D3","Plate_23_246D3_D3","3",2021-02-25 12:28:06,66.6175,8.89,8.48,1.21790804250567,FALSE
"E3","selenastrum","23","D31","123DF","Plate_23_123DF_E3","3",2021-02-25 12:28:06,66.6175,14.1,14.8333333333333,0.66583281184794,FALSE
"F3","selenastrum","23","D3","226D3","Plate_23_226D3_F3","3",2021-02-25 12:28:06,66.6175,17.2,18.6666666666667,1.50111069989303,FALSE
"G3","selenastrum","23","D3","211D3","Plate_23_211D3_G3","3",2021-02-25 12:28:06,66.6175,15,15.4333333333333,0.838649708360607,FALSE
"B4","selenastrum","23","D3","207D3","Plate_23_207D3_B4","3",2021-02-25 12:28:06,66.6175,34.6,34.9666666666667,0.814452781524707,FALSE
"C4","selenastrum","23","D31","137DF","Plate_23_137DF_C4","3",2021-02-25 12:28:06,66.6175,15,13.7666666666667,1.0785793124909,FALSE
"D4","selenastrum","23","D3","246D3","Plate_23_246D3_D4","3",2021-02-25 12:28:06,66.6175,7.11,8.48,1.21790804250567,FALSE
"E4","selenastrum","23","D31","123DF","Plate_23_123DF_E4","3",2021-02-25 12:28:06,66.6175,15.4,14.8333333333333,0.66583281184794,FALSE
"F4","selenastrum","23","D3","226D3","Plate_23_226D3_F4","3",2021-02-25 12:28:06,66.6175,20.2,18.6666666666667,1.50111069989303,FALSE
"G4","selenastrum","23","D3","211D3","Plate_23_211D3_G4","3",2021-02-25 12:28:06,66.6175,16.4,15.4333333333333,0.838649708360607,FALSE
"B5","selenastrum","23","D31","124,3DF","Plate_23_124,3DF_B5","3",2021-02-25 12:28:06,66.6175,18.2,17.4,1.05830052442584,FALSE
"C5","selenastrum","23","D3","240D3","Plate_23_240D3_C5","3",2021-02-25 12:28:06,66.6175,21.2,20.5666666666667,2.02566861389847,FALSE
"D5","selenastrum","23","D3","223D3","Plate_23_223D3_D5","3",2021-02-25 12:28:06,66.6175,28.3,27.5333333333333,1.32790561913614,FALSE
"E5","selenastrum","23","D31","148DF","Plate_23_148DF_E5","3",2021-02-25 12:28:06,66.6175,12.9,14.1666666666667,1.62583311976763,FALSE
