"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",2.11,"SPL1",2021-02-22 12:03:10
"C2",1.44,"SPL2",2021-02-22 12:03:10
"D2",543,"SPL3",2021-02-22 12:03:10
"E2",481,"SPL4",2021-02-22 12:03:10
"F2",517,"SPL5",2021-02-22 12:03:10
"G2",479,"SPL6",2021-02-22 12:03:10
"B3",649,"SPL7",2021-02-22 12:03:10
"C3",571,"SPL8",2021-02-22 12:03:10
"D3",665,"SPL9",2021-02-22 12:03:10
"E3",610,"SPL10",2021-02-22 12:03:10
"F3",602,"SPL11",2021-02-22 12:03:10
"G3",624,"SPL12",2021-02-22 12:03:10
"B4",589,"SPL13",2021-02-22 12:03:10
"C4",534,"SPL14",2021-02-22 12:03:10
"D4",667,"SPL15",2021-02-22 12:03:10
"E4",619,"SPL16",2021-02-22 12:03:10
"F4",576,"SPL17",2021-02-22 12:03:10
"G4",610,"SPL18",2021-02-22 12:03:10
"B5",590,"SPL19",2021-02-22 12:03:10
"C5",512,"SPL20",2021-02-22 12:03:10
"D5",666,"SPL21",2021-02-22 12:03:10
"E5",585,"SPL22",2021-02-22 12:03:10
"F5",585,"SPL23",2021-02-22 12:03:10
"G5",519,"SPL24",2021-02-22 12:03:10
"B6",858,"SPL25",2021-02-22 12:03:10
"C6",739,"SPL26",2021-02-22 12:03:10
"D6",580,"SPL27",2021-02-22 12:03:10
"E6",528,"SPL28",2021-02-22 12:03:10
"F6",74.1,"SPL29",2021-02-22 12:03:10
"G6",684,"SPL30",2021-02-22 12:03:10
"B7",1273,"SPL31",2021-02-22 12:03:10
"C7",1194,"SPL32",2021-02-22 12:03:10
"D7",509,"SPL33",2021-02-22 12:03:10
"E7",794,"SPL34",2021-02-22 12:03:10
"F7",62.3,"SPL35",2021-02-22 12:03:10
"G7",651,"SPL36",2021-02-22 12:03:10
"B8",746,"SPL37",2021-02-22 12:03:10
"C8",731,"SPL38",2021-02-22 12:03:10
"D8",684,"SPL39",2021-02-22 12:03:10
"E8",484,"SPL40",2021-02-22 12:03:10
"F8",83.1,"SPL41",2021-02-22 12:03:10
"G8",752,"SPL42",2021-02-22 12:03:10
"B9",844,"SPL43",2021-02-22 12:03:10
"C9",700,"SPL44",2021-02-22 12:03:10
"D9",568,"SPL45",2021-02-22 12:03:10
"E9",761,"SPL46",2021-02-22 12:03:10
"F9",371,"SPL47",2021-02-22 12:03:10
"G9",508,"SPL48",2021-02-22 12:03:10
"B10",650,"SPL49",2021-02-22 12:03:10
"C10",139,"SPL50",2021-02-22 12:03:10
"D10",565,"SPL51",2021-02-22 12:03:10
"E10",785,"SPL52",2021-02-22 12:03:10
"F10",362,"SPL53",2021-02-22 12:03:10
"G10",492,"SPL54",2021-02-22 12:03:10
"B11",747,"SPL55",2021-02-22 12:03:10
"C11",167,"SPL56",2021-02-22 12:03:10
"D11",576,"SPL57",2021-02-22 12:03:10
"E11",692,"SPL58",2021-02-22 12:03:10
"F11",453,"SPL59",2021-02-22 12:03:10
"G11",582,"SPL60",2021-02-22 12:03:10
