"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",511,"SPL1",2021-02-08 17:01:12
"C2",367,"SPL2",2021-02-08 17:01:12
"D2",479,"SPL3",2021-02-08 17:01:12
"E2",451,"SPL4",2021-02-08 17:01:12
"F2",447,"SPL5",2021-02-08 17:01:12
"G2",437,"SPL6",2021-02-08 17:01:12
"B3",450,"SPL7",2021-02-08 17:01:12
"C3",384,"SPL8",2021-02-08 17:01:12
"D3",503,"SPL9",2021-02-08 17:01:12
"E3",459,"SPL10",2021-02-08 17:01:12
"F3",467,"SPL11",2021-02-08 17:01:12
"G3",426,"SPL12",2021-02-08 17:01:12
"B4",495,"SPL13",2021-02-08 17:01:12
"C4",415,"SPL14",2021-02-08 17:01:12
"D4",500,"SPL15",2021-02-08 17:01:12
"E4",482,"SPL16",2021-02-08 17:01:12
"F4",388,"SPL17",2021-02-08 17:01:12
"G4",381,"SPL18",2021-02-08 17:01:12
"B5",476,"SPL19",2021-02-08 17:01:12
"C5",465,"SPL20",2021-02-08 17:01:12
"D5",451,"SPL21",2021-02-08 17:01:12
"E5",426,"SPL22",2021-02-08 17:01:12
"F5",488,"SPL23",2021-02-08 17:01:12
"G5",435,"SPL24",2021-02-08 17:01:12
"B6",488,"SPL25",2021-02-08 17:01:12
"C6",516,"SPL26",2021-02-08 17:01:12
"D6",450,"SPL27",2021-02-08 17:01:12
"E6",471,"SPL28",2021-02-08 17:01:12
"F6",479,"SPL29",2021-02-08 17:01:12
"G6",429,"SPL30",2021-02-08 17:01:12
"B7",466,"SPL31",2021-02-08 17:01:12
"C7",444,"SPL32",2021-02-08 17:01:12
"D7",445,"SPL33",2021-02-08 17:01:12
"E7",456,"SPL34",2021-02-08 17:01:12
"F7",499,"SPL35",2021-02-08 17:01:12
"G7",462,"SPL36",2021-02-08 17:01:12
"B8",365,"SPL37",2021-02-08 17:01:12
"C8",469,"SPL38",2021-02-08 17:01:12
"D8",465,"SPL39",2021-02-08 17:01:12
"E8",431,"SPL40",2021-02-08 17:01:12
"F8",445,"SPL41",2021-02-08 17:01:12
"G8",436,"SPL42",2021-02-08 17:01:12
"B9",440,"SPL43",2021-02-08 17:01:12
"C9",464,"SPL44",2021-02-08 17:01:12
"D9",475,"SPL45",2021-02-08 17:01:12
"E9",449,"SPL46",2021-02-08 17:01:12
"F9",442,"SPL47",2021-02-08 17:01:12
"G9",446,"SPL48",2021-02-08 17:01:12
"B10",400,"SPL49",2021-02-08 17:01:12
"C10",459,"SPL50",2021-02-08 17:01:12
"D10",430,"SPL51",2021-02-08 17:01:12
"E10",426,"SPL52",2021-02-08 17:01:12
"F10",416,"SPL53",2021-02-08 17:01:12
"G10",456,"SPL54",2021-02-08 17:01:12
"B11",467,"SPL55",2021-02-08 17:01:12
"C11",450,"SPL56",2021-02-08 17:01:12
"D11",456,"SPL57",2021-02-08 17:01:12
"E11",396,"SPL58",2021-02-08 17:01:12
"F11",2,"SPL59",2021-02-08 17:01:12
"G11",2,"SPL60",2021-02-08 17:01:12
