"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",436,"SPL1",2021-02-07 13:16:06
"C2",446,"SPL2",2021-02-07 13:16:06
"D2",488,"SPL3",2021-02-07 13:16:06
"E2",364,"SPL4",2021-02-07 13:16:06
"F2",429,"SPL5",2021-02-07 13:16:06
"G2",394,"SPL6",2021-02-07 13:16:06
"B3",356,"SPL7",2021-02-07 13:16:06
"C3",380,"SPL8",2021-02-07 13:16:06
"D3",444,"SPL9",2021-02-07 13:16:06
"E3",384,"SPL10",2021-02-07 13:16:06
"F3",384,"SPL11",2021-02-07 13:16:06
"G3",381,"SPL12",2021-02-07 13:16:06
"B4",335,"SPL13",2021-02-07 13:16:06
"C4",441,"SPL14",2021-02-07 13:16:06
"D4",446,"SPL15",2021-02-07 13:16:06
"E4",511,"SPL16",2021-02-07 13:16:06
"F4",409,"SPL17",2021-02-07 13:16:06
"G4",397,"SPL18",2021-02-07 13:16:06
"B5",415,"SPL19",2021-02-07 13:16:06
"C5",399,"SPL20",2021-02-07 13:16:06
"D5",299,"SPL21",2021-02-07 13:16:06
"E5",383,"SPL22",2021-02-07 13:16:06
"F5",407,"SPL23",2021-02-07 13:16:06
"G5",342,"SPL24",2021-02-07 13:16:06
"B6",441,"SPL25",2021-02-07 13:16:06
"C6",404,"SPL26",2021-02-07 13:16:06
"D6",320,"SPL27",2021-02-07 13:16:06
"E6",388,"SPL28",2021-02-07 13:16:06
"F6",364,"SPL29",2021-02-07 13:16:06
"G6",442,"SPL30",2021-02-07 13:16:06
"B7",498,"SPL31",2021-02-07 13:16:06
"C7",392,"SPL32",2021-02-07 13:16:06
"D7",374,"SPL33",2021-02-07 13:16:06
"E7",386,"SPL34",2021-02-07 13:16:06
"F7",389,"SPL35",2021-02-07 13:16:06
"G7",439,"SPL36",2021-02-07 13:16:06
"B8",471,"SPL37",2021-02-07 13:16:06
"C8",387,"SPL38",2021-02-07 13:16:06
"D8",367,"SPL39",2021-02-07 13:16:06
"E8",316,"SPL40",2021-02-07 13:16:06
"F8",368,"SPL41",2021-02-07 13:16:06
"G8",391,"SPL42",2021-02-07 13:16:06
"B9",452,"SPL43",2021-02-07 13:16:06
"C9",377,"SPL44",2021-02-07 13:16:06
"D9",358,"SPL45",2021-02-07 13:16:06
"E9",346,"SPL46",2021-02-07 13:16:06
"F9",356,"SPL47",2021-02-07 13:16:06
"G9",380,"SPL48",2021-02-07 13:16:06
"B10",488,"SPL49",2021-02-07 13:16:06
"C10",412,"SPL50",2021-02-07 13:16:06
"D10",373,"SPL51",2021-02-07 13:16:06
"E10",303,"SPL52",2021-02-07 13:16:06
"F10",387,"SPL53",2021-02-07 13:16:06
"G10",377,"SPL54",2021-02-07 13:16:06
"B11",401,"SPL55",2021-02-07 13:16:06
"C11",413,"SPL56",2021-02-07 13:16:06
"D11",357,"SPL57",2021-02-07 13:16:06
"E11",355,"SPL58",2021-02-07 13:16:06
"F11",2,"SPL59",2021-02-07 13:16:06
"G11",1,"SPL60",2021-02-07 13:16:06
