"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",73,"SPL1",2021-02-14 08:49:07
"C2",194,"SPL2",2021-02-14 08:49:07
"D2",211,"SPL3",2021-02-14 08:49:07
"E2",178,"SPL4",2021-02-14 08:49:07
"F2",161,"SPL5",2021-02-14 08:49:07
"G2",71.7,"SPL6",2021-02-14 08:49:07
"B3",80.2,"SPL7",2021-02-14 08:49:07
"C3",176,"SPL8",2021-02-14 08:49:07
"D3",178,"SPL9",2021-02-14 08:49:07
"E3",190,"SPL10",2021-02-14 08:49:07
"F3",168,"SPL11",2021-02-14 08:49:07
"G3",84.7,"SPL12",2021-02-14 08:49:07
"B4",104,"SPL13",2021-02-14 08:49:07
"C4",170,"SPL14",2021-02-14 08:49:07
"D4",201,"SPL15",2021-02-14 08:49:07
"E4",184,"SPL16",2021-02-14 08:49:07
"F4",167,"SPL17",2021-02-14 08:49:07
"G4",78.2,"SPL18",2021-02-14 08:49:07
"B5",164,"SPL19",2021-02-14 08:49:07
"C5",104,"SPL20",2021-02-14 08:49:07
"D5",164,"SPL21",2021-02-14 08:49:07
"E5",89,"SPL22",2021-02-14 08:49:07
"F5",192,"SPL23",2021-02-14 08:49:07
"G5",126,"SPL24",2021-02-14 08:49:07
"B6",177,"SPL25",2021-02-14 08:49:07
"C6",121,"SPL26",2021-02-14 08:49:07
"D6",192,"SPL27",2021-02-14 08:49:07
"E6",98.3,"SPL28",2021-02-14 08:49:07
"F6",188,"SPL29",2021-02-14 08:49:07
"G6",127,"SPL30",2021-02-14 08:49:07
"B7",179,"SPL31",2021-02-14 08:49:07
"C7",121,"SPL32",2021-02-14 08:49:07
"D7",97.8,"SPL33",2021-02-14 08:49:07
"E7",102,"SPL34",2021-02-14 08:49:07
"F7",191,"SPL35",2021-02-14 08:49:07
"G7",140,"SPL36",2021-02-14 08:49:07
"B8",209,"SPL37",2021-02-14 08:49:07
"C8",163,"SPL38",2021-02-14 08:49:07
"D8",203,"SPL39",2021-02-14 08:49:07
"E8",134,"SPL40",2021-02-14 08:49:07
"F8",152,"SPL41",2021-02-14 08:49:07
"G8",96.9,"SPL42",2021-02-14 08:49:07
"B9",179,"SPL43",2021-02-14 08:49:07
"C9",166,"SPL44",2021-02-14 08:49:07
"D9",210,"SPL45",2021-02-14 08:49:07
"E9",121,"SPL46",2021-02-14 08:49:07
"F9",163,"SPL47",2021-02-14 08:49:07
"G9",106,"SPL48",2021-02-14 08:49:07
"B10",204,"SPL49",2021-02-14 08:49:07
"C10",168,"SPL50",2021-02-14 08:49:07
"D10",206,"SPL51",2021-02-14 08:49:07
"E10",136,"SPL52",2021-02-14 08:49:07
"F10",155,"SPL53",2021-02-14 08:49:07
"G10",98.7,"SPL54",2021-02-14 08:49:07
"B11",114,"SPL55",2021-02-14 08:49:07
"C11",114,"SPL56",2021-02-14 08:49:07
"D11",113,"SPL57",2021-02-14 08:49:07
"E11",116,"SPL58",2021-02-14 08:49:07
"F11",2.44,"SPL59",2021-02-14 08:49:07
"G11",1.78,"SPL60",2021-02-14 08:49:07
