"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",1360,"SPL1",2021-02-24 14:56:46
"C2",740,"SPL2",2021-02-24 14:56:46
"D2",1279,"SPL3",2021-02-24 14:56:46
"E2",911,"SPL4",2021-02-24 14:56:46
"F2",692,"SPL5",2021-02-24 14:56:46
"G2",1025,"SPL6",2021-02-24 14:56:46
"B3",1115,"SPL7",2021-02-24 14:56:46
"C3",773,"SPL8",2021-02-24 14:56:46
"D3",1168,"SPL9",2021-02-24 14:56:46
"E3",676,"SPL10",2021-02-24 14:56:46
"F3",571,"SPL11",2021-02-24 14:56:46
"G3",1088,"SPL12",2021-02-24 14:56:46
"B4",1056,"SPL13",2021-02-24 14:56:46
"C4",750,"SPL14",2021-02-24 14:56:46
"D4",1192,"SPL15",2021-02-24 14:56:46
"E4",756,"SPL16",2021-02-24 14:56:46
"F4",714,"SPL17",2021-02-24 14:56:46
"G4",1132,"SPL18",2021-02-24 14:56:46
"B5",1100,"SPL19",2021-02-24 14:56:46
"C5",1400,"SPL20",2021-02-24 14:56:46
"D5",1284,"SPL21",2021-02-24 14:56:46
"E5",1247,"SPL22",2021-02-24 14:56:46
"F5",859,"SPL23",2021-02-24 14:56:46
"G5",739,"SPL24",2021-02-24 14:56:46
"B6",1087,"SPL25",2021-02-24 14:56:46
"C6",1379,"SPL26",2021-02-24 14:56:46
"D6",1248,"SPL27",2021-02-24 14:56:46
"E6",1126,"SPL28",2021-02-24 14:56:46
"F6",890,"SPL29",2021-02-24 14:56:46
"G6",799,"SPL30",2021-02-24 14:56:46
"B7",1135,"SPL31",2021-02-24 14:56:46
"C7",1299,"SPL32",2021-02-24 14:56:46
"D7",1279,"SPL33",2021-02-24 14:56:46
"E7",1253,"SPL34",2021-02-24 14:56:46
"F7",920,"SPL35",2021-02-24 14:56:46
"G7",734,"SPL36",2021-02-24 14:56:46
"B8",1373,"SPL37",2021-02-24 14:56:46
"C8",1056,"SPL38",2021-02-24 14:56:46
"D8",1191,"SPL39",2021-02-24 14:56:46
"E8",1052,"SPL40",2021-02-24 14:56:46
"F8",955,"SPL41",2021-02-24 14:56:46
"G8",973,"SPL42",2021-02-24 14:56:46
"B9",966,"SPL43",2021-02-24 14:56:46
"C9",1090,"SPL44",2021-02-24 14:56:46
"D9",1264,"SPL45",2021-02-24 14:56:46
"E9",1157,"SPL46",2021-02-24 14:56:46
"F9",1014,"SPL47",2021-02-24 14:56:46
"G9",868,"SPL48",2021-02-24 14:56:46
"B10",1326,"SPL49",2021-02-24 14:56:46
"C10",999,"SPL50",2021-02-24 14:56:46
"D10",1239,"SPL51",2021-02-24 14:56:46
"E10",1090,"SPL52",2021-02-24 14:56:46
"F10",939,"SPL53",2021-02-24 14:56:46
"G10",1005,"SPL54",2021-02-24 14:56:46
"B11",826,"SPL55",2021-02-24 14:56:46
"C11",688,"SPL56",2021-02-24 14:56:46
"D11",729,"SPL57",2021-02-24 14:56:46
"E11",660,"SPL58",2021-02-24 14:56:46
"F11",3.11,"SPL59",2021-02-24 14:56:46
"G11",2.22,"SPL60",2021-02-24 14:56:46
