Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,522,SPL1,,5/12/2021 16:54
C2,540,SPL2,,5/12/2021 16:54
D2,569,SPL3,,5/12/2021 16:54
E2,749,SPL4,,5/12/2021 16:54
F2,691,SPL5,,5/12/2021 16:54
G2,716,SPL6,,5/12/2021 16:54
B3,551,SPL7,,5/12/2021 16:54
C3,577,SPL8,,5/12/2021 16:54
D3,537,SPL9,,5/12/2021 16:54
E3,847,SPL10,,5/12/2021 16:54
F3,882,SPL11,,5/12/2021 16:54
G3,803,SPL12,,5/12/2021 16:54
B4,432,SPL13,,5/12/2021 16:54
C4,513,SPL14,,5/12/2021 16:54
D4,421,SPL15,,5/12/2021 16:54
E4,682,SPL16,,5/12/2021 16:54
F4,743,SPL17,,5/12/2021 16:54
G4,712,SPL18,,5/12/2021 16:54
B5,611,SPL19,,5/12/2021 16:54
C5,531,SPL20,,5/12/2021 16:54
D5,411,SPL21,,5/12/2021 16:54
E5,759,SPL22,,5/12/2021 16:54
F5,704,SPL23,,5/12/2021 16:54
G5,638,SPL24,,5/12/2021 16:54
B6,894,SPL25,,5/12/2021 16:54
C6,789,SPL26,,5/12/2021 16:54
D6,727,SPL27,,5/12/2021 16:54
E6,571,SPL28,,5/12/2021 16:54
F6,600,SPL29,,5/12/2021 16:54
G6,529,SPL30,,5/12/2021 16:54
B7,380,SPL31,,5/12/2021 16:54
C7,421,SPL32,,5/12/2021 16:54
D7,456,SPL33,,5/12/2021 16:54
E7,784,SPL34,,5/12/2021 16:54
F7,665,SPL35,,5/12/2021 16:54
G7,630,SPL36,,5/12/2021 16:54
B8,439,SPL37,,5/12/2021 16:54
C8,411,SPL38,,5/12/2021 16:54
D8,441,SPL39,,5/12/2021 16:54
E8,743,SPL40,,5/12/2021 16:54
F8,727,SPL41,,5/12/2021 16:54
G8,676,SPL42,,5/12/2021 16:54
B9,449,SPL43,,5/12/2021 16:54
C9,455,SPL44,,5/12/2021 16:54
D9,428,SPL45,,5/12/2021 16:54
E9,640,SPL46,,5/12/2021 16:54
F9,635,SPL47,,5/12/2021 16:54
G9,647,SPL48,,5/12/2021 16:54
B10,684,SPL49,,5/12/2021 16:54
C10,603,SPL50,,5/12/2021 16:54
D10,541,SPL51,,5/12/2021 16:54
E10,615,SPL52,,5/12/2021 16:54
F10,601,SPL53,,5/12/2021 16:54
G10,612,SPL54,,5/12/2021 16:54
B11,641,SPL55,,5/12/2021 16:54
C11,551,SPL56,,5/12/2021 16:54
D11,613,SPL57,,5/12/2021 16:54
E11,497,SPL58,,5/12/2021 16:54
F11,507,SPL59,,5/12/2021 16:54
G11,515,SPL60,,5/12/2021 16:54
F12,2.11,SPL61,,5/12/2021 16:54
G12,1.78,SPL62,,5/12/2021 16:54
