Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,327,SPL1,,5/24/2021 14:01
C2,341,SPL2,,5/24/2021 14:01
D2,342,SPL3,,5/24/2021 14:01
E2,418,SPL4,,5/24/2021 14:01
F2,376,SPL5,,5/24/2021 14:01
G2,402,SPL6,,5/24/2021 14:01
B3,326,SPL7,,5/24/2021 14:01
C3,341,SPL8,,5/24/2021 14:01
D3,380,SPL9,,5/24/2021 14:01
E3,401,SPL10,,5/24/2021 14:01
F3,409,SPL11,,5/24/2021 14:01
G3,467,SPL12,,5/24/2021 14:01
B4,322,SPL13,,5/24/2021 14:01
C4,330,SPL14,,5/24/2021 14:01
D4,325,SPL15,,5/24/2021 14:01
E4,395,SPL16,,5/24/2021 14:01
F4,387,SPL17,,5/24/2021 14:01
G4,412,SPL18,,5/24/2021 14:01
B5,283,SPL19,,5/24/2021 14:01
C5,307,SPL20,,5/24/2021 14:01
D5,322,SPL21,,5/24/2021 14:01
E5,372,SPL22,,5/24/2021 14:01
F5,387,SPL23,,5/24/2021 14:01
G5,356,SPL24,,5/24/2021 14:01
B6,449,SPL25,,5/24/2021 14:01
C6,387,SPL26,,5/24/2021 14:01
D6,447,SPL27,,5/24/2021 14:01
E6,464,SPL28,,5/24/2021 14:01
F6,462,SPL29,,5/24/2021 14:01
G6,487,SPL30,,5/24/2021 14:01
B7,382,SPL31,,5/24/2021 14:01
C7,412,SPL32,,5/24/2021 14:01
D7,375,SPL33,,5/24/2021 14:01
E7,451,SPL34,,5/24/2021 14:01
F7,381,SPL35,,5/24/2021 14:01
G7,399,SPL36,,5/24/2021 14:01
B8,355,SPL37,,5/24/2021 14:01
C8,334,SPL38,,5/24/2021 14:01
D8,351,SPL39,,5/24/2021 14:01
E8,443,SPL40,,5/24/2021 14:01
F8,433,SPL41,,5/24/2021 14:01
G8,445,SPL42,,5/24/2021 14:01
B9,443,SPL43,,5/24/2021 14:01
C9,447,SPL44,,5/24/2021 14:01
D9,456,SPL45,,5/24/2021 14:01
E9,274,SPL46,,5/24/2021 14:01
F9,265,SPL47,,5/24/2021 14:01
G9,282,SPL48,,5/24/2021 14:01
B10,346,SPL49,,5/24/2021 14:01
C10,340,SPL50,,5/24/2021 14:01
D10,304,SPL51,,5/24/2021 14:01
E10,307,SPL52,,5/24/2021 14:01
F10,314,SPL53,,5/24/2021 14:01
G10,306,SPL54,,5/24/2021 14:01
B11,331,SPL55,,5/24/2021 14:01
C11,322,SPL56,,5/24/2021 14:01
D11,313,SPL57,,5/24/2021 14:01
E11,293,SPL58,,5/24/2021 14:01
F11,297,SPL59,,5/24/2021 14:01
G11,294,SPL60,,5/24/2021 14:01
F12,1.44,SPL61,,5/24/2021 14:01
G12,2.11,SPL62,,5/24/2021 14:01
