Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,518,SPL1,,5/28/2021 14:13
C2,537,SPL2,,5/28/2021 14:13
D2,556,SPL3,,5/28/2021 14:13
E2,477,SPL4,,5/28/2021 14:13
F2,481,SPL5,,5/28/2021 14:13
G2,461,SPL6,,5/28/2021 14:13
B3,470,SPL7,,5/28/2021 14:13
C3,364,SPL8,,5/28/2021 14:13
D3,435,SPL9,,5/28/2021 14:13
E3,511,SPL10,,5/28/2021 14:13
F3,464,SPL11,,5/28/2021 14:13
G3,406,SPL12,,5/28/2021 14:13
B4,438,SPL13,,5/28/2021 14:13
C4,513,SPL14,,5/28/2021 14:13
D4,409,SPL15,,5/28/2021 14:13
E4,486,SPL16,,5/28/2021 14:13
F4,465,SPL17,,5/28/2021 14:13
G4,417,SPL18,,5/28/2021 14:13
B5,344,SPL19,,5/28/2021 14:13
C5,371,SPL20,,5/28/2021 14:13
D5,392,SPL21,,5/28/2021 14:13
E5,468,SPL22,,5/28/2021 14:13
F5,488,SPL23,,5/28/2021 14:13
G5,434,SPL24,,5/28/2021 14:13
B6,481,SPL25,,5/28/2021 14:13
C6,467,SPL26,,5/28/2021 14:13
D6,496,SPL27,,5/28/2021 14:13
E6,817,SPL28,,5/28/2021 14:13
F6,793,SPL29,,5/28/2021 14:13
G6,775,SPL30,,5/28/2021 14:13
B7,644,SPL31,,5/28/2021 14:13
C7,591,SPL32,,5/28/2021 14:13
D7,587,SPL33,,5/28/2021 14:13
E7,627,SPL34,,5/28/2021 14:13
F7,607,SPL35,,5/28/2021 14:13
G7,679,SPL36,,5/28/2021 14:13
B8,669,SPL37,,5/28/2021 14:13
C8,675,SPL38,,5/28/2021 14:13
D8,591,SPL39,,5/28/2021 14:13
E8,666,SPL40,,5/28/2021 14:13
F8,738,SPL41,,5/28/2021 14:13
G8,773,SPL42,,5/28/2021 14:13
B9,606,SPL43,,5/28/2021 14:13
C9,604,SPL44,,5/28/2021 14:13
D9,556,SPL45,,5/28/2021 14:13
E9,366,SPL46,,5/28/2021 14:13
F9,385,SPL47,,5/28/2021 14:13
G9,437,SPL48,,5/28/2021 14:13
B10,511,SPL49,,5/28/2021 14:13
C10,463,SPL50,,5/28/2021 14:13
D10,373,SPL51,,5/28/2021 14:13
E10,523,SPL52,,5/28/2021 14:13
F10,508,SPL53,,5/28/2021 14:13
G10,532,SPL54,,5/28/2021 14:13
B11,539,SPL55,,5/28/2021 14:13
C11,531,SPL56,,5/28/2021 14:13
D11,483,SPL57,,5/28/2021 14:13
E11,525,SPL58,,5/28/2021 14:13
F11,454,SPL59,,5/28/2021 14:13
G11,435,SPL60,,5/28/2021 14:13
F12,2.44,SPL61,,5/28/2021 14:13
G12,1.78,SPL62,,5/28/2021 14:13
