Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,310,SPL1,,5/5/2021 11:34
C2,385,SPL2,,5/5/2021 11:34
D2,350,SPL3,,5/5/2021 11:34
E2,274,SPL4,,5/5/2021 11:34
F2,259,SPL5,,5/5/2021 11:34
G2,254,SPL6,,5/5/2021 11:34
B3,332,SPL7,,5/5/2021 11:34
C3,381,SPL8,,5/5/2021 11:34
D3,376,SPL9,,5/5/2021 11:34
E3,296,SPL10,,5/5/2021 11:34
F3,271,SPL11,,5/5/2021 11:34
G3,290,SPL12,,5/5/2021 11:34
B4,340,SPL13,,5/5/2021 11:34
C4,334,SPL14,,5/5/2021 11:34
D4,379,SPL15,,5/5/2021 11:34
E4,246,SPL16,,5/5/2021 11:34
F4,251,SPL17,,5/5/2021 11:34
G4,254,SPL18,,5/5/2021 11:34
B5,288,SPL19,,5/5/2021 11:34
C5,314,SPL20,,5/5/2021 11:34
D5,315,SPL21,,5/5/2021 11:34
E5,259,SPL22,,5/5/2021 11:34
F5,271,SPL23,,5/5/2021 11:34
G5,238,SPL24,,5/5/2021 11:34
B6,444,SPL25,,5/5/2021 11:34
C6,383,SPL26,,5/5/2021 11:34
D6,413,SPL27,,5/5/2021 11:34
E6,406,SPL28,,5/5/2021 11:34
F6,373,SPL29,,5/5/2021 11:34
G6,387,SPL30,,5/5/2021 11:34
B7,360,SPL31,,5/5/2021 11:34
C7,356,SPL32,,5/5/2021 11:34
D7,360,SPL33,,5/5/2021 11:34
E7,353,SPL34,,5/5/2021 11:34
F7,363,SPL35,,5/5/2021 11:34
G7,404,SPL36,,5/5/2021 11:34
B8,370,SPL37,,5/5/2021 11:34
C8,354,SPL38,,5/5/2021 11:34
D8,379,SPL39,,5/5/2021 11:34
E8,260,SPL40,,5/5/2021 11:34
F8,245,SPL41,,5/5/2021 11:34
G8,268,SPL42,,5/5/2021 11:34
B9,409,SPL43,,5/5/2021 11:34
C9,398,SPL44,,5/5/2021 11:34
D9,433,SPL45,,5/5/2021 11:34
E9,238,SPL46,,5/5/2021 11:34
F9,258,SPL47,,5/5/2021 11:34
G9,281,SPL48,,5/5/2021 11:34
B10,305,SPL49,,5/5/2021 11:34
C10,300,SPL50,,5/5/2021 11:34
D10,301,SPL51,,5/5/2021 11:34
E10,248,SPL52,,5/5/2021 11:34
F10,242,SPL53,,5/5/2021 11:34
G10,249,SPL54,,5/5/2021 11:34
B11,291,SPL55,,5/5/2021 11:34
C11,291,SPL56,,5/5/2021 11:34
D11,267,SPL57,,5/5/2021 11:34
E11,252,SPL58,,5/5/2021 11:34
F11,248,SPL59,,5/5/2021 11:34
G11,269,SPL60,,5/5/2021 11:34
F12,1.89,SPL61,,5/5/2021 11:34
G12,1.89,SPL62,,5/5/2021 11:34
