Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,94.8,SPL1,,5/1/2021 17:46
C2,112,SPL2,,5/1/2021 17:46
D2,98.2,SPL3,,5/1/2021 17:46
E2,76.2,SPL4,,5/1/2021 17:46
F2,80.4,SPL5,,5/1/2021 17:46
G2,84.1,SPL6,,5/1/2021 17:46
B3,134,SPL7,,5/1/2021 17:46
C3,142,SPL8,,5/1/2021 17:46
D3,127,SPL9,,5/1/2021 17:46
E3,98.8,SPL10,,5/1/2021 17:46
F3,93.4,SPL11,,5/1/2021 17:46
G3,94.2,SPL12,,5/1/2021 17:46
B4,105,SPL13,,5/1/2021 17:46
C4,87.9,SPL14,,5/1/2021 17:46
D4,107,SPL15,,5/1/2021 17:46
E4,80.8,SPL16,,5/1/2021 17:46
F4,81.3,SPL17,,5/1/2021 17:46
G4,74,SPL18,,5/1/2021 17:46
B5,96.2,SPL19,,5/1/2021 17:46
C5,98.2,SPL20,,5/1/2021 17:46
D5,95.2,SPL21,,5/1/2021 17:46
E5,74,SPL22,,5/1/2021 17:46
F5,74.4,SPL23,,5/1/2021 17:46
G5,71.6,SPL24,,5/1/2021 17:46
B6,75,SPL25,,5/1/2021 17:46
C6,84.9,SPL26,,5/1/2021 17:46
D6,79.7,SPL27,,5/1/2021 17:46
E6,86.8,SPL28,,5/1/2021 17:46
F6,72.1,SPL29,,5/1/2021 17:46
G6,68.2,SPL30,,5/1/2021 17:46
B7,112,SPL31,,5/1/2021 17:46
C7,112,SPL32,,5/1/2021 17:46
D7,113,SPL33,,5/1/2021 17:46
E7,94.3,SPL34,,5/1/2021 17:46
F7,95.3,SPL35,,5/1/2021 17:46
G7,111,SPL36,,5/1/2021 17:46
B8,87.7,SPL37,,5/1/2021 17:46
C8,83.3,SPL38,,5/1/2021 17:46
D8,91.6,SPL39,,5/1/2021 17:46
E8,72.4,SPL40,,5/1/2021 17:46
F8,69.7,SPL41,,5/1/2021 17:46
G8,71.3,SPL42,,5/1/2021 17:46
B9,97.9,SPL43,,5/1/2021 17:46
C9,92.6,SPL44,,5/1/2021 17:46
D9,88.7,SPL45,,5/1/2021 17:46
E9,59.1,SPL46,,5/1/2021 17:46
F9,65.4,SPL47,,5/1/2021 17:46
G9,68.7,SPL48,,5/1/2021 17:46
B10,55.7,SPL49,,5/1/2021 17:46
C10,52.2,SPL50,,5/1/2021 17:46
D10,60.4,SPL51,,5/1/2021 17:46
E10,57.2,SPL52,,5/1/2021 17:46
F10,52,SPL53,,5/1/2021 17:46
G10,60.9,SPL54,,5/1/2021 17:46
B11,81.9,SPL55,,5/1/2021 17:46
C11,82.1,SPL56,,5/1/2021 17:46
D11,78.2,SPL57,,5/1/2021 17:46
E11,50.7,SPL58,,5/1/2021 17:46
F11,48,SPL59,,5/1/2021 17:46
G11,55.7,SPL60,,5/1/2021 17:46
F12,1.89,SPL61,,5/1/2021 17:46
G12,1.67,SPL62,,5/1/2021 17:46
