Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,152,SPL1,,5/21/2021 15:31
C2,138,SPL2,,5/21/2021 15:31
D2,161,SPL3,,5/21/2021 15:31
E2,157,SPL4,,5/21/2021 15:31
F2,151,SPL5,,5/21/2021 15:31
G2,186,SPL6,,5/21/2021 15:31
B3,163,SPL7,,5/21/2021 15:31
C3,166,SPL8,,5/21/2021 15:31
D3,184,SPL9,,5/21/2021 15:31
E3,183,SPL10,,5/21/2021 15:31
F3,176,SPL11,,5/21/2021 15:31
G3,195,SPL12,,5/21/2021 15:31
B4,148,SPL13,,5/21/2021 15:31
C4,150,SPL14,,5/21/2021 15:31
D4,142,SPL15,,5/21/2021 15:31
E4,162,SPL16,,5/21/2021 15:31
F4,155,SPL17,,5/21/2021 15:31
G4,184,SPL18,,5/21/2021 15:31
B5,124,SPL19,,5/21/2021 15:31
C5,135,SPL20,,5/21/2021 15:31
D5,147,SPL21,,5/21/2021 15:31
E5,153,SPL22,,5/21/2021 15:31
F5,169,SPL23,,5/21/2021 15:31
G5,150,SPL24,,5/21/2021 15:31
B6,191,SPL25,,5/21/2021 15:31
C6,177,SPL26,,5/21/2021 15:31
D6,182,SPL27,,5/21/2021 15:31
E6,165,SPL28,,5/21/2021 15:31
F6,156,SPL29,,5/21/2021 15:31
G6,180,SPL30,,5/21/2021 15:31
B7,164,SPL31,,5/21/2021 15:31
C7,170,SPL32,,5/21/2021 15:31
D7,155,SPL33,,5/21/2021 15:31
E7,157,SPL34,,5/21/2021 15:31
F7,139,SPL35,,5/21/2021 15:31
G7,140,SPL36,,5/21/2021 15:31
B8,172,SPL37,,5/21/2021 15:31
C8,157,SPL38,,5/21/2021 15:31
D8,165,SPL39,,5/21/2021 15:31
E8,140,SPL40,,5/21/2021 15:31
F8,141,SPL41,,5/21/2021 15:31
G8,148,SPL42,,5/21/2021 15:31
B9,146,SPL43,,5/21/2021 15:31
C9,152,SPL44,,5/21/2021 15:31
D9,149,SPL45,,5/21/2021 15:31
E9,79.6,SPL46,,5/21/2021 15:31
F9,74.1,SPL47,,5/21/2021 15:31
G9,79.9,SPL48,,5/21/2021 15:31
B10,195,SPL49,,5/21/2021 15:31
C10,171,SPL50,,5/21/2021 15:31
D10,175,SPL51,,5/21/2021 15:31
E10,156,SPL52,,5/21/2021 15:31
F10,155,SPL53,,5/21/2021 15:31
G10,150,SPL54,,5/21/2021 15:31
B11,172,SPL55,,5/21/2021 15:31
C11,178,SPL56,,5/21/2021 15:31
D11,151,SPL57,,5/21/2021 15:31
E11,104,SPL58,,5/21/2021 15:31
F11,114,SPL59,,5/21/2021 15:31
G11,112,SPL60,,5/21/2021 15:31
F12,2.33,SPL61,,5/21/2021 15:31
G12,1.67,SPL62,,5/21/2021 15:31
