Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,20.6,SPL1,,5/19/2021 13:43
C2,14.7,SPL2,,5/19/2021 13:43
D2,21.6,SPL3,,5/19/2021 13:43
E2,15.6,SPL4,,5/19/2021 13:43
F2,12,SPL5,,5/19/2021 13:43
G2,12,SPL6,,5/19/2021 13:43
B3,19.3,SPL7,,5/19/2021 13:43
C3,19.1,SPL8,,5/19/2021 13:43
D3,19.3,SPL9,,5/19/2021 13:43
E3,13.3,SPL10,,5/19/2021 13:43
F3,11.7,SPL11,,5/19/2021 13:43
G3,11,SPL12,,5/19/2021 13:43
B4,24.4,SPL13,,5/19/2021 13:43
C4,24.6,SPL14,,5/19/2021 13:43
D4,24.8,SPL15,,5/19/2021 13:43
E4,17.1,SPL16,,5/19/2021 13:43
F4,14.8,SPL17,,5/19/2021 13:43
G4,17.1,SPL18,,5/19/2021 13:43
B5,20.2,SPL19,,5/19/2021 13:43
C5,20.1,SPL20,,5/19/2021 13:43
D5,21.2,SPL21,,5/19/2021 13:43
E5,12.4,SPL22,,5/19/2021 13:43
F5,13,SPL23,,5/19/2021 13:43
G5,11.8,SPL24,,5/19/2021 13:43
B6,16.8,SPL25,,5/19/2021 13:43
C6,15.9,SPL26,,5/19/2021 13:43
D6,15.2,SPL27,,5/19/2021 13:43
E6,11.9,SPL28,,5/19/2021 13:43
F6,11.8,SPL29,,5/19/2021 13:43
G6,11.9,SPL30,,5/19/2021 13:43
B7,20.3,SPL31,,5/19/2021 13:43
C7,19.3,SPL32,,5/19/2021 13:43
D7,16.1,SPL33,,5/19/2021 13:43
E7,14.1,SPL34,,5/19/2021 13:43
F7,12.4,SPL35,,5/19/2021 13:43
G7,12.3,SPL36,,5/19/2021 13:43
B8,24.7,SPL37,,5/19/2021 13:43
C8,22.3,SPL38,,5/19/2021 13:43
D8,20.9,SPL39,,5/19/2021 13:43
E8,13.2,SPL40,,5/19/2021 13:43
F8,13,SPL41,,5/19/2021 13:43
G8,11.3,SPL42,,5/19/2021 13:43
B9,17.3,SPL43,,5/19/2021 13:43
C9,16.4,SPL44,,5/19/2021 13:43
D9,20.4,SPL45,,5/19/2021 13:43
E9,10.1,SPL46,,5/19/2021 13:43
F9,7.67,SPL47,,5/19/2021 13:43
G9,9.11,SPL48,,5/19/2021 13:43
B10,14.7,SPL49,,5/19/2021 13:43
C10,14.6,SPL50,,5/19/2021 13:43
D10,11.7,SPL51,,5/19/2021 13:43
E10,14,SPL52,,5/19/2021 13:43
F10,16.3,SPL53,,5/19/2021 13:43
G10,15,SPL54,,5/19/2021 13:43
B11,17.2,SPL55,,5/19/2021 13:43
C11,13.4,SPL56,,5/19/2021 13:43
D11,15.3,SPL57,,5/19/2021 13:43
E11,12,SPL58,,5/19/2021 13:43
F11,11.4,SPL59,,5/19/2021 13:43
G11,10.8,SPL60,,5/19/2021 13:43
F12,2.11,SPL61,,5/19/2021 13:43
G12,2.44,SPL62,,5/19/2021 13:43
