Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,326,SPL1,,5/7/2021 10:30
C2,407,SPL2,,5/7/2021 10:30
D2,417,SPL3,,5/7/2021 10:30
E2,394,SPL4,,5/7/2021 10:30
F2,364,SPL5,,5/7/2021 10:30
G2,425,SPL6,,5/7/2021 10:30
B3,355,SPL7,,5/7/2021 10:30
C3,432,SPL8,,5/7/2021 10:30
D3,405,SPL9,,5/7/2021 10:30
E3,395,SPL10,,5/7/2021 10:30
F3,394,SPL11,,5/7/2021 10:30
G3,419,SPL12,,5/7/2021 10:30
B4,413,SPL13,,5/7/2021 10:30
C4,399,SPL14,,5/7/2021 10:30
D4,467,SPL15,,5/7/2021 10:30
E4,412,SPL16,,5/7/2021 10:30
F4,409,SPL17,,5/7/2021 10:30
G4,390,SPL18,,5/7/2021 10:30
B5,335,SPL19,,5/7/2021 10:30
C5,362,SPL20,,5/7/2021 10:30
D5,373,SPL21,,5/7/2021 10:30
E5,423,SPL22,,5/7/2021 10:30
F5,424,SPL23,,5/7/2021 10:30
G5,407,SPL24,,5/7/2021 10:30
B6,505,SPL25,,5/7/2021 10:30
C6,484,SPL26,,5/7/2021 10:30
D6,506,SPL27,,5/7/2021 10:30
E6,566,SPL28,,5/7/2021 10:30
F6,524,SPL29,,5/7/2021 10:30
G6,542,SPL30,,5/7/2021 10:30
B7,428,SPL31,,5/7/2021 10:30
C7,412,SPL32,,5/7/2021 10:30
D7,441,SPL33,,5/7/2021 10:30
E7,514,SPL34,,5/7/2021 10:30
F7,542,SPL35,,5/7/2021 10:30
G7,577,SPL36,,5/7/2021 10:30
B8,512,SPL37,,5/7/2021 10:30
C8,486,SPL38,,5/7/2021 10:30
D8,524,SPL39,,5/7/2021 10:30
E8,383,SPL40,,5/7/2021 10:30
F8,340,SPL41,,5/7/2021 10:30
G8,356,SPL42,,5/7/2021 10:30
B9,463,SPL43,,5/7/2021 10:30
C9,493,SPL44,,5/7/2021 10:30
D9,477,SPL45,,5/7/2021 10:30
E9,390,SPL46,,5/7/2021 10:30
F9,373,SPL47,,5/7/2021 10:30
G9,377,SPL48,,5/7/2021 10:30
B10,345,SPL49,,5/7/2021 10:30
C10,315,SPL50,,5/7/2021 10:30
D10,320,SPL51,,5/7/2021 10:30
E10,284,SPL52,,5/7/2021 10:30
F10,270,SPL53,,5/7/2021 10:30
G10,265,SPL54,,5/7/2021 10:30
B11,341,SPL55,,5/7/2021 10:30
C11,335,SPL56,,5/7/2021 10:30
D11,324,SPL57,,5/7/2021 10:30
E11,341,SPL58,,5/7/2021 10:30
F11,353,SPL59,,5/7/2021 10:30
G11,337,SPL60,,5/7/2021 10:30
F12,2.11,SPL61,,5/7/2021 10:30
G12,1.67,SPL62,,5/7/2021 10:30
