Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,6,SPL1,,5/17/2021 17:00
C2,4.33,SPL2,,5/17/2021 17:00
D2,4.89,SPL3,,5/17/2021 17:00
E2,2.67,SPL4,,5/17/2021 17:00
F2,3,SPL5,,5/17/2021 17:00
G2,2.11,SPL6,,5/17/2021 17:00
B3,5.67,SPL7,,5/17/2021 17:00
C3,3.67,SPL8,,5/17/2021 17:00
D3,4.89,SPL9,,5/17/2021 17:00
E3,2.44,SPL10,,5/17/2021 17:00
F3,2.67,SPL11,,5/17/2021 17:00
G3,1.78,SPL12,,5/17/2021 17:00
B4,4.56,SPL13,,5/17/2021 17:00
C4,2.78,SPL14,,5/17/2021 17:00
D4,2.56,SPL15,,5/17/2021 17:00
E4,3,SPL16,,5/17/2021 17:00
F4,2.22,SPL17,,5/17/2021 17:00
G4,2.22,SPL18,,5/17/2021 17:00
B5,3.89,SPL19,,5/17/2021 17:00
C5,4.22,SPL20,,5/17/2021 17:00
D5,6.67,SPL21,,5/17/2021 17:00
E5,2.11,SPL22,,5/17/2021 17:00
F5,2.67,SPL23,,5/17/2021 17:00
G5,2.78,SPL24,,5/17/2021 17:00
B6,1.44,SPL25,,5/17/2021 17:00
C6,3.11,SPL26,,5/17/2021 17:00
D6,1.44,SPL27,,5/17/2021 17:00
E6,4.44,SPL28,,5/17/2021 17:00
F6,5.78,SPL29,,5/17/2021 17:00
G6,4.89,SPL30,,5/17/2021 17:00
B7,2.44,SPL31,,5/17/2021 17:00
C7,3,SPL32,,5/17/2021 17:00
D7,2.56,SPL33,,5/17/2021 17:00
E7,4.78,SPL34,,5/17/2021 17:00
F7,5,SPL35,,5/17/2021 17:00
G7,4.89,SPL36,,5/17/2021 17:00
B8,3.67,SPL37,,5/17/2021 17:00
C8,2.67,SPL38,,5/17/2021 17:00
D8,2.78,SPL39,,5/17/2021 17:00
E8,5,SPL40,,5/17/2021 17:00
F8,4.56,SPL41,,5/17/2021 17:00
G8,3.78,SPL42,,5/17/2021 17:00
B9,2.11,SPL43,,5/17/2021 17:00
C9,1.56,SPL44,,5/17/2021 17:00
D9,2.11,SPL45,,5/17/2021 17:00
E9,4.44,SPL46,,5/17/2021 17:00
F9,5,SPL47,,5/17/2021 17:00
G9,4.33,SPL48,,5/17/2021 17:00
B10,2.56,SPL49,,5/17/2021 17:00
C10,2.11,SPL50,,5/17/2021 17:00
D10,2,SPL51,,5/17/2021 17:00
E10,3.56,SPL52,,5/17/2021 17:00
F10,3.44,SPL53,,5/17/2021 17:00
G10,2.56,SPL54,,5/17/2021 17:00
B11,2.33,SPL55,,5/17/2021 17:00
C11,3.33,SPL56,,5/17/2021 17:00
D11,3,SPL57,,5/17/2021 17:00
E11,2.44,SPL58,,5/17/2021 17:00
F11,2.56,SPL59,,5/17/2021 17:00
G11,3,SPL60,,5/17/2021 17:00
F12,2.56,SPL61,,5/17/2021 17:00
G12,0.889,SPL62,,5/17/2021 17:00
