Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,657,SPL1,,5/28/2021 13:49
C2,690,SPL2,,5/28/2021 13:49
D2,646,SPL3,,5/28/2021 13:49
E2,416,SPL4,,5/28/2021 13:49
F2,402,SPL5,,5/28/2021 13:49
G2,421,SPL6,,5/28/2021 13:49
B3,736,SPL7,,5/28/2021 13:49
C3,725,SPL8,,5/28/2021 13:49
D3,712,SPL9,,5/28/2021 13:49
E3,456,SPL10,,5/28/2021 13:49
F3,437,SPL11,,5/28/2021 13:49
G3,489,SPL12,,5/28/2021 13:49
B4,679,SPL13,,5/28/2021 13:49
C4,637,SPL14,,5/28/2021 13:49
D4,666,SPL15,,5/28/2021 13:49
E4,463,SPL16,,5/28/2021 13:49
F4,441,SPL17,,5/28/2021 13:49
G4,430,SPL18,,5/28/2021 13:49
B5,606,SPL19,,5/28/2021 13:49
C5,563,SPL20,,5/28/2021 13:49
D5,587,SPL21,,5/28/2021 13:49
E5,385,SPL22,,5/28/2021 13:49
F5,404,SPL23,,5/28/2021 13:49
G5,366,SPL24,,5/28/2021 13:49
B6,677,SPL25,,5/28/2021 13:49
C6,610,SPL26,,5/28/2021 13:49
D6,630,SPL27,,5/28/2021 13:49
E6,610,SPL28,,5/28/2021 13:49
F6,679,SPL29,,5/28/2021 13:49
G6,703,SPL30,,5/28/2021 13:49
B7,614,SPL31,,5/28/2021 13:49
C7,627,SPL32,,5/28/2021 13:49
D7,594,SPL33,,5/28/2021 13:49
E7,662,SPL34,,5/28/2021 13:49
F7,701,SPL35,,5/28/2021 13:49
G7,688,SPL36,,5/28/2021 13:49
B8,641,SPL37,,5/28/2021 13:49
C8,676,SPL38,,5/28/2021 13:49
D8,624,SPL39,,5/28/2021 13:49
E8,660,SPL40,,5/28/2021 13:49
F8,657,SPL41,,5/28/2021 13:49
G8,620,SPL42,,5/28/2021 13:49
B9,555,SPL43,,5/28/2021 13:49
C9,560,SPL44,,5/28/2021 13:49
D9,507,SPL45,,5/28/2021 13:49
E9,465,SPL46,,5/28/2021 13:49
F9,423,SPL47,,5/28/2021 13:49
G9,442,SPL48,,5/28/2021 13:49
B10,519,SPL49,,5/28/2021 13:49
C10,511,SPL50,,5/28/2021 13:49
D10,484,SPL51,,5/28/2021 13:49
E10,392,SPL52,,5/28/2021 13:49
F10,401,SPL53,,5/28/2021 13:49
G10,400,SPL54,,5/28/2021 13:49
B11,461,SPL55,,5/28/2021 13:49
C11,480,SPL56,,5/28/2021 13:49
D11,407,SPL57,,5/28/2021 13:49
E11,500,SPL58,,5/28/2021 13:49
F11,453,SPL59,,5/28/2021 13:49
G11,381,SPL60,,5/28/2021 13:49
F12,1.78,SPL61,,5/28/2021 13:49
G12,1.56,SPL62,,5/28/2021 13:49
