Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,6.44,SPL1,,5/18/2021 16:39
C2,5,SPL2,,5/18/2021 16:39
D2,6.89,SPL3,,5/18/2021 16:39
E2,5.67,SPL4,,5/18/2021 16:39
F2,4.22,SPL5,,5/18/2021 16:39
G2,5.67,SPL6,,5/18/2021 16:39
B3,7.56,SPL7,,5/18/2021 16:39
C3,6.56,SPL8,,5/18/2021 16:39
D3,6.67,SPL9,,5/18/2021 16:39
E3,3.78,SPL10,,5/18/2021 16:39
F3,6.67,SPL11,,5/18/2021 16:39
G3,3.78,SPL12,,5/18/2021 16:39
B4,6.78,SPL13,,5/18/2021 16:39
C4,6.22,SPL14,,5/18/2021 16:39
D4,7.44,SPL15,,5/18/2021 16:39
E4,5.33,SPL16,,5/18/2021 16:39
F4,3.78,SPL17,,5/18/2021 16:39
G4,5.89,SPL18,,5/18/2021 16:39
B5,7,SPL19,,5/18/2021 16:39
C5,10,SPL20,,5/18/2021 16:39
D5,7.22,SPL21,,5/18/2021 16:39
E5,5.22,SPL22,,5/18/2021 16:39
F5,4.56,SPL23,,5/18/2021 16:39
G5,5.78,SPL24,,5/18/2021 16:39
B6,4.56,SPL25,,5/18/2021 16:39
C6,4.11,SPL26,,5/18/2021 16:39
D6,4.56,SPL27,,5/18/2021 16:39
E6,3.56,SPL28,,5/18/2021 16:39
F6,4.78,SPL29,,5/18/2021 16:39
G6,4.22,SPL30,,5/18/2021 16:39
B7,6.67,SPL31,,5/18/2021 16:39
C7,3.44,SPL32,,5/18/2021 16:39
D7,3.89,SPL33,,5/18/2021 16:39
E7,6.22,SPL34,,5/18/2021 16:39
F7,6.22,SPL35,,5/18/2021 16:39
G7,4.22,SPL36,,5/18/2021 16:39
B8,4.44,SPL37,,5/18/2021 16:39
C8,6.22,SPL38,,5/18/2021 16:39
D8,5.56,SPL39,,5/18/2021 16:39
E8,5.33,SPL40,,5/18/2021 16:39
F8,3.44,SPL41,,5/18/2021 16:39
G8,5.33,SPL42,,5/18/2021 16:39
B9,5.78,SPL43,,5/18/2021 16:39
C9,5.67,SPL44,,5/18/2021 16:39
D9,5,SPL45,,5/18/2021 16:39
E9,4.11,SPL46,,5/18/2021 16:39
F9,5.67,SPL47,,5/18/2021 16:39
G9,4.89,SPL48,,5/18/2021 16:39
B10,7.11,SPL49,,5/18/2021 16:39
C10,5.78,SPL50,,5/18/2021 16:39
D10,4.67,SPL51,,5/18/2021 16:39
E10,5.33,SPL52,,5/18/2021 16:39
F10,5.22,SPL53,,5/18/2021 16:39
G10,5.44,SPL54,,5/18/2021 16:39
B11,6.44,SPL55,,5/18/2021 16:39
C11,5.11,SPL56,,5/18/2021 16:39
D11,6.33,SPL57,,5/18/2021 16:39
E11,6.89,SPL58,,5/18/2021 16:39
F11,3.56,SPL59,,5/18/2021 16:39
G11,5.89,SPL60,,5/18/2021 16:39
F12,3.67,SPL61,,5/18/2021 16:39
G12,2,SPL62,,5/18/2021 16:39
