Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,9.67,SPL1,,4/29/2021 14:08
C2,10.3,SPL2,,4/29/2021 14:08
D2,10.8,SPL3,,4/29/2021 14:08
E2,3.56,SPL4,,4/29/2021 14:08
F2,3.89,SPL5,,4/29/2021 14:08
G2,4,SPL6,,4/29/2021 14:08
B3,10.7,SPL7,,4/29/2021 14:08
C3,11.1,SPL8,,4/29/2021 14:08
D3,9.67,SPL9,,4/29/2021 14:08
E3,4.89,SPL10,,4/29/2021 14:08
F3,3.78,SPL11,,4/29/2021 14:08
G3,5.56,SPL12,,4/29/2021 14:08
B4,10.7,SPL13,,4/29/2021 14:08
C4,10.3,SPL14,,4/29/2021 14:08
D4,11,SPL15,,4/29/2021 14:08
E4,4.33,SPL16,,4/29/2021 14:08
F4,3.22,SPL17,,4/29/2021 14:08
G4,4.44,SPL18,,4/29/2021 14:08
B5,11.4,SPL19,,4/29/2021 14:08
C5,10.3,SPL20,,4/29/2021 14:08
D5,10.9,SPL21,,4/29/2021 14:08
E5,4.11,SPL22,,4/29/2021 14:08
F5,5.78,SPL23,,4/29/2021 14:08
G5,4.11,SPL24,,4/29/2021 14:08
B6,5.11,SPL25,,4/29/2021 14:08
C6,4.78,SPL26,,4/29/2021 14:08
D6,3.89,SPL27,,4/29/2021 14:08
E6,5.67,SPL28,,4/29/2021 14:08
F6,8.67,SPL29,,4/29/2021 14:08
G6,5.44,SPL30,,4/29/2021 14:08
B7,5.89,SPL31,,4/29/2021 14:08
C7,4,SPL32,,4/29/2021 14:08
D7,3.22,SPL33,,4/29/2021 14:08
E7,5.67,SPL34,,4/29/2021 14:08
F7,6.67,SPL35,,4/29/2021 14:08
G7,6.67,SPL36,,4/29/2021 14:08
B8,4.56,SPL37,,4/29/2021 14:08
C8,4.78,SPL38,,4/29/2021 14:08
D8,3.44,SPL39,,4/29/2021 14:08
E8,4.22,SPL40,,4/29/2021 14:08
F8,7.22,SPL41,,4/29/2021 14:08
G8,6.11,SPL42,,4/29/2021 14:08
B9,5.22,SPL43,,4/29/2021 14:08
C9,4.89,SPL44,,4/29/2021 14:08
D9,4.89,SPL45,,4/29/2021 14:08
E9,5,SPL46,,4/29/2021 14:08
F9,6.89,SPL47,,4/29/2021 14:08
G9,6.44,SPL48,,4/29/2021 14:08
B10,4.89,SPL49,,4/29/2021 14:08
C10,5.44,SPL50,,4/29/2021 14:08
D10,5.22,SPL51,,4/29/2021 14:08
E10,5.11,SPL52,,4/29/2021 14:08
F10,6.44,SPL53,,4/29/2021 14:08
G10,5.44,SPL54,,4/29/2021 14:08
B11,5.22,SPL55,,4/29/2021 14:08
C11,5.33,SPL56,,4/29/2021 14:08
D11,5.11,SPL57,,4/29/2021 14:08
E11,5.33,SPL58,,4/29/2021 14:08
F11,4.56,SPL59,,4/29/2021 14:08
G11,5.11,SPL60,,4/29/2021 14:08
F12,,SPL61,,4/29/2021 14:08
G12,,SPL62,,4/29/2021 14:08
