Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,359,SPL1,,5/25/2021 14:02
C2,362,SPL2,,5/25/2021 14:02
D2,382,SPL3,,5/25/2021 14:02
E2,449,SPL4,,5/25/2021 14:02
F2,1028,SPL5,,5/25/2021 14:02
G2,471,SPL6,,5/25/2021 14:02
B3,351,SPL7,,5/25/2021 14:02
C3,1377,SPL8,,5/25/2021 14:02
D3,383,SPL9,,5/25/2021 14:02
E3,432,SPL10,,5/25/2021 14:02
F3,457,SPL11,,5/25/2021 14:02
G3,473,SPL12,,5/25/2021 14:02
B4,372,SPL13,,5/25/2021 14:02
C4,458,SPL14,,5/25/2021 14:02
D4,374,SPL15,,5/25/2021 14:02
E4,466,SPL16,,5/25/2021 14:02
F4,493,SPL17,,5/25/2021 14:02
G4,528,SPL18,,5/25/2021 14:02
B5,339,SPL19,,5/25/2021 14:02
C5,333,SPL20,,5/25/2021 14:02
D5,383,SPL21,,5/25/2021 14:02
E5,472,SPL22,,5/25/2021 14:02
F5,496,SPL23,,5/25/2021 14:02
G5,470,SPL24,,5/25/2021 14:02
B6,419,SPL25,,5/25/2021 14:02
C6,419,SPL26,,5/25/2021 14:02
D6,457,SPL27,,5/25/2021 14:02
E6,428,SPL28,,5/25/2021 14:02
F6,486,SPL29,,5/25/2021 14:02
G6,428,SPL30,,5/25/2021 14:02
B7,465,SPL31,,5/25/2021 14:02
C7,436,SPL32,,5/25/2021 14:02
D7,435,SPL33,,5/25/2021 14:02
E7,356,SPL34,,5/25/2021 14:02
F7,346,SPL35,,5/25/2021 14:02
G7,330,SPL36,,5/25/2021 14:02
B8,373,SPL37,,5/25/2021 14:02
C8,409,SPL38,,5/25/2021 14:02
D8,404,SPL39,,5/25/2021 14:02
E8,407,SPL40,,5/25/2021 14:02
F8,371,SPL41,,5/25/2021 14:02
G8,422,SPL42,,5/25/2021 14:02
B9,424,SPL43,,5/25/2021 14:02
C9,403,SPL44,,5/25/2021 14:02
D9,454,SPL45,,5/25/2021 14:02
E9,302,SPL46,,5/25/2021 14:02
F9,295,SPL47,,5/25/2021 14:02
G9,296,SPL48,,5/25/2021 14:02
B10,431,SPL49,,5/25/2021 14:02
C10,905,SPL50,,5/25/2021 14:02
D10,415,SPL51,,5/25/2021 14:02
E10,409,SPL52,,5/25/2021 14:02
F10,405,SPL53,,5/25/2021 14:02
G10,491,SPL54,,5/25/2021 14:02
B11,358,SPL55,,5/25/2021 14:02
C11,417,SPL56,,5/25/2021 14:02
D11,326,SPL57,,5/25/2021 14:02
E11,271,SPL58,,5/25/2021 14:02
F11,286,SPL59,,5/25/2021 14:02
G11,339,SPL60,,5/25/2021 14:02
F12,1.67,SPL61,,5/25/2021 14:02
G12,1.56,SPL62,,5/25/2021 14:02
