Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,347,SPL1,,5/26/2021 13:50
C2,379,SPL2,,5/26/2021 13:50
D2,387,SPL3,,5/26/2021 13:50
E2,484,SPL4,,5/26/2021 13:50
F2,1130,SPL5,,5/26/2021 13:50
G2,493,SPL6,,5/26/2021 13:50
B3,361,SPL7,,5/26/2021 13:50
C3,1460,SPL8,,5/26/2021 13:50
D3,400,SPL9,,5/26/2021 13:50
E3,427,SPL10,,5/26/2021 13:50
F3,469,SPL11,,5/26/2021 13:50
G3,426,SPL12,,5/26/2021 13:50
B4,371,SPL13,,5/26/2021 13:50
C4,499,SPL14,,5/26/2021 13:50
D4,396,SPL15,,5/26/2021 13:50
E4,443,SPL16,,5/26/2021 13:50
F4,481,SPL17,,5/26/2021 13:50
G4,474,SPL18,,5/26/2021 13:50
B5,357,SPL19,,5/26/2021 13:50
C5,348,SPL20,,5/26/2021 13:50
D5,429,SPL21,,5/26/2021 13:50
E5,501,SPL22,,5/26/2021 13:50
F5,514,SPL23,,5/26/2021 13:50
G5,463,SPL24,,5/26/2021 13:50
B6,458,SPL25,,5/26/2021 13:50
C6,468,SPL26,,5/26/2021 13:50
D6,513,SPL27,,5/26/2021 13:50
E6,495,SPL28,,5/26/2021 13:50
F6,547,SPL29,,5/26/2021 13:50
G6,504,SPL30,,5/26/2021 13:50
B7,494,SPL31,,5/26/2021 13:50
C7,471,SPL32,,5/26/2021 13:50
D7,410,SPL33,,5/26/2021 13:50
E7,389,SPL34,,5/26/2021 13:50
F7,372,SPL35,,5/26/2021 13:50
G7,360,SPL36,,5/26/2021 13:50
B8,463,SPL37,,5/26/2021 13:50
C8,511,SPL38,,5/26/2021 13:50
D8,451,SPL39,,5/26/2021 13:50
E8,453,SPL40,,5/26/2021 13:50
F8,408,SPL41,,5/26/2021 13:50
G8,457,SPL42,,5/26/2021 13:50
B9,521,SPL43,,5/26/2021 13:50
C9,446,SPL44,,5/26/2021 13:50
D9,507,SPL45,,5/26/2021 13:50
E9,331,SPL46,,5/26/2021 13:50
F9,313,SPL47,,5/26/2021 13:50
G9,317,SPL48,,5/26/2021 13:50
B10,390,SPL49,,5/26/2021 13:50
C10,989,SPL50,,5/26/2021 13:50
D10,395,SPL51,,5/26/2021 13:50
E10,422,SPL52,,5/26/2021 13:50
F10,413,SPL53,,5/26/2021 13:50
G10,460,SPL54,,5/26/2021 13:50
B11,350,SPL55,,5/26/2021 13:50
C11,355,SPL56,,5/26/2021 13:50
D11,311,SPL57,,5/26/2021 13:50
E11,285,SPL58,,5/26/2021 13:50
F11,299,SPL59,,5/26/2021 13:50
G11,351,SPL60,,5/26/2021 13:50
F12,2.11,SPL61,,5/26/2021 13:50
G12,0.889,SPL62,,5/26/2021 13:50
