Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,514,SPL1,,5/29/2021 17:15
C2,541,SPL2,,5/29/2021 17:15
D2,548,SPL3,,5/29/2021 17:15
E2,478,SPL4,,5/29/2021 17:15
F2,451,SPL5,,5/29/2021 17:15
G2,474,SPL6,,5/29/2021 17:15
B3,598,SPL7,,5/29/2021 17:15
C3,624,SPL8,,5/29/2021 17:15
D3,616,SPL9,,5/29/2021 17:15
E3,499,SPL10,,5/29/2021 17:15
F3,538,SPL11,,5/29/2021 17:15
G3,580,SPL12,,5/29/2021 17:15
B4,589,SPL13,,5/29/2021 17:15
C4,578,SPL14,,5/29/2021 17:15
D4,608,SPL15,,5/29/2021 17:15
E4,496,SPL16,,5/29/2021 17:15
F4,481,SPL17,,5/29/2021 17:15
G4,478,SPL18,,5/29/2021 17:15
B5,551,SPL19,,5/29/2021 17:15
C5,489,SPL20,,5/29/2021 17:15
D5,560,SPL21,,5/29/2021 17:15
E5,456,SPL22,,5/29/2021 17:15
F5,452,SPL23,,5/29/2021 17:15
G5,455,SPL24,,5/29/2021 17:15
B6,731,SPL25,,5/29/2021 17:15
C6,739,SPL26,,5/29/2021 17:15
D6,685,SPL27,,5/29/2021 17:15
E6,692,SPL28,,5/29/2021 17:15
F6,703,SPL29,,5/29/2021 17:15
G6,687,SPL30,,5/29/2021 17:15
B7,720,SPL31,,5/29/2021 17:15
C7,747,SPL32,,5/29/2021 17:15
D7,644,SPL33,,5/29/2021 17:15
E7,702,SPL34,,5/29/2021 17:15
F7,702,SPL35,,5/29/2021 17:15
G7,717,SPL36,,5/29/2021 17:15
B8,717,SPL37,,5/29/2021 17:15
C8,750,SPL38,,5/29/2021 17:15
D8,742,SPL39,,5/29/2021 17:15
E8,706,SPL40,,5/29/2021 17:15
F8,700,SPL41,,5/29/2021 17:15
G8,714,SPL42,,5/29/2021 17:15
B9,613,SPL43,,5/29/2021 17:15
C9,631,SPL44,,5/29/2021 17:15
D9,642,SPL45,,5/29/2021 17:15
E9,576,SPL46,,5/29/2021 17:15
F9,536,SPL47,,5/29/2021 17:15
G9,511,SPL48,,5/29/2021 17:15
B10,593,SPL49,,5/29/2021 17:15
C10,602,SPL50,,5/29/2021 17:15
D10,566,SPL51,,5/29/2021 17:15
E10,486,SPL52,,5/29/2021 17:15
F10,471,SPL53,,5/29/2021 17:15
G10,465,SPL54,,5/29/2021 17:15
B11,520,SPL55,,5/29/2021 17:15
C11,526,SPL56,,5/29/2021 17:15
D11,503,SPL57,,5/29/2021 17:15
E11,476,SPL58,,5/29/2021 17:15
F11,502,SPL59,,5/29/2021 17:15
G11,499,SPL60,,5/29/2021 17:15
F12,1.89,SPL61,,5/29/2021 17:15
G12,2.44,SPL62,,5/29/2021 17:15
