Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,295,SPL1,,5/6/2021 10:13
C2,358,SPL2,,5/6/2021 10:13
D2,346,SPL3,,5/6/2021 10:13
E2,364,SPL4,,5/6/2021 10:13
F2,348,SPL5,,5/6/2021 10:13
G2,280,SPL6,,5/6/2021 10:13
B3,315,SPL7,,5/6/2021 10:13
C3,361,SPL8,,5/6/2021 10:13
D3,370,SPL9,,5/6/2021 10:13
E3,373,SPL10,,5/6/2021 10:13
F3,308,SPL11,,5/6/2021 10:13
G3,306,SPL12,,5/6/2021 10:13
B4,329,SPL13,,5/6/2021 10:13
C4,328,SPL14,,5/6/2021 10:13
D4,369,SPL15,,5/6/2021 10:13
E4,275,SPL16,,5/6/2021 10:13
F4,261,SPL17,,5/6/2021 10:13
G4,296,SPL18,,5/6/2021 10:13
B5,287,SPL19,,5/6/2021 10:13
C5,304,SPL20,,5/6/2021 10:13
D5,306,SPL21,,5/6/2021 10:13
E5,312,SPL22,,5/6/2021 10:13
F5,319,SPL23,,5/6/2021 10:13
G5,315,SPL24,,5/6/2021 10:13
B6,470,SPL25,,5/6/2021 10:13
C6,402,SPL26,,5/6/2021 10:13
D6,445,SPL27,,5/6/2021 10:13
E6,467,SPL28,,5/6/2021 10:13
F6,415,SPL29,,5/6/2021 10:13
G6,433,SPL30,,5/6/2021 10:13
B7,397,SPL31,,5/6/2021 10:13
C7,398,SPL32,,5/6/2021 10:13
D7,404,SPL33,,5/6/2021 10:13
E7,394,SPL34,,5/6/2021 10:13
F7,419,SPL35,,5/6/2021 10:13
G7,470,SPL36,,5/6/2021 10:13
B8,411,SPL37,,5/6/2021 10:13
C8,421,SPL38,,5/6/2021 10:13
D8,445,SPL39,,5/6/2021 10:13
E8,280,SPL40,,5/6/2021 10:13
F8,252,SPL41,,5/6/2021 10:13
G8,267,SPL42,,5/6/2021 10:13
B9,424,SPL43,,5/6/2021 10:13
C9,422,SPL44,,5/6/2021 10:13
D9,440,SPL45,,5/6/2021 10:13
E9,276,SPL46,,5/6/2021 10:13
F9,263,SPL47,,5/6/2021 10:13
G9,295,SPL48,,5/6/2021 10:13
B10,327,SPL49,,5/6/2021 10:13
C10,312,SPL50,,5/6/2021 10:13
D10,315,SPL51,,5/6/2021 10:13
E10,272,SPL52,,5/6/2021 10:13
F10,242,SPL53,,5/6/2021 10:13
G10,226,SPL54,,5/6/2021 10:13
B11,337,SPL55,,5/6/2021 10:13
C11,324,SPL56,,5/6/2021 10:13
D11,280,SPL57,,5/6/2021 10:13
E11,254,SPL58,,5/6/2021 10:13
F11,262,SPL59,,5/6/2021 10:13
G11,273,SPL60,,5/6/2021 10:13
F12,1.67,SPL61,,5/6/2021 10:13
G12,1.78,SPL62,,5/6/2021 10:13
