Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,18.4,SPL1,,4/30/2021 12:34
C2,19.2,SPL2,,4/30/2021 12:34
D2,24.2,SPL3,,4/30/2021 12:34
E2,11.4,SPL4,,4/30/2021 12:34
F2,9,SPL5,,4/30/2021 12:34
G2,10.1,SPL6,,4/30/2021 12:34
B3,23.7,SPL7,,4/30/2021 12:34
C3,28.1,SPL8,,4/30/2021 12:34
D3,30.3,SPL9,,4/30/2021 12:34
E3,13.3,SPL10,,4/30/2021 12:34
F3,17.9,SPL11,,4/30/2021 12:34
G3,15.3,SPL12,,4/30/2021 12:34
B4,23.6,SPL13,,4/30/2021 12:34
C4,20.4,SPL14,,4/30/2021 12:34
D4,25.8,SPL15,,4/30/2021 12:34
E4,11.1,SPL16,,4/30/2021 12:34
F4,12.7,SPL17,,4/30/2021 12:34
G4,11,SPL18,,4/30/2021 12:34
B5,21.7,SPL19,,4/30/2021 12:34
C5,23.9,SPL20,,4/30/2021 12:34
D5,24.8,SPL21,,4/30/2021 12:34
E5,11,SPL22,,4/30/2021 12:34
F5,11.8,SPL23,,4/30/2021 12:34
G5,11.8,SPL24,,4/30/2021 12:34
B6,16,SPL25,,4/30/2021 12:34
C6,13.3,SPL26,,4/30/2021 12:34
D6,12.3,SPL27,,4/30/2021 12:34
E6,17.7,SPL28,,4/30/2021 12:34
F6,19,SPL29,,4/30/2021 12:34
G6,17.3,SPL30,,4/30/2021 12:34
B7,23.4,SPL31,,4/30/2021 12:34
C7,17.8,SPL32,,4/30/2021 12:34
D7,17.2,SPL33,,4/30/2021 12:34
E7,23,SPL34,,4/30/2021 12:34
F7,22.4,SPL35,,4/30/2021 12:34
G7,28,SPL36,,4/30/2021 12:34
B8,19.6,SPL37,,4/30/2021 12:34
C8,13.2,SPL38,,4/30/2021 12:34
D8,16.8,SPL39,,4/30/2021 12:34
E8,15,SPL40,,4/30/2021 12:34
F8,17,SPL41,,4/30/2021 12:34
G8,16.4,SPL42,,4/30/2021 12:34
B9,14.3,SPL43,,4/30/2021 12:34
C9,14.2,SPL44,,4/30/2021 12:34
D9,12.2,SPL45,,4/30/2021 12:34
E9,13.2,SPL46,,4/30/2021 12:34
F9,16.4,SPL47,,4/30/2021 12:34
G9,13.6,SPL48,,4/30/2021 12:34
B10,11.1,SPL49,,4/30/2021 12:34
C10,11.2,SPL50,,4/30/2021 12:34
D10,9.89,SPL51,,4/30/2021 12:34
E10,11.2,SPL52,,4/30/2021 12:34
F10,10.4,SPL53,,4/30/2021 12:34
G10,12.2,SPL54,,4/30/2021 12:34
B11,16.7,SPL55,,4/30/2021 12:34
C11,14.2,SPL56,,4/30/2021 12:34
D11,15.6,SPL57,,4/30/2021 12:34
E11,10.2,SPL58,,4/30/2021 12:34
F11,9,SPL59,,4/30/2021 12:34
G11,12.2,SPL60,,4/30/2021 12:34
F12,2.89,SPL61,,4/30/2021 12:34
G12,1.67,SPL62,,4/30/2021 12:34
