Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,242,SPL1,,5/5/2021 11:47
C2,272,SPL2,,5/5/2021 11:47
D2,284,SPL3,,5/5/2021 11:47
E2,302,SPL4,,5/5/2021 11:47
F2,282,SPL5,,5/5/2021 11:47
G2,273,SPL6,,5/5/2021 11:47
B3,298,SPL7,,5/5/2021 11:47
C3,325,SPL8,,5/5/2021 11:47
D3,314,SPL9,,5/5/2021 11:47
E3,309,SPL10,,5/5/2021 11:47
F3,286,SPL11,,5/5/2021 11:47
G3,283,SPL12,,5/5/2021 11:47
B4,381,SPL13,,5/5/2021 11:47
C4,392,SPL14,,5/5/2021 11:47
D4,387,SPL15,,5/5/2021 11:47
E4,357,SPL16,,5/5/2021 11:47
F4,357,SPL17,,5/5/2021 11:47
G4,330,SPL18,,5/5/2021 11:47
B5,296,SPL19,,5/5/2021 11:47
C5,271,SPL20,,5/5/2021 11:47
D5,291,SPL21,,5/5/2021 11:47
E5,293,SPL22,,5/5/2021 11:47
F5,268,SPL23,,5/5/2021 11:47
G5,250,SPL24,,5/5/2021 11:47
B6,436,SPL25,,5/5/2021 11:47
C6,416,SPL26,,5/5/2021 11:47
D6,486,SPL27,,5/5/2021 11:47
E6,267,SPL28,,5/5/2021 11:47
F6,264,SPL29,,5/5/2021 11:47
G6,259,SPL30,,5/5/2021 11:47
B7,459,SPL31,,5/5/2021 11:47
C7,450,SPL32,,5/5/2021 11:47
D7,451,SPL33,,5/5/2021 11:47
E7,320,SPL34,,5/5/2021 11:47
F7,310,SPL35,,5/5/2021 11:47
G7,309,SPL36,,5/5/2021 11:47
B8,416,SPL37,,5/5/2021 11:47
C8,466,SPL38,,5/5/2021 11:47
D8,437,SPL39,,5/5/2021 11:47
E8,320,SPL40,,5/5/2021 11:47
F8,319,SPL41,,5/5/2021 11:47
G8,318,SPL42,,5/5/2021 11:47
B9,457,SPL43,,5/5/2021 11:47
C9,399,SPL44,,5/5/2021 11:47
D9,363,SPL45,,5/5/2021 11:47
E9,219,SPL46,,5/5/2021 11:47
F9,237,SPL47,,5/5/2021 11:47
G9,240,SPL48,,5/5/2021 11:47
B10,275,SPL49,,5/5/2021 11:47
C10,273,SPL50,,5/5/2021 11:47
D10,263,SPL51,,5/5/2021 11:47
E10,263,SPL52,,5/5/2021 11:47
F10,310,SPL53,,5/5/2021 11:47
G10,291,SPL54,,5/5/2021 11:47
B11,272,SPL55,,5/5/2021 11:47
C11,269,SPL56,,5/5/2021 11:47
D11,218,SPL57,,5/5/2021 11:47
E11,252,SPL58,,5/5/2021 11:47
F11,258,SPL59,,5/5/2021 11:47
G11,251,SPL60,,5/5/2021 11:47
F12,1.56,SPL61,,5/5/2021 11:47
G12,1.56,SPL62,,5/5/2021 11:47
