Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,268,SPL1,,5/23/2021 16:30
C2,264,SPL2,,5/23/2021 16:30
D2,283,SPL3,,5/23/2021 16:30
E2,299,SPL4,,5/23/2021 16:30
F2,276,SPL5,,5/23/2021 16:30
G2,283,SPL6,,5/23/2021 16:30
B3,259,SPL7,,5/23/2021 16:30
C3,270,SPL8,,5/23/2021 16:30
D3,301,SPL9,,5/23/2021 16:30
E3,316,SPL10,,5/23/2021 16:30
F3,319,SPL11,,5/23/2021 16:30
G3,369,SPL12,,5/23/2021 16:30
B4,255,SPL13,,5/23/2021 16:30
C4,265,SPL14,,5/23/2021 16:30
D4,270,SPL15,,5/23/2021 16:30
E4,299,SPL16,,5/23/2021 16:30
F4,288,SPL17,,5/23/2021 16:30
G4,328,SPL18,,5/23/2021 16:30
B5,204,SPL19,,5/23/2021 16:30
C5,231,SPL20,,5/23/2021 16:30
D5,234,SPL21,,5/23/2021 16:30
E5,273,SPL22,,5/23/2021 16:30
F5,299,SPL23,,5/23/2021 16:30
G5,283,SPL24,,5/23/2021 16:30
B6,366,SPL25,,5/23/2021 16:30
C6,357,SPL26,,5/23/2021 16:30
D6,350,SPL27,,5/23/2021 16:30
E6,331,SPL28,,5/23/2021 16:30
F6,324,SPL29,,5/23/2021 16:30
G6,352,SPL30,,5/23/2021 16:30
B7,320,SPL31,,5/23/2021 16:30
C7,335,SPL32,,5/23/2021 16:30
D7,304,SPL33,,5/23/2021 16:30
E7,323,SPL34,,5/23/2021 16:30
F7,278,SPL35,,5/23/2021 16:30
G7,293,SPL36,,5/23/2021 16:30
B8,281,SPL37,,5/23/2021 16:30
C8,265,SPL38,,5/23/2021 16:30
D8,278,SPL39,,5/23/2021 16:30
E8,312,SPL40,,5/23/2021 16:30
F8,311,SPL41,,5/23/2021 16:30
G8,322,SPL42,,5/23/2021 16:30
B9,351,SPL43,,5/23/2021 16:30
C9,362,SPL44,,5/23/2021 16:30
D9,354,SPL45,,5/23/2021 16:30
E9,184,SPL46,,5/23/2021 16:30
F9,185,SPL47,,5/23/2021 16:30
G9,196,SPL48,,5/23/2021 16:30
B10,349,SPL49,,5/23/2021 16:30
C10,339,SPL50,,5/23/2021 16:30
D10,315,SPL51,,5/23/2021 16:30
E10,287,SPL52,,5/23/2021 16:30
F10,294,SPL53,,5/23/2021 16:30
G10,291,SPL54,,5/23/2021 16:30
B11,325,SPL55,,5/23/2021 16:30
C11,326,SPL56,,5/23/2021 16:30
D11,302,SPL57,,5/23/2021 16:30
E11,259,SPL58,,5/23/2021 16:30
F11,249,SPL59,,5/23/2021 16:30
G11,243,SPL60,,5/23/2021 16:30
F12,2.22,SPL61,,5/23/2021 16:30
G12,1.67,SPL62,,5/23/2021 16:30
