Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,553,SPL1,,5/27/2021 12:58
C2,658,SPL2,,5/27/2021 12:58
D2,536,SPL3,,5/27/2021 12:58
E2,355,SPL4,,5/27/2021 12:58
F2,351,SPL5,,5/27/2021 12:58
G2,362,SPL6,,5/27/2021 12:58
B3,673,SPL7,,5/27/2021 12:58
C3,634,SPL8,,5/27/2021 12:58
D3,669,SPL9,,5/27/2021 12:58
E3,404,SPL10,,5/27/2021 12:58
F3,352,SPL11,,5/27/2021 12:58
G3,425,SPL12,,5/27/2021 12:58
B4,653,SPL13,,5/27/2021 12:58
C4,626,SPL14,,5/27/2021 12:58
D4,664,SPL15,,5/27/2021 12:58
E4,419,SPL16,,5/27/2021 12:58
F4,390,SPL17,,5/27/2021 12:58
G4,349,SPL18,,5/27/2021 12:58
B5,580,SPL19,,5/27/2021 12:58
C5,517,SPL20,,5/27/2021 12:58
D5,518,SPL21,,5/27/2021 12:58
E5,366,SPL22,,5/27/2021 12:58
F5,336,SPL23,,5/27/2021 12:58
G5,325,SPL24,,5/27/2021 12:58
B6,622,SPL25,,5/27/2021 12:58
C6,590,SPL26,,5/27/2021 12:58
D6,576,SPL27,,5/27/2021 12:58
E6,511,SPL28,,5/27/2021 12:58
F6,659,SPL29,,5/27/2021 12:58
G6,677,SPL30,,5/27/2021 12:58
B7,554,SPL31,,5/27/2021 12:58
C7,568,SPL32,,5/27/2021 12:58
D7,528,SPL33,,5/27/2021 12:58
E7,602,SPL34,,5/27/2021 12:58
F7,628,SPL35,,5/27/2021 12:58
G7,638,SPL36,,5/27/2021 12:58
B8,537,SPL37,,5/27/2021 12:58
C8,591,SPL38,,5/27/2021 12:58
D8,546,SPL39,,5/27/2021 12:58
E8,576,SPL40,,5/27/2021 12:58
F8,571,SPL41,,5/27/2021 12:58
G8,534,SPL42,,5/27/2021 12:58
B9,553,SPL43,,5/27/2021 12:58
C9,505,SPL44,,5/27/2021 12:58
D9,407,SPL45,,5/27/2021 12:58
E9,383,SPL46,,5/27/2021 12:58
F9,354,SPL47,,5/27/2021 12:58
G9,370,SPL48,,5/27/2021 12:58
B10,515,SPL49,,5/27/2021 12:58
C10,511,SPL50,,5/27/2021 12:58
D10,432,SPL51,,5/27/2021 12:58
E10,372,SPL52,,5/27/2021 12:58
F10,361,SPL53,,5/27/2021 12:58
G10,370,SPL54,,5/27/2021 12:58
B11,429,SPL55,,5/27/2021 12:58
C11,395,SPL56,,5/27/2021 12:58
D11,377,SPL57,,5/27/2021 12:58
E11,376,SPL58,,5/27/2021 12:58
F11,373,SPL59,,5/27/2021 12:58
G11,345,SPL60,,5/27/2021 12:58
F12,1.22,SPL61,,5/27/2021 12:58
G12,2,SPL62,,5/27/2021 12:58
