Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,527,SPL1,,5/28/2021 13:55
C2,525,SPL2,,5/28/2021 13:55
D2,557,SPL3,,5/28/2021 13:55
E2,385,SPL4,,5/28/2021 13:55
F2,826,SPL5,,5/28/2021 13:55
G2,362,SPL6,,5/28/2021 13:55
B3,539,SPL7,,5/28/2021 13:55
C3,1289,SPL8,,5/28/2021 13:55
D3,576,SPL9,,5/28/2021 13:55
E3,383,SPL10,,5/28/2021 13:55
F3,388,SPL11,,5/28/2021 13:55
G3,368,SPL12,,5/28/2021 13:55
B4,525,SPL13,,5/28/2021 13:55
C4,564,SPL14,,5/28/2021 13:55
D4,574,SPL15,,5/28/2021 13:55
E4,382,SPL16,,5/28/2021 13:55
F4,391,SPL17,,5/28/2021 13:55
G4,381,SPL18,,5/28/2021 13:55
B5,517,SPL19,,5/28/2021 13:55
C5,517,SPL20,,5/28/2021 13:55
D5,542,SPL21,,5/28/2021 13:55
E5,432,SPL22,,5/28/2021 13:55
F5,454,SPL23,,5/28/2021 13:55
G5,422,SPL24,,5/28/2021 13:55
B6,644,SPL25,,5/28/2021 13:55
C6,577,SPL26,,5/28/2021 13:55
D6,594,SPL27,,5/28/2021 13:55
E6,638,SPL28,,5/28/2021 13:55
F6,650,SPL29,,5/28/2021 13:55
G6,640,SPL30,,5/28/2021 13:55
B7,572,SPL31,,5/28/2021 13:55
C7,628,SPL32,,5/28/2021 13:55
D7,300,SPL33,,5/28/2021 13:55
E7,564,SPL34,,5/28/2021 13:55
F7,532,SPL35,,5/28/2021 13:55
G7,504,SPL36,,5/28/2021 13:55
B8,529,SPL37,,5/28/2021 13:55
C8,586,SPL38,,5/28/2021 13:55
D8,573,SPL39,,5/28/2021 13:55
E8,630,SPL40,,5/28/2021 13:55
F8,589,SPL41,,5/28/2021 13:55
G8,693,SPL42,,5/28/2021 13:55
B9,622,SPL43,,5/28/2021 13:55
C9,537,SPL44,,5/28/2021 13:55
D9,528,SPL45,,5/28/2021 13:55
E9,447,SPL46,,5/28/2021 13:55
F9,448,SPL47,,5/28/2021 13:55
G9,471,SPL48,,5/28/2021 13:55
B10,585,SPL49,,5/28/2021 13:55
C10,1542,SPL50,,5/28/2021 13:55
D10,490,SPL51,,5/28/2021 13:55
E10,519,SPL52,,5/28/2021 13:55
F10,521,SPL53,,5/28/2021 13:55
G10,524,SPL54,,5/28/2021 13:55
B11,472,SPL55,,5/28/2021 13:55
C11,430,SPL56,,5/28/2021 13:55
D11,420,SPL57,,5/28/2021 13:55
E11,393,SPL58,,5/28/2021 13:55
F11,394,SPL59,,5/28/2021 13:55
G11,455,SPL60,,5/28/2021 13:55
F12,1.78,SPL61,,5/28/2021 13:55
G12,1.56,SPL62,,5/28/2021 13:55
