Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,8.33,SPL1,,5/18/2021 16:44
C2,5.56,SPL2,,5/18/2021 16:44
D2,5.78,SPL3,,5/18/2021 16:44
E2,4.22,SPL4,,5/18/2021 16:44
F2,5.44,SPL5,,5/18/2021 16:44
G2,4.44,SPL6,,5/18/2021 16:44
B3,8,SPL7,,5/18/2021 16:44
C3,9,SPL8,,5/18/2021 16:44
D3,8.78,SPL9,,5/18/2021 16:44
E3,5,SPL10,,5/18/2021 16:44
F3,4,SPL11,,5/18/2021 16:44
G3,5.67,SPL12,,5/18/2021 16:44
B4,5.22,SPL13,,5/18/2021 16:44
C4,5.67,SPL14,,5/18/2021 16:44
D4,6.44,SPL15,,5/18/2021 16:44
E4,5,SPL16,,5/18/2021 16:44
F4,4.22,SPL17,,5/18/2021 16:44
G4,5.56,SPL18,,5/18/2021 16:44
B5,7,SPL19,,5/18/2021 16:44
C5,6.33,SPL20,,5/18/2021 16:44
D5,7.22,SPL21,,5/18/2021 16:44
E5,5.33,SPL22,,5/18/2021 16:44
F5,4.78,SPL23,,5/18/2021 16:44
G5,5.11,SPL24,,5/18/2021 16:44
B6,3.11,SPL25,,5/18/2021 16:44
C6,2,SPL26,,5/18/2021 16:44
D6,2.44,SPL27,,5/18/2021 16:44
E6,6.22,SPL28,,5/18/2021 16:44
F6,6.56,SPL29,,5/18/2021 16:44
G6,6.22,SPL30,,5/18/2021 16:44
B7,6.44,SPL31,,5/18/2021 16:44
C7,3.78,SPL32,,5/18/2021 16:44
D7,5.11,SPL33,,5/18/2021 16:44
E7,3.11,SPL34,,5/18/2021 16:44
F7,4.22,SPL35,,5/18/2021 16:44
G7,5.56,SPL36,,5/18/2021 16:44
B8,3.89,SPL37,,5/18/2021 16:44
C8,5.89,SPL38,,5/18/2021 16:44
D8,4.89,SPL39,,5/18/2021 16:44
E8,6.67,SPL40,,5/18/2021 16:44
F8,5.78,SPL41,,5/18/2021 16:44
G8,6,SPL42,,5/18/2021 16:44
B9,6.44,SPL43,,5/18/2021 16:44
C9,6.22,SPL44,,5/18/2021 16:44
D9,5.67,SPL45,,5/18/2021 16:44
E9,5,SPL46,,5/18/2021 16:44
F9,5.67,SPL47,,5/18/2021 16:44
G9,4.11,SPL48,,5/18/2021 16:44
B10,6.89,SPL49,,5/18/2021 16:44
C10,6.78,SPL50,,5/18/2021 16:44
D10,5.44,SPL51,,5/18/2021 16:44
E10,5.56,SPL52,,5/18/2021 16:44
F10,6.33,SPL53,,5/18/2021 16:44
G10,5.22,SPL54,,5/18/2021 16:44
B11,7.89,SPL55,,5/18/2021 16:44
C11,6.89,SPL56,,5/18/2021 16:44
D11,6.11,SPL57,,5/18/2021 16:44
E11,6,SPL58,,5/18/2021 16:44
F11,4.22,SPL59,,5/18/2021 16:44
G11,6.11,SPL60,,5/18/2021 16:44
F12,2.78,SPL61,,5/18/2021 16:44
G12,2.11,SPL62,,5/18/2021 16:44
