Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,372,SPL1,,5/7/2021 10:37
C2,432,SPL2,,5/7/2021 10:37
D2,362,SPL3,,5/7/2021 10:37
E2,443,SPL4,,5/7/2021 10:37
F2,403,SPL5,,5/7/2021 10:37
G2,425,SPL6,,5/7/2021 10:37
B3,398,SPL7,,5/7/2021 10:37
C3,463,SPL8,,5/7/2021 10:37
D3,445,SPL9,,5/7/2021 10:37
E3,423,SPL10,,5/7/2021 10:37
F3,388,SPL11,,5/7/2021 10:37
G3,434,SPL12,,5/7/2021 10:37
B4,486,SPL13,,5/7/2021 10:37
C4,504,SPL14,,5/7/2021 10:37
D4,470,SPL15,,5/7/2021 10:37
E4,477,SPL16,,5/7/2021 10:37
F4,494,SPL17,,5/7/2021 10:37
G4,441,SPL18,,5/7/2021 10:37
B5,368,SPL19,,5/7/2021 10:37
C5,385,SPL20,,5/7/2021 10:37
D5,379,SPL21,,5/7/2021 10:37
E5,394,SPL22,,5/7/2021 10:37
F5,444,SPL23,,5/7/2021 10:37
G5,425,SPL24,,5/7/2021 10:37
B6,558,SPL25,,5/7/2021 10:37
C6,605,SPL26,,5/7/2021 10:37
D6,593,SPL27,,5/7/2021 10:37
E6,461,SPL28,,5/7/2021 10:37
F6,430,SPL29,,5/7/2021 10:37
G6,457,SPL30,,5/7/2021 10:37
B7,524,SPL31,,5/7/2021 10:37
C7,490,SPL32,,5/7/2021 10:37
D7,502,SPL33,,5/7/2021 10:37
E7,475,SPL34,,5/7/2021 10:37
F7,469,SPL35,,5/7/2021 10:37
G7,450,SPL36,,5/7/2021 10:37
B8,506,SPL37,,5/7/2021 10:37
C8,543,SPL38,,5/7/2021 10:37
D8,535,SPL39,,5/7/2021 10:37
E8,499,SPL40,,5/7/2021 10:37
F8,508,SPL41,,5/7/2021 10:37
G8,480,SPL42,,5/7/2021 10:37
B9,507,SPL43,,5/7/2021 10:37
C9,532,SPL44,,5/7/2021 10:37
D9,519,SPL45,,5/7/2021 10:37
E9,351,SPL46,,5/7/2021 10:37
F9,373,SPL47,,5/7/2021 10:37
G9,367,SPL48,,5/7/2021 10:37
B10,322,SPL49,,5/7/2021 10:37
C10,307,SPL50,,5/7/2021 10:37
D10,319,SPL51,,5/7/2021 10:37
E10,281,SPL52,,5/7/2021 10:37
F10,294,SPL53,,5/7/2021 10:37
G10,272,SPL54,,5/7/2021 10:37
B11,303,SPL55,,5/7/2021 10:37
C11,300,SPL56,,5/7/2021 10:37
D11,292,SPL57,,5/7/2021 10:37
E11,314,SPL58,,5/7/2021 10:37
F11,343,SPL59,,5/7/2021 10:37
G11,352,SPL60,,5/7/2021 10:37
F12,1.67,SPL61,,5/7/2021 10:37
G12,1.44,SPL62,,5/7/2021 10:37
