Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,285,SPL1,,5/5/2021 11:39
C2,319,SPL2,,5/5/2021 11:39
D2,327,SPL3,,5/5/2021 11:39
E2,277,SPL4,,5/5/2021 11:39
F2,259,SPL5,,5/5/2021 11:39
G2,259,SPL6,,5/5/2021 11:39
B3,333,SPL7,,5/5/2021 11:39
C3,361,SPL8,,5/5/2021 11:39
D3,365,SPL9,,5/5/2021 11:39
E3,307,SPL10,,5/5/2021 11:39
F3,292,SPL11,,5/5/2021 11:39
G3,316,SPL12,,5/5/2021 11:39
B4,246,SPL13,,5/5/2021 11:39
C4,264,SPL14,,5/5/2021 11:39
D4,290,SPL15,,5/5/2021 11:39
E4,279,SPL16,,5/5/2021 11:39
F4,261,SPL17,,5/5/2021 11:39
G4,282,SPL18,,5/5/2021 11:39
B5,243,SPL19,,5/5/2021 11:39
C5,276,SPL20,,5/5/2021 11:39
D5,293,SPL21,,5/5/2021 11:39
E5,273,SPL22,,5/5/2021 11:39
F5,305,SPL23,,5/5/2021 11:39
G5,257,SPL24,,5/5/2021 11:39
B6,402,SPL25,,5/5/2021 11:39
C6,370,SPL26,,5/5/2021 11:39
D6,392,SPL27,,5/5/2021 11:39
E6,314,SPL28,,5/5/2021 11:39
F6,291,SPL29,,5/5/2021 11:39
G6,266,SPL30,,5/5/2021 11:39
B7,292,SPL31,,5/5/2021 11:39
C7,291,SPL32,,5/5/2021 11:39
D7,276,SPL33,,5/5/2021 11:39
E7,332,SPL34,,5/5/2021 11:39
F7,366,SPL35,,5/5/2021 11:39
G7,368,SPL36,,5/5/2021 11:39
B8,303,SPL37,,5/5/2021 11:39
C8,275,SPL38,,5/5/2021 11:39
D8,249,SPL39,,5/5/2021 11:39
E8,265,SPL40,,5/5/2021 11:39
F8,259,SPL41,,5/5/2021 11:39
G8,247,SPL42,,5/5/2021 11:39
B9,263,SPL43,,5/5/2021 11:39
C9,229,SPL44,,5/5/2021 11:39
D9,268,SPL45,,5/5/2021 11:39
E9,222,SPL46,,5/5/2021 11:39
F9,223,SPL47,,5/5/2021 11:39
G9,229,SPL48,,5/5/2021 11:39
B10,296,SPL49,,5/5/2021 11:39
C10,274,SPL50,,5/5/2021 11:39
D10,254,SPL51,,5/5/2021 11:39
E10,261,SPL52,,5/5/2021 11:39
F10,230,SPL53,,5/5/2021 11:39
G10,248,SPL54,,5/5/2021 11:39
B11,317,SPL55,,5/5/2021 11:39
C11,299,SPL56,,5/5/2021 11:39
D11,262,SPL57,,5/5/2021 11:39
E11,214,SPL58,,5/5/2021 11:39
F11,216,SPL59,,5/5/2021 11:39
G11,235,SPL60,,5/5/2021 11:39
F12,2.22,SPL61,,5/5/2021 11:39
G12,2,SPL62,,5/5/2021 11:39
