Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,137,SPL1,,5/21/2021 15:25
C2,147,SPL2,,5/21/2021 15:25
D2,150,SPL3,,5/21/2021 15:25
E2,167,SPL4,,5/21/2021 15:25
F2,192,SPL5,,5/21/2021 15:25
G2,183,SPL6,,5/21/2021 15:25
B3,165,SPL7,,5/21/2021 15:25
C3,149,SPL8,,5/21/2021 15:25
D3,134,SPL9,,5/21/2021 15:25
E3,163,SPL10,,5/21/2021 15:25
F3,161,SPL11,,5/21/2021 15:25
G3,192,SPL12,,5/21/2021 15:25
B4,142,SPL13,,5/21/2021 15:25
C4,157,SPL14,,5/21/2021 15:25
D4,156,SPL15,,5/21/2021 15:25
E4,182,SPL16,,5/21/2021 15:25
F4,195,SPL17,,5/21/2021 15:25
G4,188,SPL18,,5/21/2021 15:25
B5,120,SPL19,,5/21/2021 15:25
C5,129,SPL20,,5/21/2021 15:25
D5,141,SPL21,,5/21/2021 15:25
E5,164,SPL22,,5/21/2021 15:25
F5,151,SPL23,,5/21/2021 15:25
G5,161,SPL24,,5/21/2021 15:25
B6,92.2,SPL25,,5/21/2021 15:25
C6,112,SPL26,,5/21/2021 15:25
D6,131,SPL27,,5/21/2021 15:25
E6,170,SPL28,,5/21/2021 15:25
F6,158,SPL29,,5/21/2021 15:25
G6,164,SPL30,,5/21/2021 15:25
B7,181,SPL31,,5/21/2021 15:25
C7,160,SPL32,,5/21/2021 15:25
D7,167,SPL33,,5/21/2021 15:25
E7,89.8,SPL34,,5/21/2021 15:25
F7,99,SPL35,,5/21/2021 15:25
G7,153,SPL36,,5/21/2021 15:25
B8,159,SPL37,,5/21/2021 15:25
C8,167,SPL38,,5/21/2021 15:25
D8,155,SPL39,,5/21/2021 15:25
E8,139,SPL40,,5/21/2021 15:25
F8,143,SPL41,,5/21/2021 15:25
G8,162,SPL42,,5/21/2021 15:25
B9,152,SPL43,,5/21/2021 15:25
C9,156,SPL44,,5/21/2021 15:25
D9,178,SPL45,,5/21/2021 15:25
E9,75.2,SPL46,,5/21/2021 15:25
F9,75.7,SPL47,,5/21/2021 15:25
G9,80.7,SPL48,,5/21/2021 15:25
B10,179,SPL49,,5/21/2021 15:25
C10,169,SPL50,,5/21/2021 15:25
D10,142,SPL51,,5/21/2021 15:25
E10,145,SPL52,,5/21/2021 15:25
F10,155,SPL53,,5/21/2021 15:25
G10,153,SPL54,,5/21/2021 15:25
B11,171,SPL55,,5/21/2021 15:25
C11,184,SPL56,,5/21/2021 15:25
D11,159,SPL57,,5/21/2021 15:25
E11,115,SPL58,,5/21/2021 15:25
F11,114,SPL59,,5/21/2021 15:25
G11,113,SPL60,,5/21/2021 15:25
F12,2,SPL61,,5/21/2021 15:25
G12,1.78,SPL62,,5/21/2021 15:25
