Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,591,SPL1,,5/27/2021 13:17
C2,603,SPL2,,5/27/2021 13:17
D2,656,SPL3,,5/27/2021 13:17
E2,488,SPL4,,5/27/2021 13:17
F2,481,SPL5,,5/27/2021 13:17
G2,521,SPL6,,5/27/2021 13:17
B3,477,SPL7,,5/27/2021 13:17
C3,485,SPL8,,5/27/2021 13:17
D3,501,SPL9,,5/27/2021 13:17
E3,598,SPL10,,5/27/2021 13:17
F3,538,SPL11,,5/27/2021 13:17
G3,479,SPL12,,5/27/2021 13:17
B4,470,SPL13,,5/27/2021 13:17
C4,545,SPL14,,5/27/2021 13:17
D4,520,SPL15,,5/27/2021 13:17
E4,515,SPL16,,5/27/2021 13:17
F4,501,SPL17,,5/27/2021 13:17
G4,464,SPL18,,5/27/2021 13:17
B5,402,SPL19,,5/27/2021 13:17
C5,490,SPL20,,5/27/2021 13:17
D5,383,SPL21,,5/27/2021 13:17
E5,458,SPL22,,5/27/2021 13:17
F5,442,SPL23,,5/27/2021 13:17
G5,420,SPL24,,5/27/2021 13:17
B6,413,SPL25,,5/27/2021 13:17
C6,456,SPL26,,5/27/2021 13:17
D6,481,SPL27,,5/27/2021 13:17
E6,784,SPL28,,5/27/2021 13:17
F6,722,SPL29,,5/27/2021 13:17
G6,772,SPL30,,5/27/2021 13:17
B7,612,SPL31,,5/27/2021 13:17
C7,559,SPL32,,5/27/2021 13:17
D7,596,SPL33,,5/27/2021 13:17
E7,504,SPL34,,5/27/2021 13:17
F7,516,SPL35,,5/27/2021 13:17
G7,640,SPL36,,5/27/2021 13:17
B8,616,SPL37,,5/27/2021 13:17
C8,627,SPL38,,5/27/2021 13:17
D8,571,SPL39,,5/27/2021 13:17
E8,637,SPL40,,5/27/2021 13:17
F8,655,SPL41,,5/27/2021 13:17
G8,711,SPL42,,5/27/2021 13:17
B9,557,SPL43,,5/27/2021 13:17
C9,609,SPL44,,5/27/2021 13:17
D9,587,SPL45,,5/27/2021 13:17
E9,352,SPL46,,5/27/2021 13:17
F9,338,SPL47,,5/27/2021 13:17
G9,386,SPL48,,5/27/2021 13:17
B10,445,SPL49,,5/27/2021 13:17
C10,435,SPL50,,5/27/2021 13:17
D10,395,SPL51,,5/27/2021 13:17
E10,469,SPL52,,5/27/2021 13:17
F10,515,SPL53,,5/27/2021 13:17
G10,508,SPL54,,5/27/2021 13:17
B11,482,SPL55,,5/27/2021 13:17
C11,387,SPL56,,5/27/2021 13:17
D11,450,SPL57,,5/27/2021 13:17
E11,411,SPL58,,5/27/2021 13:17
F11,443,SPL59,,5/27/2021 13:17
G11,441,SPL60,,5/27/2021 13:17
F12,2,SPL61,,5/27/2021 13:17
G12,2,SPL62,,5/27/2021 13:17
