Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,29,SPL1,,4/30/2021 12:58
C2,29.8,SPL2,,4/30/2021 12:58
D2,26.8,SPL3,,4/30/2021 12:58
E2,13.7,SPL4,,4/30/2021 12:58
F2,15.1,SPL5,,4/30/2021 12:58
G2,12.7,SPL6,,4/30/2021 12:58
B3,30,SPL7,,4/30/2021 12:58
C3,36.2,SPL8,,4/30/2021 12:58
D3,33.9,SPL9,,4/30/2021 12:58
E3,16.1,SPL10,,4/30/2021 12:58
F3,13.1,SPL11,,4/30/2021 12:58
G3,15,SPL12,,4/30/2021 12:58
B4,29,SPL13,,4/30/2021 12:58
C4,26,SPL14,,4/30/2021 12:58
D4,31.9,SPL15,,4/30/2021 12:58
E4,16.1,SPL16,,4/30/2021 12:58
F4,16,SPL17,,4/30/2021 12:58
G4,12.9,SPL18,,4/30/2021 12:58
B5,26.1,SPL19,,4/30/2021 12:58
C5,26.1,SPL20,,4/30/2021 12:58
D5,25.3,SPL21,,4/30/2021 12:58
E5,12.3,SPL22,,4/30/2021 12:58
F5,14.1,SPL23,,4/30/2021 12:58
G5,14.1,SPL24,,4/30/2021 12:58
B6,14.1,SPL25,,4/30/2021 12:58
C6,16.1,SPL26,,4/30/2021 12:58
D6,12.2,SPL27,,4/30/2021 12:58
E6,23.3,SPL28,,4/30/2021 12:58
F6,21.8,SPL29,,4/30/2021 12:58
G6,16.7,SPL30,,4/30/2021 12:58
B7,20.2,SPL31,,4/30/2021 12:58
C7,20,SPL32,,4/30/2021 12:58
D7,19.3,SPL33,,4/30/2021 12:58
E7,21,SPL34,,4/30/2021 12:58
F7,21.4,SPL35,,4/30/2021 12:58
G7,25,SPL36,,4/30/2021 12:58
B8,17.9,SPL37,,4/30/2021 12:58
C8,19.3,SPL38,,4/30/2021 12:58
D8,17.6,SPL39,,4/30/2021 12:58
E8,21.1,SPL40,,4/30/2021 12:58
F8,20.8,SPL41,,4/30/2021 12:58
G8,21.3,SPL42,,4/30/2021 12:58
B9,20.3,SPL43,,4/30/2021 12:58
C9,18.8,SPL44,,4/30/2021 12:58
D9,17.8,SPL45,,4/30/2021 12:58
E9,15.3,SPL46,,4/30/2021 12:58
F9,17.2,SPL47,,4/30/2021 12:58
G9,20.1,SPL48,,4/30/2021 12:58
B10,15,SPL49,,4/30/2021 12:58
C10,14.1,SPL50,,4/30/2021 12:58
D10,14.4,SPL51,,4/30/2021 12:58
E10,14,SPL52,,4/30/2021 12:58
F10,12.3,SPL53,,4/30/2021 12:58
G10,12.2,SPL54,,4/30/2021 12:58
B11,16.6,SPL55,,4/30/2021 12:58
C11,16.1,SPL56,,4/30/2021 12:58
D11,17.9,SPL57,,4/30/2021 12:58
E11,10.8,SPL58,,4/30/2021 12:58
F11,12.3,SPL59,,4/30/2021 12:58
G11,13.9,SPL60,,4/30/2021 12:58
F12,2.11,SPL61,,4/30/2021 12:58
G12,2.78,SPL62,,4/30/2021 12:58
