Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,313,SPL1,,5/24/2021 13:55
C2,343,SPL2,,5/24/2021 13:55
D2,346,SPL3,,5/24/2021 13:55
E2,426,SPL4,,5/24/2021 13:55
F2,447,SPL5,,5/24/2021 13:55
G2,472,SPL6,,5/24/2021 13:55
B3,319,SPL7,,5/24/2021 13:55
C3,263,SPL8,,5/24/2021 13:55
D3,301,SPL9,,5/24/2021 13:55
E3,437,SPL10,,5/24/2021 13:55
F3,420,SPL11,,5/24/2021 13:55
G3,472,SPL12,,5/24/2021 13:55
B4,293,SPL13,,5/24/2021 13:55
C4,297,SPL14,,5/24/2021 13:55
D4,243,SPL15,,5/24/2021 13:55
E4,375,SPL16,,5/24/2021 13:55
F4,349,SPL17,,5/24/2021 13:55
G4,345,SPL18,,5/24/2021 13:55
B5,253,SPL19,,5/24/2021 13:55
C5,281,SPL20,,5/24/2021 13:55
D5,292,SPL21,,5/24/2021 13:55
E5,349,SPL22,,5/24/2021 13:55
F5,373,SPL23,,5/24/2021 13:55
G5,338,SPL24,,5/24/2021 13:55
B6,295,SPL25,,5/24/2021 13:55
C6,323,SPL26,,5/24/2021 13:55
D6,352,SPL27,,5/24/2021 13:55
E6,491,SPL28,,5/24/2021 13:55
F6,465,SPL29,,5/24/2021 13:55
G6,470,SPL30,,5/24/2021 13:55
B7,433,SPL31,,5/24/2021 13:55
C7,363,SPL32,,5/24/2021 13:55
D7,417,SPL33,,5/24/2021 13:55
E7,314,SPL34,,5/24/2021 13:55
F7,314,SPL35,,5/24/2021 13:55
G7,454,SPL36,,5/24/2021 13:55
B8,403,SPL37,,5/24/2021 13:55
C8,422,SPL38,,5/24/2021 13:55
D8,405,SPL39,,5/24/2021 13:55
E8,408,SPL40,,5/24/2021 13:55
F8,419,SPL41,,5/24/2021 13:55
G8,466,SPL42,,5/24/2021 13:55
B9,393,SPL43,,5/24/2021 13:55
C9,411,SPL44,,5/24/2021 13:55
D9,465,SPL45,,5/24/2021 13:55
E9,249,SPL46,,5/24/2021 13:55
F9,243,SPL47,,5/24/2021 13:55
G9,267,SPL48,,5/24/2021 13:55
B10,370,SPL49,,5/24/2021 13:55
C10,363,SPL50,,5/24/2021 13:55
D10,345,SPL51,,5/24/2021 13:55
E10,285,SPL52,,5/24/2021 13:55
F10,312,SPL53,,5/24/2021 13:55
G10,314,SPL54,,5/24/2021 13:55
B11,327,SPL55,,5/24/2021 13:55
C11,311,SPL56,,5/24/2021 13:55
D11,329,SPL57,,5/24/2021 13:55
E11,304,SPL58,,5/24/2021 13:55
F11,309,SPL59,,5/24/2021 13:55
G11,316,SPL60,,5/24/2021 13:55
F12,2.78,SPL61,,5/24/2021 13:55
G12,1.33,SPL62,,5/24/2021 13:55
