Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,91.3,SPL1,,5/1/2021 17:58
C2,93.7,SPL2,,5/1/2021 17:58
D2,99.2,SPL3,,5/1/2021 17:58
E2,86.1,SPL4,,5/1/2021 17:58
F2,81.2,SPL5,,5/1/2021 17:58
G2,86.3,SPL6,,5/1/2021 17:58
B3,107,SPL7,,5/1/2021 17:58
C3,114,SPL8,,5/1/2021 17:58
D3,119,SPL9,,5/1/2021 17:58
E3,88,SPL10,,5/1/2021 17:58
F3,98.2,SPL11,,5/1/2021 17:58
G3,101,SPL12,,5/1/2021 17:58
B4,89.7,SPL13,,5/1/2021 17:58
C4,85.6,SPL14,,5/1/2021 17:58
D4,98.2,SPL15,,5/1/2021 17:58
E4,80.3,SPL16,,5/1/2021 17:58
F4,85.1,SPL17,,5/1/2021 17:58
G4,84.3,SPL18,,5/1/2021 17:58
B5,91.1,SPL19,,5/1/2021 17:58
C5,87.9,SPL20,,5/1/2021 17:58
D5,106,SPL21,,5/1/2021 17:58
E5,82.3,SPL22,,5/1/2021 17:58
F5,84.3,SPL23,,5/1/2021 17:58
G5,91.1,SPL24,,5/1/2021 17:58
B6,78.3,SPL25,,5/1/2021 17:58
C6,84.2,SPL26,,5/1/2021 17:58
D6,84.7,SPL27,,5/1/2021 17:58
E6,90.1,SPL28,,5/1/2021 17:58
F6,98.4,SPL29,,5/1/2021 17:58
G6,73.4,SPL30,,5/1/2021 17:58
B7,105,SPL31,,5/1/2021 17:58
C7,105,SPL32,,5/1/2021 17:58
D7,93,SPL33,,5/1/2021 17:58
E7,117,SPL34,,5/1/2021 17:58
F7,126,SPL35,,5/1/2021 17:58
G7,128,SPL36,,5/1/2021 17:58
B8,93.3,SPL37,,5/1/2021 17:58
C8,82.1,SPL38,,5/1/2021 17:58
D8,99.2,SPL39,,5/1/2021 17:58
E8,73.7,SPL40,,5/1/2021 17:58
F8,75.6,SPL41,,5/1/2021 17:58
G8,72.9,SPL42,,5/1/2021 17:58
B9,82.3,SPL43,,5/1/2021 17:58
C9,83,SPL44,,5/1/2021 17:58
D9,87,SPL45,,5/1/2021 17:58
E9,62.2,SPL46,,5/1/2021 17:58
F9,66,SPL47,,5/1/2021 17:58
G9,61.1,SPL48,,5/1/2021 17:58
B10,57.3,SPL49,,5/1/2021 17:58
C10,57,SPL50,,5/1/2021 17:58
D10,62.7,SPL51,,5/1/2021 17:58
E10,56.4,SPL52,,5/1/2021 17:58
F10,55.3,SPL53,,5/1/2021 17:58
G10,56.3,SPL54,,5/1/2021 17:58
B11,81.2,SPL55,,5/1/2021 17:58
C11,77,SPL56,,5/1/2021 17:58
D11,77.7,SPL57,,5/1/2021 17:58
E11,53.4,SPL58,,5/1/2021 17:58
F11,46.9,SPL59,,5/1/2021 17:58
G11,52.3,SPL60,,5/1/2021 17:58
F12,1.89,SPL61,,5/1/2021 17:58
G12,2.56,SPL62,,5/1/2021 17:58
