Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,346,SPL1,,5/23/2021 16:18
C2,730,SPL2,,5/23/2021 16:18
D2,323,SPL3,,5/23/2021 16:18
E2,311,SPL4,,5/23/2021 16:18
F2,680,SPL5,,5/23/2021 16:18
G2,305,SPL6,,5/23/2021 16:18
B3,238,SPL7,,5/23/2021 16:18
C3,277,SPL8,,5/23/2021 16:18
D3,250,SPL9,,5/23/2021 16:18
E3,306,SPL10,,5/23/2021 16:18
F3,260,SPL11,,5/23/2021 16:18
G3,290,SPL12,,5/23/2021 16:18
B4,273,SPL13,,5/23/2021 16:18
C4,500,SPL14,,5/23/2021 16:18
D4,281,SPL15,,5/23/2021 16:18
E4,313,SPL16,,5/23/2021 16:18
F4,339,SPL17,,5/23/2021 16:18
G4,325,SPL18,,5/23/2021 16:18
B5,221,SPL19,,5/23/2021 16:18
C5,248,SPL20,,5/23/2021 16:18
D5,235,SPL21,,5/23/2021 16:18
E5,226,SPL22,,5/23/2021 16:18
F5,256,SPL23,,5/23/2021 16:18
G5,268,SPL24,,5/23/2021 16:18
B6,373,SPL25,,5/23/2021 16:18
C6,381,SPL26,,5/23/2021 16:18
D6,369,SPL27,,5/23/2021 16:18
E6,271,SPL28,,5/23/2021 16:18
F6,283,SPL29,,5/23/2021 16:18
G6,295,SPL30,,5/23/2021 16:18
B7,347,SPL31,,5/23/2021 16:18
C7,357,SPL32,,5/23/2021 16:18
D7,364,SPL33,,5/23/2021 16:18
E7,269,SPL34,,5/23/2021 16:18
F7,275,SPL35,,5/23/2021 16:18
G7,261,SPL36,,5/23/2021 16:18
B8,354,SPL37,,5/23/2021 16:18
C8,344,SPL38,,5/23/2021 16:18
D8,331,SPL39,,5/23/2021 16:18
E8,245,SPL40,,5/23/2021 16:18
F8,546,SPL41,,5/23/2021 16:18
G8,243,SPL42,,5/23/2021 16:18
B9,356,SPL43,,5/23/2021 16:18
C9,325,SPL44,,5/23/2021 16:18
D9,346,SPL45,,5/23/2021 16:18
E9,163,SPL46,,5/23/2021 16:18
F9,270,SPL47,,5/23/2021 16:18
G9,167,SPL48,,5/23/2021 16:18
B10,337,SPL49,,5/23/2021 16:18
C10,308,SPL50,,5/23/2021 16:18
D10,303,SPL51,,5/23/2021 16:18
E10,236,SPL52,,5/23/2021 16:18
F10,219,SPL53,,5/23/2021 16:18
G10,259,SPL54,,5/23/2021 16:18
B11,327,SPL55,,5/23/2021 16:18
C11,265,SPL56,,5/23/2021 16:18
D11,275,SPL57,,5/23/2021 16:18
E11,264,SPL58,,5/23/2021 16:18
F11,257,SPL59,,5/23/2021 16:18
G11,243,SPL60,,5/23/2021 16:18
F12,2,SPL61,,5/23/2021 16:18
G12,2,SPL62,,5/23/2021 16:18
