Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,4.11,SPL1,,4/28/2021 16:37
C2,4.56,SPL2,,4/28/2021 16:37
D2,4,SPL3,,4/28/2021 16:37
E2,2.67,SPL4,,4/28/2021 16:37
F2,3.44,SPL5,,4/28/2021 16:37
G2,1.67,SPL6,,4/28/2021 16:37
B3,4.67,SPL7,,4/28/2021 16:37
C3,4.44,SPL8,,4/28/2021 16:37
D3,4.56,SPL9,,4/28/2021 16:37
E3,3.89,SPL10,,4/28/2021 16:37
F3,1.89,SPL11,,4/28/2021 16:37
G3,3.22,SPL12,,4/28/2021 16:37
B4,5.11,SPL13,,4/28/2021 16:37
C4,4.56,SPL14,,4/28/2021 16:37
D4,4.67,SPL15,,4/28/2021 16:37
E4,2.78,SPL16,,4/28/2021 16:37
F4,2.33,SPL17,,4/28/2021 16:37
G4,3.33,SPL18,,4/28/2021 16:37
B5,4,SPL19,,4/28/2021 16:37
C5,5.33,SPL20,,4/28/2021 16:37
D5,6.67,SPL21,,4/28/2021 16:37
E5,3.11,SPL22,,4/28/2021 16:37
F5,2.89,SPL23,,4/28/2021 16:37
G5,2.56,SPL24,,4/28/2021 16:37
B6,2.22,SPL25,,4/28/2021 16:37
C6,2.89,SPL26,,4/28/2021 16:37
D6,3,SPL27,,4/28/2021 16:37
E6,3.56,SPL28,,4/28/2021 16:37
F6,4.22,SPL29,,4/28/2021 16:37
G6,4.56,SPL30,,4/28/2021 16:37
B7,2.44,SPL31,,4/28/2021 16:37
C7,2.56,SPL32,,4/28/2021 16:37
D7,2.67,SPL33,,4/28/2021 16:37
E7,3.56,SPL34,,4/28/2021 16:37
F7,4.11,SPL35,,4/28/2021 16:37
G7,4.33,SPL36,,4/28/2021 16:37
B8,2.89,SPL37,,4/28/2021 16:37
C8,2.67,SPL38,,4/28/2021 16:37
D8,2.89,SPL39,,4/28/2021 16:37
E8,4,SPL40,,4/28/2021 16:37
F8,5.33,SPL41,,4/28/2021 16:37
G8,3.78,SPL42,,4/28/2021 16:37
B9,2.67,SPL43,,4/28/2021 16:37
C9,2.22,SPL44,,4/28/2021 16:37
D9,2.56,SPL45,,4/28/2021 16:37
E9,5.22,SPL46,,4/28/2021 16:37
F9,3.78,SPL47,,4/28/2021 16:37
G9,4.78,SPL48,,4/28/2021 16:37
B10,3.56,SPL49,,4/28/2021 16:37
C10,3.33,SPL50,,4/28/2021 16:37
D10,2.11,SPL51,,4/28/2021 16:37
E10,4.22,SPL52,,4/28/2021 16:37
F10,3.22,SPL53,,4/28/2021 16:37
G10,4.33,SPL54,,4/28/2021 16:37
B11,2.44,SPL55,,4/28/2021 16:37
C11,2.89,SPL56,,4/28/2021 16:37
D11,2.22,SPL57,,4/28/2021 16:37
E11,2.67,SPL58,,4/28/2021 16:37
F11,3.11,SPL59,,4/28/2021 16:37
G11,2.56,SPL60,,4/28/2021 16:37
