Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,9.44,SPL1,,5/18/2021 16:33
C2,5,SPL2,,5/18/2021 16:33
D2,4.78,SPL3,,5/18/2021 16:33
E2,3.11,SPL4,,5/18/2021 16:33
F2,4.44,SPL5,,5/18/2021 16:33
G2,3.44,SPL6,,5/18/2021 16:33
B3,5.67,SPL7,,5/18/2021 16:33
C3,6,SPL8,,5/18/2021 16:33
D3,3.22,SPL9,,5/18/2021 16:33
E3,4.33,SPL10,,5/18/2021 16:33
F3,4.33,SPL11,,5/18/2021 16:33
G3,5,SPL12,,5/18/2021 16:33
B4,5.11,SPL13,,5/18/2021 16:33
C4,4.67,SPL14,,5/18/2021 16:33
D4,3.67,SPL15,,5/18/2021 16:33
E4,3.11,SPL16,,5/18/2021 16:33
F4,3.11,SPL17,,5/18/2021 16:33
G4,5,SPL18,,5/18/2021 16:33
B5,4.44,SPL19,,5/18/2021 16:33
C5,5.67,SPL20,,5/18/2021 16:33
D5,6.56,SPL21,,5/18/2021 16:33
E5,4.33,SPL22,,5/18/2021 16:33
F5,2.56,SPL23,,5/18/2021 16:33
G5,4.11,SPL24,,5/18/2021 16:33
B6,4.44,SPL25,,5/18/2021 16:33
C6,4.44,SPL26,,5/18/2021 16:33
D6,4.11,SPL27,,5/18/2021 16:33
E6,4.56,SPL28,,5/18/2021 16:33
F6,5,SPL29,,5/18/2021 16:33
G6,4.22,SPL30,,5/18/2021 16:33
B7,5.33,SPL31,,5/18/2021 16:33
C7,5.33,SPL32,,5/18/2021 16:33
D7,4.56,SPL33,,5/18/2021 16:33
E7,3.67,SPL34,,5/18/2021 16:33
F7,4.78,SPL35,,5/18/2021 16:33
G7,4.78,SPL36,,5/18/2021 16:33
B8,3.56,SPL37,,5/18/2021 16:33
C8,4.11,SPL38,,5/18/2021 16:33
D8,3.44,SPL39,,5/18/2021 16:33
E8,3.89,SPL40,,5/18/2021 16:33
F8,3.89,SPL41,,5/18/2021 16:33
G8,5.22,SPL42,,5/18/2021 16:33
B9,5.33,SPL43,,5/18/2021 16:33
C9,3.56,SPL44,,5/18/2021 16:33
D9,3.67,SPL45,,5/18/2021 16:33
E9,4.22,SPL46,,5/18/2021 16:33
F9,5,SPL47,,5/18/2021 16:33
G9,4.89,SPL48,,5/18/2021 16:33
B10,4.56,SPL49,,5/18/2021 16:33
C10,5.11,SPL50,,5/18/2021 16:33
D10,6.44,SPL51,,5/18/2021 16:33
E10,5.78,SPL52,,5/18/2021 16:33
F10,4.89,SPL53,,5/18/2021 16:33
G10,4.67,SPL54,,5/18/2021 16:33
B11,5.89,SPL55,,5/18/2021 16:33
C11,5.22,SPL56,,5/18/2021 16:33
D11,5.56,SPL57,,5/18/2021 16:33
E11,3.89,SPL58,,5/18/2021 16:33
F11,5.56,SPL59,,5/18/2021 16:33
G11,4.89,SPL60,,5/18/2021 16:33
F12,1,SPL61,,5/18/2021 16:33
G12,1.56,SPL62,,5/18/2021 16:33
