Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,334,SPL1,,5/23/2021 16:07
C2,392,SPL2,,5/23/2021 16:07
D2,339,SPL3,,5/23/2021 16:07
E2,254,SPL4,,5/23/2021 16:07
F2,243,SPL5,,5/23/2021 16:07
G2,260,SPL6,,5/23/2021 16:07
B3,413,SPL7,,5/23/2021 16:07
C3,409,SPL8,,5/23/2021 16:07
D3,422,SPL9,,5/23/2021 16:07
E3,294,SPL10,,5/23/2021 16:07
F3,311,SPL11,,5/23/2021 16:07
G3,301,SPL12,,5/23/2021 16:07
B4,386,SPL13,,5/23/2021 16:07
C4,386,SPL14,,5/23/2021 16:07
D4,420,SPL15,,5/23/2021 16:07
E4,300,SPL16,,5/23/2021 16:07
F4,269,SPL17,,5/23/2021 16:07
G4,302,SPL18,,5/23/2021 16:07
B5,336,SPL19,,5/23/2021 16:07
C5,328,SPL20,,5/23/2021 16:07
D5,322,SPL21,,5/23/2021 16:07
E5,217,SPL22,,5/23/2021 16:07
F5,218,SPL23,,5/23/2021 16:07
G5,259,SPL24,,5/23/2021 16:07
B6,447,SPL25,,5/23/2021 16:07
C6,468,SPL26,,5/23/2021 16:07
D6,414,SPL27,,5/23/2021 16:07
E6,261,SPL28,,5/23/2021 16:07
F6,330,SPL29,,5/23/2021 16:07
G6,334,SPL30,,5/23/2021 16:07
B7,415,SPL31,,5/23/2021 16:07
C7,395,SPL32,,5/23/2021 16:07
D7,334,SPL33,,5/23/2021 16:07
E7,305,SPL34,,5/23/2021 16:07
F7,326,SPL35,,5/23/2021 16:07
G7,338,SPL36,,5/23/2021 16:07
B8,395,SPL37,,5/23/2021 16:07
C8,382,SPL38,,5/23/2021 16:07
D8,358,SPL39,,5/23/2021 16:07
E8,312,SPL40,,5/23/2021 16:07
F8,307,SPL41,,5/23/2021 16:07
G8,281,SPL42,,5/23/2021 16:07
B9,322,SPL43,,5/23/2021 16:07
C9,315,SPL44,,5/23/2021 16:07
D9,332,SPL45,,5/23/2021 16:07
E9,213,SPL46,,5/23/2021 16:07
F9,199,SPL47,,5/23/2021 16:07
G9,211,SPL48,,5/23/2021 16:07
B10,332,SPL49,,5/23/2021 16:07
C10,322,SPL50,,5/23/2021 16:07
D10,316,SPL51,,5/23/2021 16:07
E10,278,SPL52,,5/23/2021 16:07
F10,265,SPL53,,5/23/2021 16:07
G10,262,SPL54,,5/23/2021 16:07
B11,316,SPL55,,5/23/2021 16:07
C11,269,SPL56,,5/23/2021 16:07
D11,299,SPL57,,5/23/2021 16:07
E11,245,SPL58,,5/23/2021 16:07
F11,252,SPL59,,5/23/2021 16:07
G11,249,SPL60,,5/23/2021 16:07
F12,1.67,SPL61,,5/23/2021 16:07
G12,2.11,SPL62,,5/23/2021 16:07
