Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,253,SPL1,,5/4/2021 11:14
C2,324,SPL2,,5/4/2021 11:14
D2,304,SPL3,,5/4/2021 11:14
E2,215,SPL4,,5/4/2021 11:14
F2,208,SPL5,,5/4/2021 11:14
G2,193,SPL6,,5/4/2021 11:14
B3,249,SPL7,,5/4/2021 11:14
C3,333,SPL8,,5/4/2021 11:14
D3,324,SPL9,,5/4/2021 11:14
E3,247,SPL10,,5/4/2021 11:14
F3,219,SPL11,,5/4/2021 11:14
G3,245,SPL12,,5/4/2021 11:14
B4,288,SPL13,,5/4/2021 11:14
C4,271,SPL14,,5/4/2021 11:14
D4,307,SPL15,,5/4/2021 11:14
E4,188,SPL16,,5/4/2021 11:14
F4,179,SPL17,,5/4/2021 11:14
G4,196,SPL18,,5/4/2021 11:14
B5,248,SPL19,,5/4/2021 11:14
C5,253,SPL20,,5/4/2021 11:14
D5,250,SPL21,,5/4/2021 11:14
E5,195,SPL22,,5/4/2021 11:14
F5,213,SPL23,,5/4/2021 11:14
G5,205,SPL24,,5/4/2021 11:14
B6,337,SPL25,,5/4/2021 11:14
C6,301,SPL26,,5/4/2021 11:14
D6,323,SPL27,,5/4/2021 11:14
E6,306,SPL28,,5/4/2021 11:14
F6,281,SPL29,,5/4/2021 11:14
G6,294,SPL30,,5/4/2021 11:14
B7,315,SPL31,,5/4/2021 11:14
C7,318,SPL32,,5/4/2021 11:14
D7,301,SPL33,,5/4/2021 11:14
E7,300,SPL34,,5/4/2021 11:14
F7,294,SPL35,,5/4/2021 11:14
G7,338,SPL36,,5/4/2021 11:14
B8,282,SPL37,,5/4/2021 11:14
C8,282,SPL38,,5/4/2021 11:14
D8,298,SPL39,,5/4/2021 11:14
E8,209,SPL40,,5/4/2021 11:14
F8,193,SPL41,,5/4/2021 11:14
G8,209,SPL42,,5/4/2021 11:14
B9,289,SPL43,,5/4/2021 11:14
C9,334,SPL44,,5/4/2021 11:14
D9,274,SPL45,,5/4/2021 11:14
E9,196,SPL46,,5/4/2021 11:14
F9,201,SPL47,,5/4/2021 11:14
G9,220,SPL48,,5/4/2021 11:14
B10,266,SPL49,,5/4/2021 11:14
C10,253,SPL50,,5/4/2021 11:14
D10,269,SPL51,,5/4/2021 11:14
E10,205,SPL52,,5/4/2021 11:14
F10,201,SPL53,,5/4/2021 11:14
G10,200,SPL54,,5/4/2021 11:14
B11,287,SPL55,,5/4/2021 11:14
C11,286,SPL56,,5/4/2021 11:14
D11,263,SPL57,,5/4/2021 11:14
E11,205,SPL58,,5/4/2021 11:14
F11,195,SPL59,,5/4/2021 11:14
G11,211,SPL60,,5/4/2021 11:14
F12,1.67,SPL61,,5/4/2021 11:14
G12,1.67,SPL62,,5/4/2021 11:14
