Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,3.56,SPL1,,4/28/2021 16:27
C2,3.44,SPL2,,4/28/2021 16:27
D2,3,SPL3,,4/28/2021 16:27
E2,2.78,SPL4,,4/28/2021 16:27
F2,3,SPL5,,4/28/2021 16:27
G2,3.56,SPL6,,4/28/2021 16:27
B3,4.67,SPL7,,4/28/2021 16:27
C3,5.22,SPL8,,4/28/2021 16:27
D3,3.89,SPL9,,4/28/2021 16:27
E3,2.89,SPL10,,4/28/2021 16:27
F3,2.67,SPL11,,4/28/2021 16:27
G3,2.67,SPL12,,4/28/2021 16:27
B4,4.11,SPL13,,4/28/2021 16:27
C4,4.56,SPL14,,4/28/2021 16:27
D4,3.89,SPL15,,4/28/2021 16:27
E4,1.67,SPL16,,4/28/2021 16:27
F4,4.33,SPL17,,4/28/2021 16:27
G4,3.33,SPL18,,4/28/2021 16:27
B5,4,SPL19,,4/28/2021 16:27
C5,4.67,SPL20,,4/28/2021 16:27
D5,4.67,SPL21,,4/28/2021 16:27
E5,3.78,SPL22,,4/28/2021 16:27
F5,3,SPL23,,4/28/2021 16:27
G5,1.89,SPL24,,4/28/2021 16:27
B6,1.78,SPL25,,4/28/2021 16:27
C6,2.67,SPL26,,4/28/2021 16:27
D6,3,SPL27,,4/28/2021 16:27
E6,4,SPL28,,4/28/2021 16:27
F6,3.22,SPL29,,4/28/2021 16:27
G6,4.22,SPL30,,4/28/2021 16:27
B7,3,SPL31,,4/28/2021 16:27
C7,1.78,SPL32,,4/28/2021 16:27
D7,3.33,SPL33,,4/28/2021 16:27
E7,4.11,SPL34,,4/28/2021 16:27
F7,3.44,SPL35,,4/28/2021 16:27
G7,3.78,SPL36,,4/28/2021 16:27
B8,2.33,SPL37,,4/28/2021 16:27
C8,2,SPL38,,4/28/2021 16:27
D8,2.22,SPL39,,4/28/2021 16:27
E8,3.78,SPL40,,4/28/2021 16:27
F8,4.33,SPL41,,4/28/2021 16:27
G8,3.56,SPL42,,4/28/2021 16:27
B9,2.67,SPL43,,4/28/2021 16:27
C9,2,SPL44,,4/28/2021 16:27
D9,2.22,SPL45,,4/28/2021 16:27
E9,3.89,SPL46,,4/28/2021 16:27
F9,4.56,SPL47,,4/28/2021 16:27
G9,5.89,SPL48,,4/28/2021 16:27
B10,3.11,SPL49,,4/28/2021 16:27
C10,3.33,SPL50,,4/28/2021 16:27
D10,3,SPL51,,4/28/2021 16:27
E10,3.11,SPL52,,4/28/2021 16:27
F10,2.78,SPL53,,4/28/2021 16:27
G10,3.56,SPL54,,4/28/2021 16:27
B11,1.78,SPL55,,4/28/2021 16:27
C11,3.22,SPL56,,4/28/2021 16:27
D11,3.56,SPL57,,4/28/2021 16:27
E11,3.11,SPL58,,4/28/2021 16:27
F11,2.56,SPL59,,4/28/2021 16:27
G11,4.11,SPL60,,4/28/2021 16:27
