Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,274,SPL1,,5/24/2021 13:24
C2,293,SPL2,,5/24/2021 13:24
D2,291,SPL3,,5/24/2021 13:24
E2,362,SPL4,,5/24/2021 13:24
F2,765,SPL5,,5/24/2021 13:24
G2,343,SPL6,,5/24/2021 13:24
B3,262,SPL7,,5/24/2021 13:24
C3,1035,SPL8,,5/24/2021 13:24
D3,274,SPL9,,5/24/2021 13:24
E3,335,SPL10,,5/24/2021 13:24
F3,332,SPL11,,5/24/2021 13:24
G3,379,SPL12,,5/24/2021 13:24
B4,267,SPL13,,5/24/2021 13:24
C4,336,SPL14,,5/24/2021 13:24
D4,265,SPL15,,5/24/2021 13:24
E4,357,SPL16,,5/24/2021 13:24
F4,353,SPL17,,5/24/2021 13:24
G4,384,SPL18,,5/24/2021 13:24
B5,251,SPL19,,5/24/2021 13:24
C5,248,SPL20,,5/24/2021 13:24
D5,274,SPL21,,5/24/2021 13:24
E5,363,SPL22,,5/24/2021 13:24
F5,381,SPL23,,5/24/2021 13:24
G5,360,SPL24,,5/24/2021 13:24
B6,360,SPL25,,5/24/2021 13:24
C6,329,SPL26,,5/24/2021 13:24
D6,370,SPL27,,5/24/2021 13:24
E6,337,SPL28,,5/24/2021 13:24
F6,376,SPL29,,5/24/2021 13:24
G6,325,SPL30,,5/24/2021 13:24
B7,395,SPL31,,5/24/2021 13:24
C7,399,SPL32,,5/24/2021 13:24
D7,332,SPL33,,5/24/2021 13:24
E7,280,SPL34,,5/24/2021 13:24
F7,267,SPL35,,5/24/2021 13:24
G7,250,SPL36,,5/24/2021 13:24
B8,311,SPL37,,5/24/2021 13:24
C8,356,SPL38,,5/24/2021 13:24
D8,331,SPL39,,5/24/2021 13:24
E8,333,SPL40,,5/24/2021 13:24
F8,311,SPL41,,5/24/2021 13:24
G8,336,SPL42,,5/24/2021 13:24
B9,384,SPL43,,5/24/2021 13:24
C9,348,SPL44,,5/24/2021 13:24
D9,400,SPL45,,5/24/2021 13:24
E9,246,SPL46,,5/24/2021 13:24
F9,235,SPL47,,5/24/2021 13:24
G9,239,SPL48,,5/24/2021 13:24
B10,297,SPL49,,5/24/2021 13:24
C10,533,SPL50,,5/24/2021 13:24
D10,287,SPL51,,5/24/2021 13:24
E10,260,SPL52,,5/24/2021 13:24
F10,287,SPL53,,5/24/2021 13:24
G10,275,SPL54,,5/24/2021 13:24
B11,254,SPL55,,5/24/2021 13:24
C11,304,SPL56,,5/24/2021 13:24
D11,231,SPL57,,5/24/2021 13:24
E11,166,SPL58,,5/24/2021 13:24
F11,183,SPL59,,5/24/2021 13:24
G11,219,SPL60,,5/24/2021 13:24
F12,2.22,SPL61,,5/24/2021 13:24
G12,2.44,SPL62,,5/24/2021 13:24
