Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,516,SPL1,,5/25/2021 13:25
C2,581,SPL2,,5/25/2021 13:25
D2,524,SPL3,,5/25/2021 13:25
E2,355,SPL4,,5/25/2021 13:25
F2,374,SPL5,,5/25/2021 13:25
G2,352,SPL6,,5/25/2021 13:25
B3,614,SPL7,,5/25/2021 13:25
C3,594,SPL8,,5/25/2021 13:25
D3,601,SPL9,,5/25/2021 13:25
E3,368,SPL10,,5/25/2021 13:25
F3,378,SPL11,,5/25/2021 13:25
G3,394,SPL12,,5/25/2021 13:25
B4,605,SPL13,,5/25/2021 13:25
C4,568,SPL14,,5/25/2021 13:25
D4,609,SPL15,,5/25/2021 13:25
E4,394,SPL16,,5/25/2021 13:25
F4,354,SPL17,,5/25/2021 13:25
G4,364,SPL18,,5/25/2021 13:25
B5,507,SPL19,,5/25/2021 13:25
C5,467,SPL20,,5/25/2021 13:25
D5,475,SPL21,,5/25/2021 13:25
E5,349,SPL22,,5/25/2021 13:25
F5,290,SPL23,,5/25/2021 13:25
G5,300,SPL24,,5/25/2021 13:25
B6,541,SPL25,,5/25/2021 13:25
C6,574,SPL26,,5/25/2021 13:25
D6,536,SPL27,,5/25/2021 13:25
E6,385,SPL28,,5/25/2021 13:25
F6,539,SPL29,,5/25/2021 13:25
G6,547,SPL30,,5/25/2021 13:25
B7,561,SPL31,,5/25/2021 13:25
C7,550,SPL32,,5/25/2021 13:25
D7,443,SPL33,,5/25/2021 13:25
E7,445,SPL34,,5/25/2021 13:25
F7,459,SPL35,,5/25/2021 13:25
G7,482,SPL36,,5/25/2021 13:25
B8,537,SPL37,,5/25/2021 13:25
C8,499,SPL38,,5/25/2021 13:25
D8,466,SPL39,,5/25/2021 13:25
E8,432,SPL40,,5/25/2021 13:25
F8,434,SPL41,,5/25/2021 13:25
G8,401,SPL42,,5/25/2021 13:25
B9,445,SPL43,,5/25/2021 13:25
C9,420,SPL44,,5/25/2021 13:25
D9,391,SPL45,,5/25/2021 13:25
E9,311,SPL46,,5/25/2021 13:25
F9,296,SPL47,,5/25/2021 13:25
G9,308,SPL48,,5/25/2021 13:25
B10,448,SPL49,,5/25/2021 13:25
C10,456,SPL50,,5/25/2021 13:25
D10,396,SPL51,,5/25/2021 13:25
E10,283,SPL52,,5/25/2021 13:25
F10,272,SPL53,,5/25/2021 13:25
G10,283,SPL54,,5/25/2021 13:25
B11,355,SPL55,,5/25/2021 13:25
C11,329,SPL56,,5/25/2021 13:25
D11,341,SPL57,,5/25/2021 13:25
E11,328,SPL58,,5/25/2021 13:25
F11,319,SPL59,,5/25/2021 13:25
G11,299,SPL60,,5/25/2021 13:25
F12,2,SPL61,,5/25/2021 13:25
G12,1.78,SPL62,,5/25/2021 13:25
