Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,245,SPL1,,5/22/2021 17:25
C2,262,SPL2,,5/22/2021 17:25
D2,241,SPL3,,5/22/2021 17:25
E2,338,SPL4,,5/22/2021 17:25
F2,320,SPL5,,5/22/2021 17:25
G2,343,SPL6,,5/22/2021 17:25
B3,300,SPL7,,5/22/2021 17:25
C3,285,SPL8,,5/22/2021 17:25
D3,289,SPL9,,5/22/2021 17:25
E3,351,SPL10,,5/22/2021 17:25
F3,388,SPL11,,5/22/2021 17:25
G3,381,SPL12,,5/22/2021 17:25
B4,307,SPL13,,5/22/2021 17:25
C4,281,SPL14,,5/22/2021 17:25
D4,298,SPL15,,5/22/2021 17:25
E4,427,SPL16,,5/22/2021 17:25
F4,386,SPL17,,5/22/2021 17:25
G4,428,SPL18,,5/22/2021 17:25
B5,226,SPL19,,5/22/2021 17:25
C5,206,SPL20,,5/22/2021 17:25
D5,217,SPL21,,5/22/2021 17:25
E5,285,SPL22,,5/22/2021 17:25
F5,289,SPL23,,5/22/2021 17:25
G5,316,SPL24,,5/22/2021 17:25
B6,344,SPL25,,5/22/2021 17:25
C6,359,SPL26,,5/22/2021 17:25
D6,316,SPL27,,5/22/2021 17:25
E6,208,SPL28,,5/22/2021 17:25
F6,274,SPL29,,5/22/2021 17:25
G6,257,SPL30,,5/22/2021 17:25
B7,328,SPL31,,5/22/2021 17:25
C7,313,SPL32,,5/22/2021 17:25
D7,257,SPL33,,5/22/2021 17:25
E7,275,SPL34,,5/22/2021 17:25
F7,288,SPL35,,5/22/2021 17:25
G7,299,SPL36,,5/22/2021 17:25
B8,290,SPL37,,5/22/2021 17:25
C8,308,SPL38,,5/22/2021 17:25
D8,276,SPL39,,5/22/2021 17:25
E8,241,SPL40,,5/22/2021 17:25
F8,243,SPL41,,5/22/2021 17:25
G8,231,SPL42,,5/22/2021 17:25
B9,258,SPL43,,5/22/2021 17:25
C9,265,SPL44,,5/22/2021 17:25
D9,278,SPL45,,5/22/2021 17:25
E9,180,SPL46,,5/22/2021 17:25
F9,166,SPL47,,5/22/2021 17:25
G9,172,SPL48,,5/22/2021 17:25
B10,282,SPL49,,5/22/2021 17:25
C10,264,SPL50,,5/22/2021 17:25
D10,281,SPL51,,5/22/2021 17:25
E10,275,SPL52,,5/22/2021 17:25
F10,291,SPL53,,5/22/2021 17:25
G10,286,SPL54,,5/22/2021 17:25
B11,281,SPL55,,5/22/2021 17:25
C11,224,SPL56,,5/22/2021 17:25
D11,278,SPL57,,5/22/2021 17:25
E11,211,SPL58,,5/22/2021 17:25
F11,235,SPL59,,5/22/2021 17:25
G11,233,SPL60,,5/22/2021 17:25
F12,1.89,SPL61,,5/22/2021 17:25
G12,1.11,SPL62,,5/22/2021 17:25
