Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,24,SPL1,,5/19/2021 14:07
C2,20.6,SPL2,,5/19/2021 14:07
D2,22.8,SPL3,,5/19/2021 14:07
E2,12.4,SPL4,,5/19/2021 14:07
F2,10.1,SPL5,,5/19/2021 14:07
G2,13.7,SPL6,,5/19/2021 14:07
B3,18.9,SPL7,,5/19/2021 14:07
C3,27.3,SPL8,,5/19/2021 14:07
D3,27.8,SPL9,,5/19/2021 14:07
E3,13.6,SPL10,,5/19/2021 14:07
F3,13,SPL11,,5/19/2021 14:07
G3,15,SPL12,,5/19/2021 14:07
B4,22,SPL13,,5/19/2021 14:07
C4,24.4,SPL14,,5/19/2021 14:07
D4,18.9,SPL15,,5/19/2021 14:07
E4,13.9,SPL16,,5/19/2021 14:07
F4,12.4,SPL17,,5/19/2021 14:07
G4,13.4,SPL18,,5/19/2021 14:07
B5,18.2,SPL19,,5/19/2021 14:07
C5,23.2,SPL20,,5/19/2021 14:07
D5,25.4,SPL21,,5/19/2021 14:07
E5,12.3,SPL22,,5/19/2021 14:07
F5,12.6,SPL23,,5/19/2021 14:07
G5,9.11,SPL24,,5/19/2021 14:07
B6,18.3,SPL25,,5/19/2021 14:07
C6,18.7,SPL26,,5/19/2021 14:07
D6,20,SPL27,,5/19/2021 14:07
E6,15.2,SPL28,,5/19/2021 14:07
F6,14.8,SPL29,,5/19/2021 14:07
G6,12.1,SPL30,,5/19/2021 14:07
B7,14.3,SPL31,,5/19/2021 14:07
C7,17,SPL32,,5/19/2021 14:07
D7,12.8,SPL33,,5/19/2021 14:07
E7,12.3,SPL34,,5/19/2021 14:07
F7,14,SPL35,,5/19/2021 14:07
G7,13.8,SPL36,,5/19/2021 14:07
B8,19,SPL37,,5/19/2021 14:07
C8,20.2,SPL38,,5/19/2021 14:07
D8,19.8,SPL39,,5/19/2021 14:07
E8,10.8,SPL40,,5/19/2021 14:07
F8,12.3,SPL41,,5/19/2021 14:07
G8,12.7,SPL42,,5/19/2021 14:07
B9,15.2,SPL43,,5/19/2021 14:07
C9,17.4,SPL44,,5/19/2021 14:07
D9,15,SPL45,,5/19/2021 14:07
E9,9.67,SPL46,,5/19/2021 14:07
F9,8.56,SPL47,,5/19/2021 14:07
G9,11.1,SPL48,,5/19/2021 14:07
B10,13.8,SPL49,,5/19/2021 14:07
C10,14.3,SPL50,,5/19/2021 14:07
D10,16,SPL51,,5/19/2021 14:07
E10,16.1,SPL52,,5/19/2021 14:07
F10,16.4,SPL53,,5/19/2021 14:07
G10,14.1,SPL54,,5/19/2021 14:07
B11,14.3,SPL55,,5/19/2021 14:07
C11,15.2,SPL56,,5/19/2021 14:07
D11,13.9,SPL57,,5/19/2021 14:07
E11,12.7,SPL58,,5/19/2021 14:07
F11,11.4,SPL59,,5/19/2021 14:07
G11,13.8,SPL60,,5/19/2021 14:07
F12,3.11,SPL61,,5/19/2021 14:07
G12,1.56,SPL62,,5/19/2021 14:07
