Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,600,SPL1,,5/11/2021 15:51
C2,581,SPL2,,5/11/2021 15:51
D2,602,SPL3,,5/11/2021 15:51
E2,720,SPL4,,5/11/2021 15:51
F2,698,SPL5,,5/11/2021 15:51
G2,740,SPL6,,5/11/2021 15:51
B3,568,SPL7,,5/11/2021 15:51
C3,547,SPL8,,5/11/2021 15:51
D3,613,SPL9,,5/11/2021 15:51
E3,689,SPL10,,5/11/2021 15:51
F3,716,SPL11,,5/11/2021 15:51
G3,700,SPL12,,5/11/2021 15:51
B4,476,SPL13,,5/11/2021 15:51
C4,522,SPL14,,5/11/2021 15:51
D4,475,SPL15,,5/11/2021 15:51
E4,579,SPL16,,5/11/2021 15:51
F4,659,SPL17,,5/11/2021 15:51
G4,655,SPL18,,5/11/2021 15:51
B5,593,SPL19,,5/11/2021 15:51
C5,501,SPL20,,5/11/2021 15:51
D5,493,SPL21,,5/11/2021 15:51
E5,665,SPL22,,5/11/2021 15:51
F5,696,SPL23,,5/11/2021 15:51
G5,640,SPL24,,5/11/2021 15:51
B6,792,SPL25,,5/11/2021 15:51
C6,726,SPL26,,5/11/2021 15:51
D6,746,SPL27,,5/11/2021 15:51
E6,654,SPL28,,5/11/2021 15:51
F6,696,SPL29,,5/11/2021 15:51
G6,574,SPL30,,5/11/2021 15:51
B7,459,SPL31,,5/11/2021 15:51
C7,449,SPL32,,5/11/2021 15:51
D7,482,SPL33,,5/11/2021 15:51
E7,767,SPL34,,5/11/2021 15:51
F7,763,SPL35,,5/11/2021 15:51
G7,734,SPL36,,5/11/2021 15:51
B8,581,SPL37,,5/11/2021 15:51
C8,541,SPL38,,5/11/2021 15:51
D8,601,SPL39,,5/11/2021 15:51
E8,782,SPL40,,5/11/2021 15:51
F8,750,SPL41,,5/11/2021 15:51
G8,712,SPL42,,5/11/2021 15:51
B9,558,SPL43,,5/11/2021 15:51
C9,554,SPL44,,5/11/2021 15:51
D9,567,SPL45,,5/11/2021 15:51
E9,669,SPL46,,5/11/2021 15:51
F9,660,SPL47,,5/11/2021 15:51
G9,685,SPL48,,5/11/2021 15:51
B10,659,SPL49,,5/11/2021 15:51
C10,614,SPL50,,5/11/2021 15:51
D10,586,SPL51,,5/11/2021 15:51
E10,677,SPL52,,5/11/2021 15:51
F10,662,SPL53,,5/11/2021 15:51
G10,662,SPL54,,5/11/2021 15:51
B11,652,SPL55,,5/11/2021 15:51
C11,634,SPL56,,5/11/2021 15:51
D11,589,SPL57,,5/11/2021 15:51
E11,548,SPL58,,5/11/2021 15:51
F11,548,SPL59,,5/11/2021 15:51
G11,556,SPL60,,5/11/2021 15:51
F12,2,SPL61,,5/11/2021 15:51
G12,1.33,SPL62,,5/11/2021 15:51
