Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,289,SPL1,,5/22/2021 17:39
C2,512,SPL2,,5/22/2021 17:39
D2,264,SPL3,,5/22/2021 17:39
E2,358,SPL4,,5/22/2021 17:39
F2,632,SPL5,,5/22/2021 17:39
G2,375,SPL6,,5/22/2021 17:39
B3,203,SPL7,,5/22/2021 17:39
C3,214,SPL8,,5/22/2021 17:39
D3,191,SPL9,,5/22/2021 17:39
E3,340,SPL10,,5/22/2021 17:39
F3,346,SPL11,,5/22/2021 17:39
G3,321,SPL12,,5/22/2021 17:39
B4,215,SPL13,,5/22/2021 17:39
C4,369,SPL14,,5/22/2021 17:39
D4,220,SPL15,,5/22/2021 17:39
E4,341,SPL16,,5/22/2021 17:39
F4,394,SPL17,,5/22/2021 17:39
G4,381,SPL18,,5/22/2021 17:39
B5,185,SPL19,,5/22/2021 17:39
C5,200,SPL20,,5/22/2021 17:39
D5,193,SPL21,,5/22/2021 17:39
E5,293,SPL22,,5/22/2021 17:39
F5,310,SPL23,,5/22/2021 17:39
G5,316,SPL24,,5/22/2021 17:39
B6,304,SPL25,,5/22/2021 17:39
C6,305,SPL26,,5/22/2021 17:39
D6,305,SPL27,,5/22/2021 17:39
E6,253,SPL28,,5/22/2021 17:39
F6,264,SPL29,,5/22/2021 17:39
G6,272,SPL30,,5/22/2021 17:39
B7,299,SPL31,,5/22/2021 17:39
C7,294,SPL32,,5/22/2021 17:39
D7,299,SPL33,,5/22/2021 17:39
E7,252,SPL34,,5/22/2021 17:39
F7,259,SPL35,,5/22/2021 17:39
G7,222,SPL36,,5/22/2021 17:39
B8,313,SPL37,,5/22/2021 17:39
C8,333,SPL38,,5/22/2021 17:39
D8,321,SPL39,,5/22/2021 17:39
E8,206,SPL40,,5/22/2021 17:39
F8,389,SPL41,,5/22/2021 17:39
G8,212,SPL42,,5/22/2021 17:39
B9,296,SPL43,,5/22/2021 17:39
C9,276,SPL44,,5/22/2021 17:39
D9,294,SPL45,,5/22/2021 17:39
E9,153,SPL46,,5/22/2021 17:39
F9,219,SPL47,,5/22/2021 17:39
G9,147,SPL48,,5/22/2021 17:39
B10,277,SPL49,,5/22/2021 17:39
C10,252,SPL50,,5/22/2021 17:39
D10,257,SPL51,,5/22/2021 17:39
E10,227,SPL52,,5/22/2021 17:39
F10,223,SPL53,,5/22/2021 17:39
G10,258,SPL54,,5/22/2021 17:39
B11,245,SPL55,,5/22/2021 17:39
C11,204,SPL56,,5/22/2021 17:39
D11,227,SPL57,,5/22/2021 17:39
E11,222,SPL58,,5/22/2021 17:39
F11,212,SPL59,,5/22/2021 17:39
G11,204,SPL60,,5/22/2021 17:39
F12,2.78,SPL61,,5/22/2021 17:39
G12,2.78,SPL62,,5/22/2021 17:39
