Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,569,SPL1,,5/29/2021 17:39
C2,591,SPL2,,5/29/2021 17:39
D2,542,SPL3,,5/29/2021 17:39
E2,549,SPL4,,5/29/2021 17:39
F2,556,SPL5,,5/29/2021 17:39
G2,609,SPL6,,5/29/2021 17:39
B3,577,SPL7,,5/29/2021 17:39
C3,605,SPL8,,5/29/2021 17:39
D3,583,SPL9,,5/29/2021 17:39
E3,561,SPL10,,5/29/2021 17:39
F3,631,SPL11,,5/29/2021 17:39
G3,619,SPL12,,5/29/2021 17:39
B4,599,SPL13,,5/29/2021 17:39
C4,611,SPL14,,5/29/2021 17:39
D4,557,SPL15,,5/29/2021 17:39
E4,560,SPL16,,5/29/2021 17:39
F4,564,SPL17,,5/29/2021 17:39
G4,522,SPL18,,5/29/2021 17:39
B5,568,SPL19,,5/29/2021 17:39
C5,627,SPL20,,5/29/2021 17:39
D5,565,SPL21,,5/29/2021 17:39
E5,642,SPL22,,5/29/2021 17:39
F5,639,SPL23,,5/29/2021 17:39
G5,623,SPL24,,5/29/2021 17:39
B6,655,SPL25,,5/29/2021 17:39
C6,614,SPL26,,5/29/2021 17:39
D6,573,SPL27,,5/29/2021 17:39
E6,760,SPL28,,5/29/2021 17:39
F6,847,SPL29,,5/29/2021 17:39
G6,748,SPL30,,5/29/2021 17:39
B7,641,SPL31,,5/29/2021 17:39
C7,602,SPL32,,5/29/2021 17:39
D7,655,SPL33,,5/29/2021 17:39
E7,870,SPL34,,5/29/2021 17:39
F7,773,SPL35,,5/29/2021 17:39
G7,830,SPL36,,5/29/2021 17:39
B8,549,SPL37,,5/29/2021 17:39
C8,580,SPL38,,5/29/2021 17:39
D8,598,SPL39,,5/29/2021 17:39
E8,836,SPL40,,5/29/2021 17:39
F8,832,SPL41,,5/29/2021 17:39
G8,788,SPL42,,5/29/2021 17:39
B9,733,SPL43,,5/29/2021 17:39
C9,723,SPL44,,5/29/2021 17:39
D9,633,SPL45,,5/29/2021 17:39
E9,524,SPL46,,5/29/2021 17:39
F9,528,SPL47,,5/29/2021 17:39
G9,598,SPL48,,5/29/2021 17:39
B10,562,SPL49,,5/29/2021 17:39
C10,589,SPL50,,5/29/2021 17:39
D10,529,SPL51,,5/29/2021 17:39
E10,528,SPL52,,5/29/2021 17:39
F10,641,SPL53,,5/29/2021 17:39
G10,632,SPL54,,5/29/2021 17:39
B11,586,SPL55,,5/29/2021 17:39
C11,488,SPL56,,5/29/2021 17:39
D11,615,SPL57,,5/29/2021 17:39
E11,532,SPL58,,5/29/2021 17:39
F11,542,SPL59,,5/29/2021 17:39
G11,540,SPL60,,5/29/2021 17:39
F12,1.11,SPL61,,5/29/2021 17:39
G12,1.56,SPL62,,5/29/2021 17:39
