Well,"Mean RFU [ChlA_100:460,685]",Well ID,Name,Reading Date/Time
B2,5.89,SPL1,,5/17/2021 17:23
C2,5.22,SPL2,,5/17/2021 17:23
D2,6.56,SPL3,,5/17/2021 17:23
E2,2.22,SPL4,,5/17/2021 17:23
F2,2.11,SPL5,,5/17/2021 17:23
G2,2.22,SPL6,,5/17/2021 17:23
B3,6.44,SPL7,,5/17/2021 17:23
C3,6.56,SPL8,,5/17/2021 17:23
D3,7.78,SPL9,,5/17/2021 17:23
E3,3.56,SPL10,,5/17/2021 17:23
F3,2.44,SPL11,,5/17/2021 17:23
G3,1.89,SPL12,,5/17/2021 17:23
B4,6.22,SPL13,,5/17/2021 17:23
C4,7.78,SPL14,,5/17/2021 17:23
D4,5.22,SPL15,,5/17/2021 17:23
E4,3.44,SPL16,,5/17/2021 17:23
F4,1.89,SPL17,,5/17/2021 17:23
G4,2.67,SPL18,,5/17/2021 17:23
B5,5.33,SPL19,,5/17/2021 17:23
C5,6.22,SPL20,,5/17/2021 17:23
D5,6.33,SPL21,,5/17/2021 17:23
E5,2.89,SPL22,,5/17/2021 17:23
F5,2,SPL23,,5/17/2021 17:23
G5,2.56,SPL24,,5/17/2021 17:23
B6,3.11,SPL25,,5/17/2021 17:23
C6,4.33,SPL26,,5/17/2021 17:23
D6,4.78,SPL27,,5/17/2021 17:23
E6,5.22,SPL28,,5/17/2021 17:23
F6,5.11,SPL29,,5/17/2021 17:23
G6,4.56,SPL30,,5/17/2021 17:23
B7,2.22,SPL31,,5/17/2021 17:23
C7,2.22,SPL32,,5/17/2021 17:23
D7,3,SPL33,,5/17/2021 17:23
E7,5.22,SPL34,,5/17/2021 17:23
F7,6.33,SPL35,,5/17/2021 17:23
G7,4.44,SPL36,,5/17/2021 17:23
B8,3.78,SPL37,,5/17/2021 17:23
C8,2.44,SPL38,,5/17/2021 17:23
D8,2.56,SPL39,,5/17/2021 17:23
E8,5.56,SPL40,,5/17/2021 17:23
F8,4.78,SPL41,,5/17/2021 17:23
G8,5.33,SPL42,,5/17/2021 17:23
B9,2.33,SPL43,,5/17/2021 17:23
C9,2.67,SPL44,,5/17/2021 17:23
D9,3.56,SPL45,,5/17/2021 17:23
E9,4.44,SPL46,,5/17/2021 17:23
F9,5.33,SPL47,,5/17/2021 17:23
G9,5.78,SPL48,,5/17/2021 17:23
B10,3,SPL49,,5/17/2021 17:23
C10,4.11,SPL50,,5/17/2021 17:23
D10,4.78,SPL51,,5/17/2021 17:23
E10,2.89,SPL52,,5/17/2021 17:23
F10,2.44,SPL53,,5/17/2021 17:23
G10,4.33,SPL54,,5/17/2021 17:23
B11,4,SPL55,,5/17/2021 17:23
C11,3.22,SPL56,,5/17/2021 17:23
D11,2.67,SPL57,,5/17/2021 17:23
E11,3.89,SPL58,,5/17/2021 17:23
F11,4.67,SPL59,,5/17/2021 17:23
G11,4.33,SPL60,,5/17/2021 17:23
F12,2.56,SPL61,,5/17/2021 17:23
G12,2.22,SPL62,,5/17/2021 17:23
